Time [sec]	Acceleration [g]
0.26400	-0.00299
0.26500	-0.00328
0.26600	-0.00358
0.26700	-0.00387
0.26800	-0.00418
0.26900	-0.00448
0.27000	-0.00479
0.27100	-0.00510
0.27200	-0.00542
0.27300	-0.00574
0.27400	-0.00607
0.27500	-0.00639
0.27600	-0.00672
0.27700	-0.00706
0.27800	-0.00739
0.27900	-0.00773
0.28000	-0.00807
0.28100	-0.00842
0.28200	-0.00876
0.28300	-0.00911
0.28400	-0.00947
0.28500	-0.00982
0.28600	-0.01018
0.28700	-0.01053
0.28800	-0.01089
0.28900	-0.01125
0.29000	-0.01162
0.29100	-0.01198
0.29200	-0.01234
0.29300	-0.01271
0.29400	-0.01308
0.29500	-0.01344
0.29600	-0.01381
0.29700	-0.01418
0.29800	-0.01455
0.29900	-0.01492
0.30000	-0.01529
0.30100	-0.01567
0.30200	-0.01604
0.30300	-0.01641
0.30400	-0.01678
0.30500	-0.01715
0.30600	-0.01753
0.30700	-0.01790
0.30800	-0.01827
0.30900	-0.01864
0.31000	-0.01902
0.31100	-0.01939
0.31200	-0.01976
0.31300	-0.02014
0.31400	-0.02051
0.31500	-0.02088
0.31600	-0.02126
0.31700	-0.02163
0.31800	-0.02201
0.31900	-0.02238
0.32000	-0.02276
0.32100	-0.02314
0.32200	-0.02351
0.32300	-0.02389
0.32400	-0.02427
0.32500	-0.02465
0.32600	-0.02503
0.32700	-0.02541
0.32800	-0.02579
0.32900	-0.02616
0.33000	-0.02654
0.33100	-0.02692
0.33200	-0.02730
0.33300	-0.02768
0.33400	-0.02806
0.33500	-0.02844
0.33600	-0.02881
0.33700	-0.02919
0.33800	-0.02956
0.33900	-0.02993
0.34000	-0.03030
0.34100	-0.03066
0.34200	-0.03103
0.34300	-0.03138
0.34400	-0.03174
0.34500	-0.03209
0.34600	-0.03243
0.34700	-0.03277
0.34800	-0.03310
0.34900	-0.03342
0.35000	-0.03373
0.35100	-0.03404
0.35200	-0.03433
0.35300	-0.03462
0.35400	-0.03489
0.35500	-0.03515
0.35600	-0.03540
0.35700	-0.03564
0.35800	-0.03586
0.35900	-0.03606
0.36000	-0.03626
0.36100	-0.03643
0.36200	-0.03659
0.36300	-0.03673
0.36400	-0.03685
0.36500	-0.03696
0.36600	-0.03705
0.36700	-0.03711
0.36800	-0.03716
0.36900	-0.03719
0.37000	-0.03721
0.37100	-0.03720
0.37200	-0.03717
0.37300	-0.03713
0.37400	-0.03706
0.37500	-0.03698
0.37600	-0.03688
0.37700	-0.03676
0.37800	-0.03663
0.37900	-0.03648
0.38000	-0.03631
0.38100	-0.03612
0.38200	-0.03592
0.38300	-0.03571
0.38400	-0.03548
0.38500	-0.03523
0.38600	-0.03498
0.38700	-0.03471
0.38800	-0.03443
0.38900	-0.03413
0.39000	-0.03382
0.39100	-0.03350
0.39200	-0.03317
0.39300	-0.03283
0.39400	-0.03248
0.39500	-0.03212
0.39600	-0.03174
0.39700	-0.03136
0.39800	-0.03096
0.39900	-0.03055
0.40000	-0.03013
0.40100	-0.02970
0.40200	-0.02925
0.40300	-0.02879
0.40400	-0.02832
0.40500	-0.02784
0.40600	-0.02734
0.40700	-0.02683
0.40800	-0.02630
0.40900	-0.02575
0.41000	-0.02520
0.41100	-0.02462
0.41200	-0.02403
0.41300	-0.02342
0.41400	-0.02279
0.41500	-0.02214
0.41600	-0.02148
0.41700	-0.02079
0.41800	-0.02009
0.41900	-0.01937
0.42000	-0.01863
0.42100	-0.01787
0.42200	-0.01709
0.42300	-0.01629
0.42400	-0.01547
0.42500	-0.01463
0.42600	-0.01378
0.42700	-0.01290
0.42800	-0.01201
0.42900	-0.01110
0.43000	-0.01018
0.43100	-0.00924
0.43200	-0.00829
0.43300	-0.00732
0.43400	-0.00634
0.43500	-0.00534
0.43600	-0.00434
0.43700	-0.00332
0.43800	-0.00230
0.43900	-0.00127
0.44000	-0.00022
0.44100	0.00082
0.44200	0.00188
0.44300	0.00294
0.44400	0.00400
0.44500	0.00507
0.44600	0.00615
0.44700	0.00723
0.44800	0.00831
0.44900	0.00939
0.45000	0.01048
0.45100	0.01157
0.45200	0.01267
0.45300	0.01377
0.45400	0.01487
0.45500	0.01597
0.45600	0.01709
0.45700	0.01820
0.45800	0.01932
0.45900	0.02045
0.46000	0.02159
0.46100	0.02273
0.46200	0.02388
0.46300	0.02504
0.46400	0.02621
0.46500	0.02739
0.46600	0.02857
0.46700	0.02977
0.46800	0.03098
0.46900	0.03219
0.47000	0.03342
0.47100	0.03466
0.47200	0.03591
0.47300	0.03717
0.47400	0.03845
0.47500	0.03973
0.47600	0.04102
0.47700	0.04232
0.47800	0.04363
0.47900	0.04494
0.48000	0.04626
0.48100	0.04759
0.48200	0.04892
0.48300	0.05026
0.48400	0.05160
0.48500	0.05293
0.48600	0.05427
0.48700	0.05560
0.48800	0.05694
0.48900	0.05826
0.49000	0.05958
0.49100	0.06089
0.49200	0.06219
0.49300	0.06348
0.49400	0.06475
0.49500	0.06601
0.49600	0.06725
0.49700	0.06848
0.49800	0.06968
0.49900	0.07087
0.50000	0.07203
0.50100	0.07317
0.50200	0.07429
0.50300	0.07538
0.50400	0.07645
0.50500	0.07749
0.50600	0.07850
0.50700	0.07948
0.50800	0.08044
0.50900	0.08137
0.51000	0.08226
0.51100	0.08313
0.51200	0.08397
0.51300	0.08478
0.51400	0.08555
0.51500	0.08630
0.51600	0.08702
0.51700	0.08771
0.51800	0.08837
0.51900	0.08900
0.52000	0.08960
0.52100	0.09017
0.52200	0.09072
0.52300	0.09124
0.52400	0.09173
0.52500	0.09219
0.52600	0.09263
0.52700	0.09305
0.52800	0.09344
0.52900	0.09381
0.53000	0.09415
0.53100	0.09447
0.53200	0.09477
0.53300	0.09505
0.53400	0.09531
0.53500	0.09555
0.53600	0.09576
0.53700	0.09596
0.53800	0.09614
0.53900	0.09629
0.54000	0.09643
0.54100	0.09654
0.54200	0.09664
0.54300	0.09671
0.54400	0.09676
0.54500	0.09679
0.54600	0.09680
0.54700	0.09678
0.54800	0.09673
0.54900	0.09666
0.55000	0.09656
0.55100	0.09643
0.55200	0.09626
0.55300	0.09607
0.55400	0.09583
0.55500	0.09556
0.55600	0.09526
0.55700	0.09491
0.55800	0.09451
0.55900	0.09408
0.56000	0.09360
0.56100	0.09307
0.56200	0.09249
0.56300	0.09186
0.56400	0.09118
0.56500	0.09045
0.56600	0.08967
0.56700	0.08883
0.56800	0.08794
0.56900	0.08700
0.57000	0.08600
0.57100	0.08495
0.57200	0.08385
0.57300	0.08270
0.57400	0.08150
0.57500	0.08026
0.57600	0.07897
0.57700	0.07763
0.57800	0.07626
0.57900	0.07484
0.58000	0.07339
0.58100	0.07191
0.58200	0.07040
0.58300	0.06886
0.58400	0.06729
0.58500	0.06571
0.58600	0.06410
0.58700	0.06248
0.58800	0.06084
0.58900	0.05919
0.59000	0.05754
0.59100	0.05587
0.59200	0.05421
0.59300	0.05253
0.59400	0.05086
0.59500	0.04918
0.59600	0.04751
0.59700	0.04583
0.59800	0.04416
0.59900	0.04248
0.60000	0.04081
0.60100	0.03914
0.60200	0.03747
0.60300	0.03579
0.60400	0.03412
0.60500	0.03244
0.60600	0.03076
0.60700	0.02907
0.60800	0.02738
0.60900	0.02568
0.61000	0.02396
0.61100	0.02224
0.61200	0.02050
0.61300	0.01874
0.61400	0.01696
0.61500	0.01517
0.61600	0.01335
0.61700	0.01150
0.61800	0.00963
0.61900	0.00773
0.62000	0.00579
0.62100	0.00383
0.62200	0.00182
0.62300	-0.00022
0.62400	-0.00230
0.62500	-0.00443
0.62600	-0.00659
0.62700	-0.00881
0.62800	-0.01107
0.62900	-0.01339
0.63000	-0.01575
0.63100	-0.01817
0.63200	-0.02063
0.63300	-0.02316
0.63400	-0.02574
0.63500	-0.02837
0.63600	-0.03106
0.63700	-0.03381
0.63800	-0.03661
0.63900	-0.03947
0.64000	-0.04238
0.64100	-0.04534
0.64200	-0.04836
0.64300	-0.05142
0.64400	-0.05454
0.64500	-0.05770
0.64600	-0.06091
0.64700	-0.06415
0.64800	-0.06744
0.64900	-0.07076
0.65000	-0.07411
0.65100	-0.07749
0.65200	-0.08090
0.65300	-0.08433
0.65400	-0.08778
0.65500	-0.09124
0.65600	-0.09472
0.65700	-0.09820
0.65800	-0.10169
0.65900	-0.10517
0.66000	-0.10866
0.66100	-0.11213
0.66200	-0.11560
0.66300	-0.11905
0.66400	-0.12249
0.66500	-0.12591
0.66600	-0.12930
0.66700	-0.13268
0.66800	-0.13602
0.66900	-0.13933
0.67000	-0.14262
0.67100	-0.14586
0.67200	-0.14907
0.67300	-0.15225
0.67400	-0.15538
0.67500	-0.15847
0.67600	-0.16152
0.67700	-0.16451
0.67800	-0.16746
0.67900	-0.17036
0.68000	-0.17321
0.68100	-0.17600
0.68200	-0.17874
0.68300	-0.18141
0.68400	-0.18402
0.68500	-0.18656
0.68600	-0.18904
0.68700	-0.19144
0.68800	-0.19377
0.68900	-0.19602
0.69000	-0.19819
0.69100	-0.20027
0.69200	-0.20227
0.69300	-0.20417
0.69400	-0.20597
0.69500	-0.20768
0.69600	-0.20929
0.69700	-0.21078
0.69800	-0.21217
0.69900	-0.21345
0.70000	-0.21462
0.70100	-0.21566
0.70200	-0.21659
0.70300	-0.21739
0.70400	-0.21807
0.70500	-0.21862
0.70600	-0.21904
0.70700	-0.21933
0.70800	-0.21949
0.70900	-0.21952
0.71000	-0.21942
0.71100	-0.21918
0.71200	-0.21881
0.71300	-0.21831
0.71400	-0.21767
0.71500	-0.21691
0.71600	-0.21601
0.71700	-0.21498
0.71800	-0.21383
0.71900	-0.21256
0.72000	-0.21116
0.72100	-0.20965
0.72200	-0.20802
0.72300	-0.20628
0.72400	-0.20444
0.72500	-0.20249
0.72600	-0.20044
0.72700	-0.19830
0.72800	-0.19606
0.72900	-0.19374
0.73000	-0.19133
0.73100	-0.18883
0.73200	-0.18625
0.73300	-0.18359
0.73400	-0.18085
0.73500	-0.17803
0.73600	-0.17512
0.73700	-0.17213
0.73800	-0.16905
0.73900	-0.16587
0.74000	-0.16260
0.74100	-0.15922
0.74200	-0.15573
0.74300	-0.15211
0.74400	-0.14837
0.74500	-0.14449
0.74600	-0.14046
0.74700	-0.13628
0.74800	-0.13192
0.74900	-0.12739
0.75000	-0.12267
0.75100	-0.11775
0.75200	-0.11262
0.75300	-0.10728
0.75400	-0.10172
0.75500	-0.09594
0.75600	-0.08992
0.75700	-0.08367
0.75800	-0.07718
0.75900	-0.07047
0.76000	-0.06353
0.76100	-0.05636
0.76200	-0.04899
0.76300	-0.04141
0.76400	-0.03365
0.76500	-0.02571
0.76600	-0.01763
0.76700	-0.00941
0.76800	-0.00108
0.76900	0.00732
0.77000	0.01579
0.77100	0.02428
0.77200	0.03277
0.77300	0.04123
0.77400	0.04963
0.77500	0.05793
0.77600	0.06611
0.77700	0.07413
0.77800	0.08197
0.77900	0.08960
0.78000	0.09698
0.78100	0.10410
0.78200	0.11093
0.78300	0.11744
0.78400	0.12363
0.78500	0.12947
0.78600	0.13495
0.78700	0.14006
0.78800	0.14479
0.78900	0.14914
0.79000	0.15311
0.79100	0.15669
0.79200	0.15989
0.79300	0.16273
0.79400	0.16519
0.79500	0.16731
0.79600	0.16909
0.79700	0.17054
0.79800	0.17170
0.79900	0.17256
0.80000	0.17317
0.80100	0.17353
0.80200	0.17367
0.80300	0.17361
0.80400	0.17338
0.80500	0.17300
0.80600	0.17249
0.80700	0.17188
0.80800	0.17118
0.80900	0.17042
0.81000	0.16962
0.81100	0.16880
0.81200	0.16797
0.81300	0.16715
0.81400	0.16636
0.81500	0.16561
0.81600	0.16491
0.81700	0.16427
0.81800	0.16369
0.81900	0.16319
0.82000	0.16277
0.82100	0.16243
0.82200	0.16217
0.82300	0.16199
0.82400	0.16190
0.82500	0.16188
0.82600	0.16193
0.82700	0.16206
0.82800	0.16224
0.82900	0.16247
0.83000	0.16275
0.83100	0.16306
0.83200	0.16339
0.83300	0.16374
0.83400	0.16408
0.83500	0.16442
0.83600	0.16474
0.83700	0.16503
0.83800	0.16527
0.83900	0.16546
0.84000	0.16559
0.84100	0.16563
0.84200	0.16560
0.84300	0.16547
0.84400	0.16523
0.84500	0.16488
0.84600	0.16441
0.84700	0.16381
0.84800	0.16308
0.84900	0.16220
0.85000	0.16118
0.85100	0.16001
0.85200	0.15868
0.85300	0.15720
0.85400	0.15555
0.85500	0.15373
0.85600	0.15175
0.85700	0.14960
0.85800	0.14728
0.85900	0.14479
0.86000	0.14213
0.86100	0.13929
0.86200	0.13628
0.86300	0.13310
0.86400	0.12975
0.86500	0.12622
0.86600	0.12252
0.86700	0.11865
0.86800	0.11462
0.86900	0.11041
0.87000	0.10604
0.87100	0.10150
0.87200	0.09679
0.87300	0.09192
0.87400	0.08689
0.87500	0.08170
0.87600	0.07635
0.87700	0.07085
0.87800	0.06519
0.87900	0.05938
0.88000	0.05341
0.88100	0.04730
0.88200	0.04104
0.88300	0.03464
0.88400	0.02809
0.88500	0.02141
0.88600	0.01458
0.88700	0.00763
0.88800	0.00054
0.88900	-0.00668
0.89000	-0.01402
0.89100	-0.02149
0.89200	-0.02907
0.89300	-0.03677
0.89400	-0.04457
0.89500	-0.05248
0.89600	-0.06049
0.89700	-0.06859
0.89800	-0.07677
0.89900	-0.08502
0.90000	-0.09333
0.90100	-0.10170
0.90200	-0.11010
0.90300	-0.11852
0.90400	-0.12695
0.90500	-0.13537
0.90600	-0.14376
0.90700	-0.15210
0.90800	-0.16037
0.90900	-0.16854
0.91000	-0.17660
0.91100	-0.18452
0.91200	-0.19228
0.91300	-0.19986
0.91400	-0.20722
0.91500	-0.21435
0.91600	-0.22122
0.91700	-0.22781
0.91800	-0.23409
0.91900	-0.24006
0.92000	-0.24569
0.92100	-0.25097
0.92200	-0.25588
0.92300	-0.26041
0.92400	-0.26455
0.92500	-0.26829
0.92600	-0.27164
0.92700	-0.27459
0.92800	-0.27715
0.92900	-0.27932
0.93000	-0.28111
0.93100	-0.28253
0.93200	-0.28361
0.93300	-0.28436
0.93400	-0.28480
0.93500	-0.28496
0.93600	-0.28487
0.93700	-0.28455
0.93800	-0.28405
0.93900	-0.28339
0.94000	-0.28262
0.94100	-0.28177
0.94200	-0.28088
0.94300	-0.27999
0.94400	-0.27914
0.94500	-0.27837
0.94600	-0.27772
0.94700	-0.27723
0.94800	-0.27693
0.94900	-0.27685
0.95000	-0.27703
0.95100	-0.27750
0.95200	-0.27829
0.95300	-0.27941
0.95400	-0.28089
0.95500	-0.28274
0.95600	-0.28498
0.95700	-0.28761
0.95800	-0.29063
0.95900	-0.29406
0.96000	-0.29788
0.96100	-0.30209
0.96200	-0.30667
0.96300	-0.31161
0.96400	-0.31690
0.96500	-0.32251
0.96600	-0.32842
0.96700	-0.33461
0.96800	-0.34104
0.96900	-0.34768
0.97000	-0.35451
0.97100	-0.36150
0.97200	-0.36860
0.97300	-0.37580
0.97400	-0.38305
0.97500	-0.39033
0.97600	-0.39761
0.97700	-0.40485
0.97800	-0.41204
0.97900	-0.41914
0.98000	-0.42614
0.98100	-0.43302
0.98200	-0.43975
0.98300	-0.44633
0.98400	-0.45274
0.98500	-0.45897
0.98600	-0.46502
0.98700	-0.47089
0.98800	-0.47657
0.98900	-0.48207
0.99000	-0.48739
0.99100	-0.49254
0.99200	-0.49752
0.99300	-0.50236
0.99400	-0.50705
0.99500	-0.51161
0.99600	-0.51606
0.99700	-0.52041
0.99800	-0.52466
0.99900	-0.52883
1.00000	-0.53291
1.00100	-0.53681
1.00200	-0.54025
1.00300	-0.54282
1.00400	-0.54397
1.00500	-0.54317
1.00600	-0.53988
1.00700	-0.53367
1.00800	-0.52419
1.00900	-0.51122
1.01000	-0.49466
1.01100	-0.47454
1.01200	-0.45098
1.01300	-0.42424
1.01400	-0.39464
1.01500	-0.36259
1.01600	-0.32854
1.01700	-0.29300
1.01800	-0.25646
1.01900	-0.21945
1.02000	-0.18246
1.02100	-0.14597
1.02200	-0.11041
1.02300	-0.07616
1.02400	-0.04356
1.02500	-0.01288
1.02600	0.01566
1.02700	0.04191
1.02800	0.06577
1.02900	0.08722
1.03000	0.10628
1.03100	0.12300
1.03200	0.13751
1.03300	0.14996
1.03400	0.16051
1.03500	0.16936
1.03600	0.17675
1.03700	0.18287
1.03800	0.18798
1.03900	0.19228
1.04000	0.19599
1.04100	0.19932
1.04200	0.20245
1.04300	0.20554
1.04400	0.20874
1.04500	0.21217
1.04600	0.21592
1.04700	0.22007
1.04800	0.22465
1.04900	0.22969
1.05000	0.23519
1.05100	0.24114
1.05200	0.24749
1.05300	0.25419
1.05400	0.26118
1.05500	0.26838
1.05600	0.27571
1.05700	0.28307
1.05800	0.29039
1.05900	0.29756
1.06000	0.30450
1.06100	0.31113
1.06200	0.31738
1.06300	0.32316
1.06400	0.32841
1.06500	0.33310
1.06600	0.33717
1.06700	0.34059
1.06800	0.34334
1.06900	0.34542
1.07000	0.34682
1.07100	0.34755
1.07200	0.34764
1.07300	0.34710
1.07400	0.34599
1.07500	0.34432
1.07600	0.34217
1.07700	0.33957
1.07800	0.33658
1.07900	0.33326
1.08000	0.32966
1.08100	0.32585
1.08200	0.32189
1.08300	0.31782
1.08400	0.31371
1.08500	0.30960
1.08600	0.30555
1.08700	0.30160
1.08800	0.29779
1.08900	0.29416
1.09000	0.29074
1.09100	0.28755
1.09200	0.28462
1.09300	0.28197
1.09400	0.27962
1.09500	0.27756
1.09600	0.27581
1.09700	0.27436
1.09800	0.27322
1.09900	0.27238
1.10000	0.27183
1.10100	0.27156
1.10200	0.27155
1.10300	0.27180
1.10400	0.27228
1.10500	0.27297
1.10600	0.27387
1.10700	0.27494
1.10800	0.27617
1.10900	0.27753
1.11000	0.27901
1.11100	0.28059
1.11200	0.28225
1.11300	0.28397
1.11400	0.28572
1.11500	0.28751
1.11600	0.28930
1.11700	0.29108
1.11800	0.29285
1.11900	0.29458
1.12000	0.29627
1.12100	0.29791
1.12200	0.29948
1.12300	0.30098
1.12400	0.30240
1.12500	0.30373
1.12600	0.30497
1.12700	0.30612
1.12800	0.30716
1.12900	0.30810
1.13000	0.30894
1.13100	0.30966
1.13200	0.31027
1.13300	0.31077
1.13400	0.31115
1.13500	0.31142
1.13600	0.31157
1.13700	0.31160
1.13800	0.31152
1.13900	0.31132
1.14000	0.31099
1.14100	0.31055
1.14200	0.30999
1.14300	0.30931
1.14400	0.30852
1.14500	0.30761
1.14600	0.30658
1.14700	0.30543
1.14800	0.30418
1.14900	0.30281
1.15000	0.30133
1.15100	0.29974
1.15200	0.29805
1.15300	0.29626
1.15400	0.29437
1.15500	0.29239
1.15600	0.29031
1.15700	0.28815
1.15800	0.28590
1.15900	0.28358
1.16000	0.28119
1.16100	0.27872
1.16200	0.27619
1.16300	0.27361
1.16400	0.27097
1.16500	0.26828
1.16600	0.26555
1.16700	0.26278
1.16800	0.25998
1.16900	0.25714
1.17000	0.25428
1.17100	0.25140
1.17200	0.24851
1.17300	0.24559
1.17400	0.24267
1.17500	0.23973
1.17600	0.23679
1.17700	0.23384
1.17800	0.23088
1.17900	0.22792
1.18000	0.22495
1.18100	0.22197
1.18200	0.21898
1.18300	0.21598
1.18400	0.21297
1.18500	0.20995
1.18600	0.20690
1.18700	0.20383
1.18800	0.20073
1.18900	0.19761
1.19000	0.19445
1.19100	0.19126
1.19200	0.18802
1.19300	0.18473
1.19400	0.18140
1.19500	0.17801
1.19600	0.17457
1.19700	0.17106
1.19800	0.16749
1.19900	0.16385
1.20000	0.16014
1.20100	0.15636
1.20200	0.15250
1.20300	0.14857
1.20400	0.14457
1.20500	0.14048
1.20600	0.13632
1.20700	0.13209
1.20800	0.12778
1.20900	0.12340
1.21000	0.11894
1.21100	0.11442
1.21200	0.10982
1.21300	0.10517
1.21400	0.10045
1.21500	0.09568
1.21600	0.09086
1.21700	0.08598
1.21800	0.08106
1.21900	0.07610
1.22000	0.07111
1.22100	0.06608
1.22200	0.06103
1.22300	0.05596
1.22400	0.05087
1.22500	0.04577
1.22600	0.04066
1.22700	0.03554
1.22800	0.03043
1.22900	0.02532
1.23000	0.02022
1.23100	0.01514
1.23200	0.01006
1.23300	0.00501
1.23400	-0.00002
1.23500	-0.00503
1.23600	-0.01002
1.23700	-0.01497
1.23800	-0.01989
1.23900	-0.02479
1.24000	-0.02965
1.24100	-0.03448
1.24200	-0.03928
1.24300	-0.04404
1.24400	-0.04877
1.24500	-0.05346
1.24600	-0.05813
1.24700	-0.06276
1.24800	-0.06736
1.24900	-0.07193
1.25000	-0.07647
1.25100	-0.08098
1.25200	-0.08547
1.25300	-0.08994
1.25400	-0.09438
1.25500	-0.09881
1.25600	-0.10321
1.25700	-0.10760
1.25800	-0.11198
1.25900	-0.11634
1.26000	-0.12069
1.26100	-0.12504
1.26200	-0.12937
1.26300	-0.13370
1.26400	-0.13803
1.26500	-0.14235
1.26600	-0.14667
1.26700	-0.15099
1.26800	-0.15530
1.26900	-0.15962
1.27000	-0.16393
1.27100	-0.16825
1.27200	-0.17255
1.27300	-0.17686
1.27400	-0.18116
1.27500	-0.18545
1.27600	-0.18972
1.27700	-0.19399
1.27800	-0.19823
1.27900	-0.20245
1.28000	-0.20664
1.28100	-0.21080
1.28200	-0.21491
1.28300	-0.21898
1.28400	-0.22300
1.28500	-0.22695
1.28600	-0.23083
1.28700	-0.23463
1.28800	-0.23835
1.28900	-0.24197
1.29000	-0.24548
1.29100	-0.24888
1.29200	-0.25216
1.29300	-0.25530
1.29400	-0.25831
1.29500	-0.26116
1.29600	-0.26386
1.29700	-0.26639
1.29800	-0.26876
1.29900	-0.27094
1.30000	-0.27294
1.30100	-0.27475
1.30200	-0.27638
1.30300	-0.27781
1.30400	-0.27904
1.30500	-0.28007
1.30600	-0.28091
1.30700	-0.28154
1.30800	-0.28198
1.30900	-0.28222
1.31000	-0.28227
1.31100	-0.28213
1.31200	-0.28180
1.31300	-0.28128
1.31400	-0.28058
1.31500	-0.27970
1.31600	-0.27865
1.31700	-0.27742
1.31800	-0.27601
1.31900	-0.27445
1.32000	-0.27271
1.32100	-0.27082
1.32200	-0.26876
1.32300	-0.26654
1.32400	-0.26417
1.32500	-0.26164
1.32600	-0.25895
1.32700	-0.25610
1.32800	-0.25310
1.32900	-0.24993
1.33000	-0.24661
1.33100	-0.24311
1.33200	-0.23946
1.33300	-0.23563
1.33400	-0.23162
1.33500	-0.22742
1.33600	-0.22302
1.33700	-0.21841
1.33800	-0.21358
