node_id,x,y,z,floor,zone,tower
229,3.0,7.4,45.0,7,tower,1
230,3.0,8.6,45.0,7,tower,1
231,3.0,16.0,45.0,7,tower,1
232,11.0,0.0,45.0,7,tower,1
233,11.0,7.4,45.0,7,tower,1
234,11.0,8.6,45.0,7,tower,1
235,11.0,16.0,45.0,7,tower,1
236,14.4,0.0,45.0,7,tower,1
237,14.4,7.4,45.0,7,tower,1
238,14.4,8.6,45.0,7,tower,1
239,14.4,16.0,45.0,7,tower,1
240,15.6,0.0,45.0,7,tower,1
241,15.6,7.4,45.0,7,tower,1
242,15.6,8.6,45.0,7,tower,1
243,15.6,16.0,45.0,7,tower,1
244,19.0,0.0,45.0,7,tower,1
245,19.0,7.4,45.0,7,tower,1
246,19.0,8.6,45.0,7,tower,1
247,19.0,16.0,45.0,7,tower,1
248,27.0,0.0,45.0,7,tower,1
249,27.0,7.4,45.0,7,tower,1
250,27.0,8.6,45.0,7,tower,1
251,27.0,16.0,45.0,7,tower,1
252,30.0,0.0,45.0,7,tower,1
253,30.0,7.4,45.0,7,tower,1
254,30.0,8.6,45.0,7,tower,1
255,30.0,16.0,45.0,7,tower,1
256,0.0,0.0,51.0,8,tower,1
257,0.0,7.4,51.0,8,tower,1
258,0.0,8.6,51.0,8,tower,1
259,0.0,16.0,51.0,8,tower,1
260,3.0,0.0,51.0,8,tower,1
261,3.0,7.4,51.0,8,tower,1
262,3.0,8.6,51.0,8,tower,1
263,3.0,16.0,51.0,8,tower,1
264,11.0,0.0,51.0,8,tower,1
265,11.0,7.4,51.0,8,tower,1
266,11.0,8.6,51.0,8,tower,1
267,11.0,16.0,51.0,8,tower,1
268,14.4,0.0,51.0,8,tower,1
269,14.4,7.4,51.0,8,tower,1
270,14.4,8.6,51.0,8,tower,1
271,14.4,16.0,51.0,8,tower,1
272,15.6,0.0,51.0,8,tower,1
273,15.6,7.4,51.0,8,tower,1
274,15.6,8.6,51.0,8,tower,1
275,15.6,16.0,51.0,8,tower,1
276,19.0,0.0,51.0,8,tower,1
277,19.0,7.4,51.0,8,tower,1
278,19.0,8.6,51.0,8,tower,1
279,19.0,16.0,51.0,8,tower,1
280,27.0,0.0,51.0,8,tower,1
281,27.0,7.4,51.0,8,tower,1
282,27.0,8.6,51.0,8,tower,1
283,27.0,16.0,51.0,8,tower,1
284,30.0,0.0,51.0,8,tower,1
285,30.0,7.4,51.0,8,tower,1
286,30.0,8.6,51.0,8,tower,1
287,30.0,16.0,51.0,8,tower,1
288,0.0,0.0,57.0,9,tower,1
289,0.0,7.4,57.0,9,tower,1
290,0.0,8.6,57.0,9,tower,1
291,0.0,16.0,57.0,9,tower,1
292,3.0,0.0,57.0,9,tower,1
293,3.0,7.4,57.0,9,tower,1
294,3.0,8.6,57.0,9,tower,1
295,3.0,16.0,57.0,9,tower,1
296,11.0,0.0,57.0,9,tower,1
297,11.0,7.4,57.0,9,tower,1
298,11.0,8.6,57.0,9,tower,1
299,11.0,16.0,57.0,9,tower,1
300,14.4,0.0,57.0,9,tower,1
301,14.4,7.4,57.0,9,tower,1
302,14.4,8.6,57.0,9,tower,1
303,14.4,16.0,57.0,9,tower,1
304,15.6,0.0,57.0,9,tower,1
305,15.6,7.4,57.0,9,tower,1
306,15.6,8.6,57.0,9,tower,1
307,15.6,16.0,57.0,9,tower,1
308,19.0,0.0,57.0,9,tower,1
309,19.0,7.4,57.0,9,tower,1
310,19.0,8.6,57.0,9,tower,1
311,19.0,16.0,57.0,9,tower,1
312,27.0,0.0,57.0,9,tower,1
313,27.0,7.4,57.0,9,tower,1
314,27.0,8.6,57.0,9,tower,1
315,27.0,16.0,57.0,9,tower,1
316,30.0,0.0,57.0,9,tower,1
317,30.0,7.4,57.0,9,tower,1
318,30.0,8.6,57.0,9,tower,1
319,30.0,16.0,57.0,9,tower,1
320,0.0,0.0,63.0,10,tower,1
321,0.0,7.4,63.0,10,tower,1
322,0.0,8.6,63.0,10,tower,1
323,0.0,16.0,63.0,10,tower,1
324,3.0,0.0,63.0,10,tower,1
325,3.0,7.4,63.0,10,tower,1
326,3.0,8.6,63.0,10,tower,1
327,3.0,16.0,63.0,10,tower,1
328,11.0,0.0,63.0,10,tower,1
329,11.0,7.4,63.0,10,tower,1
330,11.0,8.6,63.0,10,tower,1
331,11.0,16.0,63.0,10,tower,1
332,14.4,0.0,63.0,10,tower,1
333,14.4,7.4,63.0,10,tower,1
334,14.4,8.6,63.0,10,tower,1
335,14.4,16.0,63.0,10,tower,1
336,15.6,0.0,63.0,10,tower,1
337,15.6,7.4,63.0,10,tower,1
338,15.6,8.6,63.0,10,tower,1
339,15.6,16.0,63.0,10,tower,1
340,19.0,0.0,63.0,10,tower,1
341,19.0,7.4,63.0,10,tower,1
342,19.0,8.6,63.0,10,tower,1
343,19.0,16.0,63.0,10,tower,1
344,27.0,0.0,63.0,10,tower,1
345,27.0,7.4,63.0,10,tower,1
346,27.0,8.6,63.0,10,tower,1
347,27.0,16.0,63.0,10,tower,1
348,30.0,0.0,63.0,10,tower,1
349,30.0,7.4,63.0,10,tower,1
350,30.0,8.6,63.0,10,tower,1
351,30.0,16.0,63.0,10,tower,1
352,0.0,0.0,69.0,11,tower,1
353,0.0,7.4,69.0,11,tower,1
354,0.0,8.6,69.0,11,tower,1
355,0.0,16.0,69.0,11,tower,1
356,3.0,0.0,69.0,11,tower,1
357,3.0,7.4,69.0,11,tower,1
358,3.0,8.6,69.0,11,tower,1
359,3.0,16.0,69.0,11,tower,1
360,11.0,0.0,69.0,11,tower,1
361,11.0,7.4,69.0,11,tower,1
362,11.0,8.6,69.0,11,tower,1
363,11.0,16.0,69.0,11,tower,1
364,14.4,0.0,69.0,11,tower,1
365,14.4,7.4,69.0,11,tower,1
366,14.4,8.6,69.0,11,tower,1
367,14.4,16.0,69.0,11,tower,1
368,15.6,0.0,69.0,11,tower,1
369,15.6,7.4,69.0,11,tower,1
370,15.6,8.6,69.0,11,tower,1
371,15.6,16.0,69.0,11,tower,1
372,19.0,0.0,69.0,11,tower,1
373,19.0,7.4,69.0,11,tower,1
374,19.0,8.6,69.0,11,tower,1
375,19.0,16.0,69.0,11,tower,1
376,27.0,0.0,69.0,11,tower,1
377,27.0,7.4,69.0,11,tower,1
378,27.0,8.6,69.0,11,tower,1
379,27.0,16.0,69.0,11,tower,1
380,30.0,0.0,69.0,11,tower,1
381,30.0,7.4,69.0,11,tower,1
382,30.0,8.6,69.0,11,tower,1
383,30.0,16.0,69.0,11,tower,1
384,0.0,0.0,75.0,12,tower,1
385,0.0,7.4,75.0,12,tower,1
386,0.0,8.6,75.0,12,tower,1
387,0.0,16.0,75.0,12,tower,1
388,3.0,0.0,75.0,12,tower,1
389,3.0,7.4,75.0,12,tower,1
390,3.0,8.6,75.0,12,tower,1
391,3.0,16.0,75.0,12,tower,1
392,11.0,0.0,75.0,12,tower,1
393,11.0,7.4,75.0,12,tower,1
394,11.0,8.6,75.0,12,tower,1
395,11.0,16.0,75.0,12,tower,1
396,14.4,0.0,75.0,12,tower,1
397,14.4,7.4,75.0,12,tower,1
398,14.4,8.6,75.0,12,tower,1
399,14.4,16.0,75.0,12,tower,1
400,15.6,0.0,75.0,12,tower,1
401,15.6,7.4,75.0,12,tower,1
402,15.6,8.6,75.0,12,tower,1
403,15.6,16.0,75.0,12,tower,1
404,19.0,0.0,75.0,12,tower,1
405,19.0,7.4,75.0,12,tower,1
406,19.0,8.6,75.0,12,tower,1
407,19.0,16.0,75.0,12,tower,1
408,27.0,0.0,75.0,12,tower,1
409,27.0,7.4,75.0,12,tower,1
410,27.0,8.6,75.0,12,tower,1
411,27.0,16.0,75.0,12,tower,1
412,30.0,0.0,75.0,12,tower,1
413,30.0,7.4,75.0,12,tower,1
414,30.0,8.6,75.0,12,tower,1
415,30.0,16.0,75.0,12,tower,1
416,0.0,0.0,81.0,13,tower,1
417,0.0,7.4,81.0,13,tower,1
418,0.0,8.6,81.0,13,tower,1
419,0.0,16.0,81.0,13,tower,1
420,3.0,0.0,81.0,13,tower,1
421,3.0,7.4,81.0,13,tower,1
422,3.0,8.6,81.0,13,tower,1
423,3.0,16.0,81.0,13,tower,1
424,11.0,0.0,81.0,13,tower,1
425,11.0,7.4,81.0,13,tower,1
426,11.0,8.6,81.0,13,tower,1
427,11.0,16.0,81.0,13,tower,1
428,14.4,0.0,81.0,13,tower,1
429,14.4,7.4,81.0,13,tower,1
430,14.4,8.6,81.0,13,tower,1
431,14.4,16.0,81.0,13,tower,1
432,15.6,0.0,81.0,13,tower,1
433,15.6,7.4,81.0,13,tower,1
434,15.6,8.6,81.0,13,tower,1
435,15.6,16.0,81.0,13,tower,1
436,19.0,0.0,81.0,13,tower,1
437,19.0,7.4,81.0,13,tower,1
438,19.0,8.6,81.0,13,tower,1
439,19.0,16.0,81.0,13,tower,1
440,27.0,0.0,81.0,13,tower,1
441,27.0,7.4,81.0,13,tower,1
442,27.0,8.6,81.0,13,tower,1
443,27.0,16.0,81.0,13,tower,1
444,30.0,0.0,81.0,13,tower,1
445,30.0,7.4,81.0,13,tower,1
446,30.0,8.6,81.0,13,tower,1
447,30.0,16.0,81.0,13,tower,1
448,0.0,0.0,87.0,14,tower,1
449,0.0,7.4,87.0,14,tower,1
450,0.0,8.6,87.0,14,tower,1
451,0.0,16.0,87.0,14,tower,1
452,3.0,0.0,87.0,14,tower,1
453,3.0,7.4,87.0,14,tower,1
454,3.0,8.6,87.0,14,tower,1
455,3.0,16.0,87.0,14,tower,1
456,11.0,0.0,87.0,14,tower,1
457,11.0,7.4,87.0,14,tower,1
458,11.0,8.6,87.0,14,tower,1
459,11.0,16.0,87.0,14,tower,1
460,14.4,0.0,87.0,14,tower,1
461,14.4,7.4,87.0,14,tower,1
462,14.4,8.6,87.0,14,tower,1
463,14.4,16.0,87.0,14,tower,1
464,15.6,0.0,87.0,14,tower,1
465,15.6,7.4,87.0,14,tower,1
466,15.6,8.6,87.0,14,tower,1
467,15.6,16.0,87.0,14,tower,1
468,19.0,0.0,87.0,14,tower,1
469,19.0,7.4,87.0,14,tower,1
470,19.0,8.6,87.0,14,tower,1
471,19.0,16.0,87.0,14,tower,1
472,27.0,0.0,87.0,14,tower,1
473,27.0,7.4,87.0,14,tower,1
474,27.0,8.6,87.0,14,tower,1
475,27.0,16.0,87.0,14,tower,1
476,30.0,0.0,87.0,14,tower,1
477,30.0,7.4,87.0,14,tower,1
478,30.0,8.6,87.0,14,tower,1
479,30.0,16.0,87.0,14,tower,1
480,0.0,0.0,93.0,15,tower,1
481,0.0,7.4,93.0,15,tower,1
482,0.0,8.6,93.0,15,tower,1
483,0.0,16.0,93.0,15,tower,1
484,3.0,0.0,93.0,15,tower,1
485,3.0,7.4,93.0,15,tower,1
486,3.0,8.6,93.0,15,tower,1
487,3.0,16.0,93.0,15,tower,1
488,11.0,0.0,93.0,15,tower,1
489,11.0,7.4,93.0,15,tower,1
490,11.0,8.6,93.0,15,tower,1
491,11.0,16.0,93.0,15,tower,1
492,14.4,0.0,93.0,15,tower,1
493,14.4,7.4,93.0,15,tower,1
494,14.4,8.6,93.0,15,tower,1
495,14.4,16.0,93.0,15,tower,1
496,15.6,0.0,93.0,15,tower,1
497,15.6,7.4,93.0,15,tower,1
498,15.6,8.6,93.0,15,tower,1
499,15.6,16.0,93.0,15,tower,1
500,19.0,0.0,93.0,15,tower,1
501,19.0,7.4,93.0,15,tower,1
502,19.0,8.6,93.0,15,tower,1
503,19.0,16.0,93.0,15,tower,1
504,27.0,0.0,93.0,15,tower,1
505,27.0,7.4,93.0,15,tower,1
506,27.0,8.6,93.0,15,tower,1
507,27.0,16.0,93.0,15,tower,1
508,30.0,0.0,93.0,15,tower,1
509,30.0,7.4,93.0,15,tower,1
510,30.0,8.6,93.0,15,tower,1
511,30.0,16.0,93.0,15,tower,1
512,0.0,0.0,99.0,16,tower,1
513,0.0,7.4,99.0,16,tower,1
514,0.0,8.6,99.0,16,tower,1
515,0.0,16.0,99.0,16,tower,1
516,3.0,0.0,99.0,16,tower,1
517,3.0,7.4,99.0,16,tower,1
518,3.0,8.6,99.0,16,tower,1
519,3.0,16.0,99.0,16,tower,1
520,11.0,0.0,99.0,16,tower,1
521,11.0,7.4,99.0,16,tower,1
522,11.0,8.6,99.0,16,tower,1
523,11.0,16.0,99.0,16,tower,1
524,14.4,0.0,99.0,16,tower,1
525,14.4,7.4,99.0,16,tower,1
526,14.4,8.6,99.0,16,tower,1
527,14.4,16.0,99.0,16,tower,1
528,15.6,0.0,99.0,16,tower,1
529,15.6,7.4,99.0,16,tower,1
530,15.6,8.6,99.0,16,tower,1
531,15.6,16.0,99.0,16,tower,1
532,19.0,0.0,99.0,16,tower,1
533,19.0,7.4,99.0,16,tower,1
534,19.0,8.6,99.0,16,tower,1
535,19.0,16.0,99.0,16,tower,1
536,27.0,0.0,99.0,16,tower,1
537,27.0,7.4,99.0,16,tower,1
538,27.0,8.6,99.0,16,tower,1
539,27.0,16.0,99.0,16,tower,1
540,30.0,0.0,99.0,16,tower,1
541,30.0,7.4,99.0,16,tower,1
542,30.0,8.6,99.0,16,tower,1
543,30.0,16.0,99.0,16,tower,1
544,0.0,0.0,105.0,17,tower,1
545,0.0,7.4,105.0,17,tower,1
546,0.0,8.6,105.0,17,tower,1
547,0.0,16.0,105.0,17,tower,1
548,3.0,0.0,105.0,17,tower,1
549,3.0,7.4,105.0,17,tower,1
550,3.0,8.6,105.0,17,tower,1
551,3.0,16.0,105.0,17,tower,1
552,11.0,0.0,105.0,17,tower,1
553,11.0,7.4,105.0,17,tower,1
554,11.0,8.6,105.0,17,tower,1
555,11.0,16.0,105.0,17,tower,1
556,14.4,0.0,105.0,17,tower,1
557,14.4,7.4,105.0,17,tower,1
558,14.4,8.6,105.0,17,tower,1
559,14.4,16.0,105.0,17,tower,1
560,15.6,0.0,105.0,17,tower,1
561,15.6,7.4,105.0,17,tower,1
562,15.6,8.6,105.0,17,tower,1
563,15.6,16.0,105.0,17,tower,1
564,19.0,0.0,105.0,17,tower,1
565,19.0,7.4,105.0,17,tower,1
566,19.0,8.6,105.0,17,tower,1
567,19.0,16.0,105.0,17,tower,1
568,27.0,0.0,105.0,17,tower,1
569,27.0,7.4,105.0,17,tower,1
570,27.0,8.6,105.0,17,tower,1
571,27.0,16.0,105.0,17,tower,1
572,30.0,0.0,105.0,17,tower,1
573,30.0,7.4,105.0,17,tower,1
574,30.0,8.6,105.0,17,tower,1
575,30.0,16.0,105.0,17,tower,1
576,0.0,0.0,111.0,18,tower,1
577,0.0,7.4,111.0,18,tower,1
578,0.0,8.6,111.0,18,tower,1
579,0.0,16.0,111.0,18,tower,1
580,3.0,0.0,111.0,18,tower,1
581,3.0,7.4,111.0,18,tower,1
582,3.0,8.6,111.0,18,tower,1
583,3.0,16.0,111.0,18,tower,1
584,11.0,0.0,111.0,18,tower,1
585,11.0,7.4,111.0,18,tower,1
586,11.0,8.6,111.0,18,tower,1
587,11.0,16.0,111.0,18,tower,1
588,14.4,0.0,111.0,18,tower,1
589,14.4,7.4,111.0,18,tower,1
590,14.4,8.6,111.0,18,tower,1
591,14.4,16.0,111.0,18,tower,1
592,15.6,0.0,111.0,18,tower,1
593,15.6,7.4,111.0,18,tower,1
594,15.6,8.6,111.0,18,tower,1
595,15.6,16.0,111.0,18,tower,1
596,19.0,0.0,111.0,18,tower,1
597,19.0,7.4,111.0,18,tower,1
598,19.0,8.6,111.0,18,tower,1
599,19.0,16.0,111.0,18,tower,1
600,27.0,0.0,111.0,18,tower,1
601,27.0,7.4,111.0,18,tower,1
602,27.0,8.6,111.0,18,tower,1
603,27.0,16.0,111.0,18,tower,1
604,30.0,0.0,111.0,18,tower,1
605,30.0,7.4,111.0,18,tower,1
606,30.0,8.6,111.0,18,tower,1
607,30.0,16.0,111.0,18,tower,1
608,0.0,0.0,117.0,19,tower,1
609,0.0,7.4,117.0,19,tower,1
610,0.0,8.6,117.0,19,tower,1
611,0.0,16.0,117.0,19,tower,1
612,3.0,0.0,117.0,19,tower,1
613,3.0,7.4,117.0,19,tower,1
614,3.0,8.6,117.0,19,tower,1
615,3.0,16.0,117.0,19,tower,1
616,11.0,0.0,117.0,19,tower,1
617,11.0,7.4,117.0,19,tower,1
618,11.0,8.6,117.0,19,tower,1
619,11.0,16.0,117.0,19,tower,1
620,14.4,0.0,117.0,19,tower,1
621,14.4,7.4,117.0,19,tower,1
622,14.4,8.6,117.0,19,tower,1
623,14.4,16.0,117.0,19,tower,1
624,15.6,0.0,117.0,19,tower,1
625,15.6,7.4,117.0,19,tower,1
626,15.6,8.6,117.0,19,tower,1
627,15.6,16.0,117.0,19,tower,1
628,19.0,0.0,117.0,19,tower,1
629,19.0,7.4,117.0,19,tower,1
630,19.0,8.6,117.0,19,tower,1
631,19.0,16.0,117.0,19,tower,1
632,27.0,0.0,117.0,19,tower,1
633,27.0,7.4,117.0,19,tower,1
634,27.0,8.6,117.0,19,tower,1
635,27.0,16.0,117.0,19,tower,1
636,30.0,0.0,117.0,19,tower,1
637,30.0,7.4,117.0,19,tower,1
638,30.0,8.6,117.0,19,tower,1
639,30.0,16.0,117.0,19,tower,1
640,0.0,0.0,123.0,20,tower,1
641,0.0,7.4,123.0,20,tower,1
642,0.0,8.6,123.0,20,tower,1
643,0.0,16.0,123.0,20,tower,1
644,3.0,0.0,123.0,20,tower,1
645,3.0,7.4,123.0,20,tower,1
646,3.0,8.6,123.0,20,tower,1
647,3.0,16.0,123.0,20,tower,1
648,11.0,0.0,123.0,20,tower,1
649,11.0,7.4,123.0,20,tower,1
650,11.0,8.6,123.0,20,tower,1
651,11.0,16.0,123.0,20,tower,1
652,14.4,0.0,123.0,20,tower,1
653,14.4,7.4,123.0,20,tower,1
654,14.4,8.6,123.0,20,tower,1
655,14.4,16.0,123.0,20,tower,1
656,15.6,0.0,123.0,20,tower,1
657,15.6,7.4,123.0,20,tower,1
658,15.6,8.6,123.0,20,tower,1
659,15.6,16.0,123.0,20,tower,1
660,19.0,0.0,123.0,20,tower,1
661,19.0,7.4,123.0,20,tower,1
662,19.0,8.6,123.0,20,tower,1
