case,max_ux_cm,max_uy_cm,drift_x_pct,drift_y_pct,sigma_max_MPa,tau_max_MPa,base_Fx_N,base_Fy_N
KYH1_X,0.4512876947619023,0.009246134532923962,0.29495927762215834,0.006043225184917622,2.401873534627199,0.21085549394743772,164.46400463379567,3.2743186180342207e-06
KYH1_Y,0.002285567601783355,0.5925955746660311,0.00149383503384533,0.3873173690627654,3.4711018105173057,0.31274862509915047,4.730205484029977e-05,145.81315572326233
KYH2_X,1.392005166999838,0.028662214654487754,0.9098072986927046,0.018733473630384155,7.48837565903463,0.661187967205755,525.8427712529177,1.159852886339742e-05
KYH2_Y,0.01149119198928791,2.991381497159451,0.007510582999534582,1.9551513053329745,17.12492507535736,1.5526768181155606,0.00014835266748467507,702.5210267843289
KYH3_X,2.3744372463294656,0.04951483586603793,1.551919768842788,0.03236263782093982,13.062155760680184,1.1666361555293816,942.6114522694044,1.605674888594527e-05
KYH3_Y,0.015115098947298981,3.9645402166742576,0.009879149638757504,2.591202755996247,22.077924330178366,2.0110562682138644,0.00017688626088923886,880.2137347217226
