joint,x,y,z
295,26.7,39.4,39.0
296,29.4,7.700000000000001,39.0
297,29.4,15.400000000000002,39.0
298,29.4,24.0,39.0
299,29.4,31.7,39.0
300,29.4,39.4,39.0
301,0.0,0.0,45.0
302,0.0,7.700000000000001,45.0
303,0.0,15.400000000000002,45.0
304,0.0,24.0,45.0
305,0.0,31.7,45.0
306,0.0,39.4,45.0
307,2.6999999999999997,0.0,45.0
308,11.0,0.0,45.0
309,14.699999999999998,0.0,45.0
310,18.4,0.0,45.0
311,26.700000000000003,0.0,45.0
312,29.4,0.0,45.0
313,2.7,7.700000000000001,45.0
314,2.7,15.400000000000002,45.0
315,2.7,24.0,45.0
316,2.7,31.7,45.0
317,2.7,39.4,45.0
318,11.0,7.700000000000001,45.0
319,11.0,15.400000000000002,45.0
320,11.0,24.0,45.0
321,11.0,31.7,45.0
322,11.0,39.4,45.0
323,14.7,7.700000000000001,45.0
324,14.7,15.400000000000002,45.0
325,14.7,24.0,45.0
326,14.7,31.7,45.0
327,14.7,39.4,45.0
328,18.4,7.700000000000001,45.0
329,18.4,15.400000000000002,45.0
330,18.4,24.0,45.0
331,18.4,31.7,45.0
332,18.4,39.4,45.0
333,26.7,7.700000000000001,45.0
334,26.7,15.400000000000002,45.0
335,26.7,24.0,45.0
336,26.7,31.7,45.0
337,26.7,39.4,45.0
338,29.4,7.700000000000001,45.0
339,29.4,15.400000000000002,45.0
340,29.4,24.0,45.0
341,29.4,31.7,45.0
342,29.4,39.4,45.0
343,0.0,0.0,51.0
344,0.0,7.700000000000001,51.0
345,0.0,15.400000000000002,51.0
346,0.0,24.0,51.0
347,0.0,31.7,51.0
348,0.0,39.4,51.0
349,2.6999999999999997,0.0,51.0
350,11.0,0.0,51.0
351,14.699999999999998,0.0,51.0
352,18.4,0.0,51.0
353,26.700000000000003,0.0,51.0
354,29.4,0.0,51.0
355,2.7,7.700000000000001,51.0
356,2.7,15.400000000000002,51.0
357,2.7,24.0,51.0
358,2.7,31.7,51.0
359,2.7,39.4,51.0
360,11.0,7.700000000000001,51.0
361,11.0,15.400000000000002,51.0
362,11.0,24.0,51.0
363,11.0,31.7,51.0
364,11.0,39.4,51.0
365,14.7,7.700000000000001,51.0
366,14.7,15.400000000000002,51.0
367,14.7,24.0,51.0
368,14.7,31.7,51.0
369,14.7,39.4,51.0
370,18.4,7.700000000000001,51.0
371,18.4,15.400000000000002,51.0
372,18.4,24.0,51.0
373,18.4,31.7,51.0
374,18.4,39.4,51.0
375,26.7,7.700000000000001,51.0
376,26.7,15.400000000000002,51.0
377,26.7,24.0,51.0
378,26.7,31.7,51.0
379,26.7,39.4,51.0
380,29.4,7.700000000000001,51.0
381,29.4,15.400000000000002,51.0
382,29.4,24.0,51.0
383,29.4,31.7,51.0
384,29.4,39.4,51.0
385,0.0,0.0,57.0
386,0.0,7.700000000000001,57.0
387,0.0,15.400000000000002,57.0
388,0.0,24.0,57.0
389,0.0,31.7,57.0
390,0.0,39.4,57.0
391,2.6999999999999997,0.0,57.0
392,11.0,0.0,57.0
393,14.699999999999998,0.0,57.0
394,18.4,0.0,57.0
395,26.700000000000003,0.0,57.0
396,29.4,0.0,57.0
397,2.7,7.700000000000001,57.0
398,2.7,15.400000000000002,57.0
399,2.7,24.0,57.0
400,2.7,31.7,57.0
401,2.7,39.4,57.0
402,11.0,7.700000000000001,57.0
403,11.0,15.400000000000002,57.0
404,11.0,24.0,57.0
405,11.0,31.7,57.0
406,11.0,39.4,57.0
407,14.7,7.700000000000001,57.0
408,14.7,15.400000000000002,57.0
409,14.7,24.0,57.0
410,14.7,31.7,57.0
411,14.7,39.4,57.0
412,18.4,7.700000000000001,57.0
413,18.4,15.400000000000002,57.0
414,18.4,24.0,57.0
415,18.4,31.7,57.0
416,18.4,39.4,57.0
417,26.7,7.700000000000001,57.0
418,26.7,15.400000000000002,57.0
419,26.7,24.0,57.0
420,26.7,31.7,57.0
421,26.7,39.4,57.0
422,29.4,7.700000000000001,57.0
423,29.4,15.400000000000002,57.0
424,29.4,24.0,57.0
425,29.4,31.7,57.0
426,29.4,39.4,57.0
427,0.0,0.0,63.0
428,0.0,7.700000000000001,63.0
429,0.0,15.400000000000002,63.0
430,0.0,24.0,63.0
431,0.0,31.7,63.0
432,0.0,39.4,63.0
433,2.6999999999999997,0.0,63.0
434,11.0,0.0,63.0
435,14.699999999999998,0.0,63.0
436,18.4,0.0,63.0
437,26.700000000000003,0.0,63.0
438,29.4,0.0,63.0
439,2.7,7.700000000000001,63.0
440,2.7,15.400000000000002,63.0
441,2.7,24.0,63.0
442,2.7,31.7,63.0
443,2.7,39.4,63.0
444,11.0,7.700000000000001,63.0
445,11.0,15.400000000000002,63.0
446,11.0,24.0,63.0
447,11.0,31.7,63.0
448,11.0,39.4,63.0
449,14.7,7.700000000000001,63.0
450,14.7,15.400000000000002,63.0
451,14.7,24.0,63.0
452,14.7,31.7,63.0
453,14.7,39.4,63.0
454,18.4,7.700000000000001,63.0
455,18.4,15.400000000000002,63.0
456,18.4,24.0,63.0
457,18.4,31.7,63.0
458,18.4,39.4,63.0
459,26.7,7.700000000000001,63.0
460,26.7,15.400000000000002,63.0
461,26.7,24.0,63.0
462,26.7,31.7,63.0
463,26.7,39.4,63.0
464,29.4,7.700000000000001,63.0
465,29.4,15.400000000000002,63.0
466,29.4,24.0,63.0
467,29.4,31.7,63.0
468,29.4,39.4,63.0
469,0.0,0.0,69.0
470,0.0,7.700000000000001,69.0
471,0.0,15.400000000000002,69.0
472,0.0,24.0,69.0
473,0.0,31.7,69.0
474,0.0,39.4,69.0
475,2.6999999999999997,0.0,69.0
476,11.0,0.0,69.0
477,14.699999999999998,0.0,69.0
478,18.4,0.0,69.0
479,26.700000000000003,0.0,69.0
480,29.4,0.0,69.0
481,2.7,7.700000000000001,69.0
482,2.7,15.400000000000002,69.0
483,2.7,24.0,69.0
484,2.7,31.7,69.0
485,2.7,39.4,69.0
486,11.0,7.700000000000001,69.0
487,11.0,15.400000000000002,69.0
488,11.0,24.0,69.0
489,11.0,31.7,69.0
490,11.0,39.4,69.0
491,14.7,7.700000000000001,69.0
492,14.7,15.400000000000002,69.0
493,14.7,24.0,69.0
494,14.7,31.7,69.0
495,14.7,39.4,69.0
496,18.4,7.700000000000001,69.0
497,18.4,15.400000000000002,69.0
498,18.4,24.0,69.0
499,18.4,31.7,69.0
500,18.4,39.4,69.0
501,26.7,7.700000000000001,69.0
502,26.7,15.400000000000002,69.0
503,26.7,24.0,69.0
504,26.7,31.7,69.0
505,26.7,39.4,69.0
506,29.4,7.700000000000001,69.0
507,29.4,15.400000000000002,69.0
508,29.4,24.0,69.0
509,29.4,31.7,69.0
510,29.4,39.4,69.0
511,0.0,0.0,75.0
512,0.0,7.700000000000001,75.0
513,0.0,15.400000000000002,75.0
514,0.0,24.0,75.0
515,0.0,31.7,75.0
516,0.0,39.4,75.0
517,2.6999999999999997,0.0,75.0
518,11.0,0.0,75.0
519,14.699999999999998,0.0,75.0
520,18.4,0.0,75.0
521,26.700000000000003,0.0,75.0
522,29.4,0.0,75.0
523,2.7,7.700000000000001,75.0
524,2.7,15.400000000000002,75.0
525,2.7,24.0,75.0
526,2.7,31.7,75.0
527,2.7,39.4,75.0
528,11.0,7.700000000000001,75.0
529,11.0,15.400000000000002,75.0
530,11.0,24.0,75.0
531,11.0,31.7,75.0
532,11.0,39.4,75.0
533,14.7,7.700000000000001,75.0
534,14.7,15.400000000000002,75.0
535,14.7,24.0,75.0
536,14.7,31.7,75.0
537,14.7,39.4,75.0
538,18.4,7.700000000000001,75.0
539,18.4,15.400000000000002,75.0
540,18.4,24.0,75.0
541,18.4,31.7,75.0
542,18.4,39.4,75.0
543,26.7,7.700000000000001,75.0
544,26.7,15.400000000000002,75.0
545,26.7,24.0,75.0
546,26.7,31.7,75.0
547,26.7,39.4,75.0
548,29.4,7.700000000000001,75.0
549,29.4,15.400000000000002,75.0
550,29.4,24.0,75.0
551,29.4,31.7,75.0
552,29.4,39.4,75.0
553,0.0,0.0,81.0
554,0.0,7.700000000000001,81.0
555,0.0,15.400000000000002,81.0
556,0.0,24.0,81.0
557,0.0,31.7,81.0
558,0.0,39.4,81.0
559,2.6999999999999997,0.0,81.0
560,11.0,0.0,81.0
561,14.699999999999998,0.0,81.0
562,18.4,0.0,81.0
563,26.700000000000003,0.0,81.0
564,29.4,0.0,81.0
565,2.7,7.700000000000001,81.0
566,2.7,15.400000000000002,81.0
567,2.7,24.0,81.0
568,2.7,31.7,81.0
569,2.7,39.4,81.0
570,11.0,7.700000000000001,81.0
571,11.0,15.400000000000002,81.0
572,11.0,24.0,81.0
573,11.0,31.7,81.0
574,11.0,39.4,81.0
575,14.7,7.700000000000001,81.0
576,14.7,15.400000000000002,81.0
577,14.7,24.0,81.0
578,14.7,31.7,81.0
579,14.7,39.4,81.0
580,18.4,7.700000000000001,81.0
581,18.4,15.400000000000002,81.0
582,18.4,24.0,81.0
583,18.4,31.7,81.0
584,18.4,39.4,81.0
585,26.7,7.700000000000001,81.0
586,26.7,15.400000000000002,81.0
587,26.7,24.0,81.0
588,26.7,31.7,81.0
589,26.7,39.4,81.0
590,29.4,7.700000000000001,81.0
591,29.4,15.400000000000002,81.0
592,29.4,24.0,81.0
593,29.4,31.7,81.0
594,29.4,39.4,81.0
595,0.0,0.0,87.0
596,0.0,7.700000000000001,87.0
597,0.0,15.400000000000002,87.0
598,0.0,24.0,87.0
599,0.0,31.7,87.0
600,0.0,39.4,87.0
601,2.6999999999999997,0.0,87.0
602,11.0,0.0,87.0
603,14.699999999999998,0.0,87.0
604,18.4,0.0,87.0
605,26.700000000000003,0.0,87.0
606,29.4,0.0,87.0
607,2.7,7.700000000000001,87.0
608,2.7,15.400000000000002,87.0
609,2.7,24.0,87.0
610,2.7,31.7,87.0
611,2.7,39.4,87.0
612,11.0,7.700000000000001,87.0
613,11.0,15.400000000000002,87.0
614,11.0,24.0,87.0
615,11.0,31.7,87.0
616,11.0,39.4,87.0
617,14.7,7.700000000000001,87.0
618,14.7,15.400000000000002,87.0
619,14.7,24.0,87.0
620,14.7,31.7,87.0
621,14.7,39.4,87.0
622,18.4,7.700000000000001,87.0
623,18.4,15.400000000000002,87.0
624,18.4,24.0,87.0
625,18.4,31.7,87.0
626,18.4,39.4,87.0
627,26.7,7.700000000000001,87.0
628,26.7,15.400000000000002,87.0
629,26.7,24.0,87.0
630,26.7,31.7,87.0
631,26.7,39.4,87.0
632,29.4,7.700000000000001,87.0
633,29.4,15.400000000000002,87.0
634,29.4,24.0,87.0
635,29.4,31.7,87.0
636,29.4,39.4,87.0
637,0.0,0.0,93.0
638,0.0,7.700000000000001,93.0
639,0.0,15.400000000000002,93.0
640,0.0,24.0,93.0
641,0.0,31.7,93.0
642,0.0,39.4,93.0
643,2.6999999999999997,0.0,93.0
644,11.0,0.0,93.0
645,14.699999999999998,0.0,93.0
646,18.4,0.0,93.0
647,26.700000000000003,0.0,93.0
648,29.4,0.0,93.0
649,2.7,7.700000000000001,93.0
650,2.7,15.400000000000002,93.0
651,2.7,24.0,93.0
652,2.7,31.7,93.0
653,2.7,39.4,93.0
654,11.0,7.700000000000001,93.0
655,11.0,15.400000000000002,93.0
656,11.0,24.0,93.0
657,11.0,31.7,93.0
658,11.0,39.4,93.0
659,14.7,7.700000000000001,93.0
660,14.7,15.400000000000002,93.0
661,14.7,24.0,93.0
662,14.7,31.7,93.0
663,14.7,39.4,93.0
664,18.4,7.700000000000001,93.0
665,18.4,15.400000000000002,93.0
666,18.4,24.0,93.0
667,18.4,31.7,93.0
668,18.4,39.4,93.0
669,26.7,7.700000000000001,93.0
670,26.7,15.400000000000002,93.0
671,26.7,24.0,93.0
672,26.7,31.7,93.0
673,26.7,39.4,93.0
674,29.4,7.700000000000001,93.0
675,29.4,15.400000000000002,93.0
676,29.4,24.0,93.0
677,29.4,31.7,93.0
678,29.4,39.4,93.0
679,0.0,0.0,99.0
680,0.0,7.700000000000001,99.0
681,0.0,15.400000000000002,99.0
682,0.0,24.0,99.0
683,0.0,31.7,99.0
684,0.0,39.4,99.0
685,2.6999999999999997,0.0,99.0
686,11.0,0.0,99.0
687,14.699999999999998,0.0,99.0
688,18.4,0.0,99.0
689,26.700000000000003,0.0,99.0
690,29.4,0.0,99.0
691,2.7,7.700000000000001,99.0
692,2.7,15.400000000000002,99.0
693,2.7,24.0,99.0
694,2.7,31.7,99.0
695,2.7,39.4,99.0
696,11.0,7.700000000000001,99.0
697,11.0,15.400000000000002,99.0
698,11.0,24.0,99.0
699,11.0,31.7,99.0
700,11.0,39.4,99.0
701,14.7,7.700000000000001,99.0
702,14.7,15.400000000000002,99.0
703,14.7,24.0,99.0
704,14.7,31.7,99.0
705,14.7,39.4,99.0
706,18.4,7.700000000000001,99.0
707,18.4,15.400000000000002,99.0
708,18.4,24.0,99.0
709,18.4,31.7,99.0
710,18.4,39.4,99.0
711,26.7,7.700000000000001,99.0
712,26.7,15.400000000000002,99.0
713,26.7,24.0,99.0
714,26.7,31.7,99.0
715,26.7,39.4,99.0
716,29.4,7.700000000000001,99.0
717,29.4,15.400000000000002,99.0
718,29.4,24.0,99.0
719,29.4,31.7,99.0
720,29.4,39.4,99.0
721,0.0,0.0,105.0
722,0.0,7.700000000000001,105.0
723,0.0,15.400000000000002,105.0
724,0.0,24.0,105.0
725,0.0,31.7,105.0
726,0.0,39.4,105.0
727,2.6999999999999997,0.0,105.0
728,11.0,0.0,105.0
729,14.699999999999998,0.0,105.0
730,18.4,0.0,105.0
731,26.700000000000003,0.0,105.0
732,29.4,0.0,105.0
733,2.7,7.700000000000001,105.0
734,2.7,15.400000000000002,105.0
735,2.7,24.0,105.0
736,2.7,31.7,105.0
737,2.7,39.4,105.0
738,11.0,7.700000000000001,105.0
739,11.0,15.400000000000002,105.0
740,11.0,24.0,105.0
741,11.0,31.7,105.0
742,11.0,39.4,105.0
743,14.7,7.700000000000001,105.0
744,14.7,15.400000000000002,105.0
745,14.7,24.0,105.0
746,14.7,31.7,105.0
747,14.7,39.4,105.0
748,18.4,7.700000000000001,105.0
749,18.4,15.400000000000002,105.0
750,18.4,24.0,105.0
751,18.4,31.7,105.0
752,18.4,39.4,105.0
753,26.7,7.700000000000001,105.0
754,26.7,15.400000000000002,105.0
755,26.7,24.0,105.0
756,26.7,31.7,105.0
757,26.7,39.4,105.0
758,29.4,7.700000000000001,105.0
759,29.4,15.400000000000002,105.0
760,29.4,24.0,105.0
761,29.4,31.7,105.0
762,29.4,39.4,105.0
763,0.0,0.0,111.0
764,0.0,7.700000000000001,111.0
765,0.0,15.400000000000002,111.0
766,0.0,24.0,111.0
767,0.0,31.7,111.0
768,0.0,39.4,111.0
769,2.6999999999999997,0.0,111.0
770,11.0,0.0,111.0
771,14.699999999999998,0.0,111.0
772,18.4,0.0,111.0
773,26.700000000000003,0.0,111.0
774,29.4,0.0,111.0
775,2.7,7.700000000000001,111.0
776,2.7,15.400000000000002,111.0
777,2.7,24.0,111.0
778,2.7,31.7,111.0
779,2.7,39.4,111.0
780,11.0,7.700000000000001,111.0
781,11.0,15.400000000000002,111.0
782,11.0,24.0,111.0
783,11.0,31.7,111.0
784,11.0,39.4,111.0
785,14.7,7.700000000000001,111.0
786,14.7,15.400000000000002,111.0
787,14.7,24.0,111.0
788,14.7,31.7,111.0
789,14.7,39.4,111.0
790,18.4,7.700000000000001,111.0
791,18.4,15.400000000000002,111.0
792,18.4,24.0,111.0
793,18.4,31.7,111.0
794,18.4,39.4,111.0
795,26.7,7.700000000000001,111.0
796,26.7,15.400000000000002,111.0
797,26.7,24.0,111.0
798,26.7,31.7,111.0
799,26.7,39.4,111.0
800,29.4,7.700000000000001,111.0
801,29.4,15.400000000000002,111.0
802,29.4,24.0,111.0
803,29.4,31.7,111.0
804,29.4,39.4,111.0
805,0.0,0.0,117.0
806,0.0,7.700000000000001,117.0
807,0.0,15.400000000000002,117.0
808,0.0,24.0,117.0
809,0.0,31.7,117.0
810,0.0,39.4,117.0
811,2.6999999999999997,0.0,117.0
812,11.0,0.0,117.0
813,14.699999999999998,0.0,117.0
814,18.4,0.0,117.0
815,26.700000000000003,0.0,117.0
816,29.4,0.0,117.0
817,2.7,7.700000000000001,117.0
818,2.7,15.400000000000002,117.0
819,2.7,24.0,117.0
820,2.7,31.7,117.0
821,2.7,39.4,117.0
822,11.0,7.700000000000001,117.0
823,11.0,15.400000000000002,117.0
824,11.0,24.0,117.0
825,11.0,31.7,117.0
826,11.0,39.4,117.0
827,14.7,7.700000000000001,117.0
828,14.7,15.400000000000002,117.0
829,14.7,24.0,117.0
830,14.7,31.7,117.0
831,14.7,39.4,117.0
832,18.4,7.700000000000001,117.0
833,18.4,15.400000000000002,117.0
834,18.4,24.0,117.0
835,18.4,31.7,117.0
836,18.4,39.4,117.0
837,26.7,7.700000000000001,117.0
838,26.7,15.400000000000002,117.0
839,26.7,24.0,117.0
840,26.7,31.7,117.0
841,26.7,39.4,117.0
842,29.4,7.700000000000001,117.0
843,29.4,15.400000000000002,117.0
844,29.4,24.0,117.0
845,29.4,31.7,117.0
846,29.4,39.4,117.0
847,0.0,0.0,123.0
848,0.0,7.700000000000001,123.0
849,0.0,15.400000000000002,123.0
850,0.0,24.0,123.0
851,0.0,31.7,123.0
852,0.0,39.4,123.0
853,2.6999999999999997,0.0,123.0
854,11.0,0.0,123.0
855,14.699999999999998,0.0,123.0
856,18.4,0.0,123.0
857,26.700000000000003,0.0,123.0
858,29.4,0.0,123.0
859,2.7,7.700000000000001,123.0
860,2.7,15.400000000000002,123.0
861,2.7,24.0,123.0
862,2.7,31.7,123.0
863,2.7,39.4,123.0
864,11.0,7.700000000000001,123.0
865,11.0,15.400000000000002,123.0
866,11.0,24.0,123.0
867,11.0,31.7,123.0
868,11.0,39.4,123.0
869,14.7,7.700000000000001,123.0
870,14.7,15.400000000000002,123.0
871,14.7,24.0,123.0
872,14.7,31.7,123.0
873,14.7,39.4,123.0
874,18.4,7.700000000000001,123.0
875,18.4,15.400000000000002,123.0
876,18.4,24.0,123.0
877,18.4,31.7,123.0
878,18.4,39.4,123.0
879,26.7,7.700000000000001,123.0
880,26.7,15.400000000000002,123.0
881,26.7,24.0,123.0
882,26.7,31.7,123.0
883,26.7,39.4,123.0
884,29.4,7.700000000000001,123.0
885,29.4,15.400000000000002,123.0
886,29.4,24.0,123.0
887,29.4,31.7,123.0
888,29.4,39.4,123.0
889,0.0,0.0,129.0
890,0.0,7.700000000000001,129.0
891,0.0,15.400000000000002,129.0
892,0.0,24.0,129.0
893,0.0,31.7,129.0
894,0.0,39.4,129.0
895,2.6999999999999997,0.0,129.0
896,11.0,0.0,129.0
897,14.699999999999998,0.0,129.0
898,18.4,0.0,129.0
