time_s,disp_mm,vel_mm_s,accel_m_s2
7.950000000000000400e-01,1.374876414643627365e-01,3.977148670975119149e+00,-2.353638800174038259e-01
7.960000000000000409e-01,1.413797394944510677e-01,3.807047389201538401e+00,-1.048386835297567821e-01
7.970000000000000417e-01,1.451216399042491723e-01,3.676753430394667621e+00,-1.557492340839838896e-01
7.980000000000000426e-01,1.487226628530926575e-01,3.525292467292285625e+00,-1.471726921207801020e-01
7.990000000000000435e-01,1.521736950877391470e-01,3.376772002000719031e+00,-1.498682384623530872e-01
8.000000000000000444e-01,1.554948040725244174e-01,3.265445967569796437e+00,-7.278383039949121169e-02
8.010000000000000453e-01,1.587220153736770556e-01,3.188976634735488425e+00,-8.015483526912481338e-02
8.020000000000000462e-01,1.618521928642073782e-01,3.071378346325182473e+00,-1.550417415514879771e-01
8.030000000000000471e-01,1.648616232208942878e-01,2.947482367048596785e+00,-9.275021700168428751e-02
8.040000000000000480e-01,1.677412784661047873e-01,2.811828123372412502e+00,-1.785582703506851665e-01
8.050000000000000488e-01,1.704429158767165053e-01,2.591446697851052861e+00,-2.622045806920332289e-01
8.060000000000000497e-01,1.729092286031052028e-01,2.341178754926325656e+00,-2.383313051574220687e-01
8.070000000000000506e-01,1.751046728100357497e-01,2.049709658934764533e+00,-3.446068868256992879e-01
8.080000000000000515e-01,1.769886927721502079e-01,1.718330265294165216e+00,-3.181519004554993479e-01
8.090000000000000524e-01,1.785275945447443169e-01,1.359473279894052311e+00,-3.995620703447264610e-01
8.100000000000000533e-01,1.797212368675004668e-01,1.027811365618257033e+00,-2.637617582068645383e-01
8.110000000000000542e-01,1.806720432018853184e-01,8.738013031514175744e-01,-4.425836672681437989e-02
8.120000000000000551e-01,1.815052112460503186e-01,7.925347851785941033e-01,-1.182746692188323401e-01
8.130000000000000560e-01,1.822297979530980994e-01,6.566386289169816592e-01,-1.535176433043927702e-01
8.140000000000000568e-01,1.827693833382038613e-01,4.225321412945422517e-01,-3.146953319404861560e-01
8.150000000000000577e-01,1.830259991535918285e-01,9.069948948137825095e-02,-3.489699716858418732e-01
8.160000000000000586e-01,1.829730962724188115e-01,-1.965052518274109650e-01,-2.254395109317365309e-01
8.170000000000000595e-01,1.826587747373016879e-01,-4.321378184068266348e-01,-2.458256222270948088e-01
8.180000000000000604e-01,1.820740059859326798e-01,-7.373996843312129457e-01,-3.646981096216775908e-01
8.190000000000000613e-01,1.811605288484799958e-01,-1.089554590574159043e+00,-3.396117028642146041e-01
8.200000000000000622e-01,1.799089933334840630e-01,-1.413516439417678905e+00,-3.083119948228246754e-01
8.210000000000000631e-01,1.783858543174652589e-01,-1.632761592619964786e+00,-1.301783115817470859e-01
8.220000000000000639e-01,1.766991802770801756e-01,-1.740586488150171363e+00,-8.547147947866651219e-02
8.230000000000000648e-01,1.748584266434003720e-01,-1.940920779209464042e+00,-3.151971026399184028e-01
8.240000000000000657e-01,1.727495398795091397e-01,-2.276852748572989249e+00,-3.566668360871324550e-01
8.250000000000000666e-01,1.703225384285732003e-01,-2.577150153298886970e+00,-2.439279733646629866e-01
8.260000000000000675e-01,1.675888980916753757e-01,-2.890130520496781319e+00,-3.820327610311248234e-01
8.270000000000000684e-01,1.644841544986943016e-01,-3.319356665465331258e+00,-4.764195289059750538e-01
8.280000000000000693e-01,1.609702582519333125e-01,-3.708435828056645178e+00,-3.017387962766536758e-01
8.290000000000000702e-01,1.571598998271846459e-01,-3.912281021440717321e+00,-1.059515904914914985e-01
8.300000000000000711e-01,1.532374506223036781e-01,-3.932617388321192120e+00,6.527885673054012461e-02
8.310000000000000719e-01,1.493204260710388198e-01,-3.901431714208541734e+00,-2.907508505240241625e-03
8.320000000000000728e-01,1.453997945495552058e-01,-3.939831328758662377e+00,-7.389172059500193068e-02
8.329999999999999627e-01,1.414353785369533434e-01,-3.989000696445100580e+00,-2.444701477787181165e-02
8.339999999999999636e-01,1.373962633167291059e-01,-4.089229744003374023e+00,-1.760110803386768508e-01
8.349999999999999645e-01,1.331821797086291392e-01,-4.338937472196545464e+00,-3.234043760476678075e-01
8.359999999999999654e-01,1.287408557676925080e-01,-4.543710409676699591e+00,-8.614149891264044623e-02
8.369999999999999662e-01,1.241795696537556504e-01,-4.578861818197025535e+00,1.583868187198500532e-02
8.379999999999999671e-01,1.195427634140819734e-01,-4.694750661150314031e+00,-2.476163677785637729e-01
8.389999999999999680e-01,1.147205134877962024e-01,-4.949749191421241257e+00,-2.623806927632924557e-01
8.399999999999999689e-01,1.096936805127166903e-01,-5.103916758737782722e+00,-4.595444186979047441e-02
8.409999999999999698e-01,1.046019391472584326e-01,-5.079565972178716748e+00,9.465601498792064472e-02
8.419999999999999707e-01,9.954931864395649699e-02,-5.025675034425169940e+00,1.312586051917297159e-02
8.429999999999999716e-01,9.447013575774729222e-02,-5.132690737993225838e+00,-2.271572676552847669e-01
8.439999999999999725e-01,8.924027595782223210e-02,-5.327028861856902608e+00,-1.615189800720687741e-01
8.449999999999999734e-01,8.386124415376182417e-02,-5.431034746263909696e+00,-4.649278874194540112e-02
8.459999999999999742e-01,7.839775462275896944e-02,-5.495944315741789765e+00,-8.332635021381473717e-02
8.469999999999999751e-01,7.286057679236188078e-02,-5.578411345052398218e+00,-8.160770840740216858e-02
8.479999999999999760e-01,6.728151174159090198e-02,-5.579718756489571163e+00,7.899288553305272575e-02
8.489999999999999769e-01,6.173373387353628394e-02,-5.515836979619661129e+00,4.877066820676911885e-02
8.499999999999999778e-01,5.619139933676267629e-02,-5.568832093927547078e+00,-1.547608968225392401e-01
8.509999999999999787e-01,5.054410478387859340e-02,-5.725757011840625132e+00,-1.590889390036186457e-01
8.519999999999999796e-01,4.473537556064074300e-02,-5.891701434635070456e+00,-1.727999065852702243e-01
8.529999999999999805e-01,3.876444760482089524e-02,-6.050154477004628717e+00,-1.441061781538462983e-01
8.539999999999999813e-01,3.263688193484750449e-02,-6.204976862942152671e+00,-1.655385937212033864e-01
8.549999999999999822e-01,2.632669393998062976e-02,-6.415399126791591300e+00,-2.553059339776720948e-01
8.559999999999999831e-01,1.976944026026102377e-02,-6.699108232647621897e+00,-3.121122777343908750e-01
8.569999999999999840e-01,1.295016114346583466e-02,-6.939450000942757768e+00,-1.685712588558790914e-01
8.579999999999999849e-01,5.954281001518522791e-03,-7.052310282951865794e+00,-5.714930516233518443e-02
8.589999999999999858e-01,-1.079960715793645528e-03,-7.016173151672472130e+00,1.294235677211242885e-01
8.599999999999999867e-01,-8.043945781618815072e-03,-6.911796979977865796e+00,7.932877566809015679e-02
8.609999999999999876e-01,-1.489309029168689111e-02,-6.786492040158286443e+00,1.712811039710667727e-01
8.619999999999999885e-01,-2.157588267690346839e-02,-6.579092730274868295e+00,2.435175157957677472e-01
8.629999999999999893e-01,-2.807050683374633440e-02,-6.410155583410866775e+00,9.435677793223529175e-02
8.639999999999999902e-01,-3.448625476983119970e-02,-6.421340288758866421e+00,-1.167261886282363603e-01
8.649999999999999911e-01,-4.104180014178179792e-02,-6.689750455142325691e+00,-4.200941441386857322e-01
8.659999999999999920e-01,-4.791508382645218861e-02,-7.056816914198446256e+00,-3.140387739735553962e-01
8.669999999999999929e-01,-5.513059866279489130e-02,-7.374212758486962116e+00,-3.207529146034763246e-01
8.679999999999999938e-01,-6.266558020847072530e-02,-7.695750332864716547e+00,-3.223222341520307621e-01
8.689999999999999947e-01,-7.049487377135220390e-02,-7.962836792898240645e+00,-2.118506859150156574e-01
8.699999999999999956e-01,-7.855688904665436567e-02,-8.161193757706078244e+00,-1.848632437006630935e-01
8.709999999999999964e-01,-8.680153870341551781e-02,-8.328105555816222250e+00,-1.489603525196284695e-01
8.719999999999999973e-01,-9.520942677194269010e-02,-8.487670581238109691e+00,-1.701696983241464123e-01
8.729999999999999982e-01,-1.038106528893678188e-01,-8.714781653612169166e+00,-2.840524464239689850e-01
8.739999999999999991e-01,-1.126818006682368256e-01,-9.027513904125845201e+00,-3.414120546033830861e-01
8.750000000000000000e-01,-1.218386884459133762e-01,-9.286261651227246006e+00,-1.760834395994220758e-01
8.760000000000000009e-01,-1.311919550344225471e-01,-9.420271525791084954e+00,-9.193630952825226910e-02
8.770000000000000018e-01,-1.406670498717812190e-01,-9.529918148926251220e+00,-1.273569367420873677e-01
8.780000000000000027e-01,-1.502702211654495246e-01,-9.676424438410359485e+00,-1.656556422261291628e-01
8.790000000000000036e-01,-1.600423166459759294e-01,-9.867766522642467564e+00,-2.170285262380869939e-01
8.800000000000000044e-01,-1.699653378253876690e-01,-9.978275836181024872e+00,-3.990100839027621582e-03
8.810000000000000053e-01,-1.799419671373116425e-01,-9.974982787666915485e+00,1.057619786724639521e-02
8.820000000000000062e-01,-1.899887025964077381e-01,-1.011848813052527696e+01,-2.975868835839622362e-01
8.830000000000000071e-01,-2.002463498536001252e-01,-1.039680638385947731e+01,-2.590496230844349101e-01
8.840000000000000080e-01,-2.107196748684745935e-01,-1.054984364588950108e+01,-4.702490097561617954e-02
8.850000000000000089e-01,-2.212838194022480054e-01,-1.057844542165728363e+01,-1.017865055995603729e-02
8.860000000000000098e-01,-2.318789187966953658e-01,-1.061175336723743712e+01,-5.643724060034738255e-02
8.870000000000000107e-01,-2.425177212384457826e-01,-1.066585151626342842e+01,-5.175905745163167371e-02
8.880000000000000115e-01,-2.531717401958742397e-01,-1.064218639859342019e+01,9.908929279165168413e-02
8.890000000000000124e-01,-2.637064190988301915e-01,-1.042717140731851089e+01,3.309406897581669282e-01
8.900000000000000133e-01,-2.740289387476319560e-01,-1.021786789028497999e+01,8.766634430889130858e-02
8.910000000000000142e-01,-2.842667225189676738e-01,-1.025769965238646009e+01,-1.673298685118479456e-01
8.920000000000000151e-01,-2.945246252910655449e-01,-1.025810589180937349e+01,1.665173896660246955e-01
8.930000000000000160e-01,-3.046556978062840981e-01,-1.000403913862767169e+01,3.416161166973824548e-01
8.940000000000000169e-01,-3.144816820987716421e-01,-9.647929446347443871e+00,3.706032678630731825e-01
8.950000000000000178e-01,-3.239216036880152583e-01,-9.231913732139839013e+00,4.614281605521329821e-01
8.960000000000000187e-01,-3.329100455550456084e-01,-8.744970001920759017e+00,5.124592998860234561e-01
8.970000000000000195e-01,-3.413579290644643827e-01,-8.150797016916850879e+00,6.758866701217928208e-01
8.980000000000000204e-01,-3.491746267282008209e-01,-7.482598310555976795e+00,6.605107425999517945e-01
8.990000000000000213e-01,-3.563777091827973198e-01,-6.923566598637106217e+00,4.575526812377911368e-01
9.000000000000000222e-01,-3.631090245658142868e-01,-6.539064167396809069e+00,3.114521812428049374e-01
9.010000000000000231e-01,-3.695136467116569290e-01,-6.270180124288398993e+00,2.263159049740169904e-01
9.020000000000000240e-01,-3.756704714776714638e-01,-6.043469407740690968e+00,2.271055281214008348e-01
9.030000000000000249e-01,-3.816156660059911165e-01,-5.846919648898614597e+00,1.659939895627519091e-01
9.040000000000000258e-01,-3.873641760081747987e-01,-5.650100355468758551e+00,2.276445972969601828e-01
9.050000000000000266e-01,-3.928714965562802308e-01,-5.364540740742136826e+00,3.434746321562850424e-01
9.060000000000000275e-01,-3.980474314995444685e-01,-4.987329145786364215e+00,4.109485577552601798e-01
9.070000000000000284e-01,-4.027913764685358555e-01,-4.500560792196397486e+00,5.625881494246715020e-01
9.080000000000000293e-01,-4.069384590505468191e-01,-3.793604371825546995e+00,8.513246913170303687e-01
9.090000000000000302e-01,-4.101889259885155847e-01,-2.707329504111966934e+00,1.321225044110130753e+00
9.100000000000000311e-01,-4.122637860866604775e-01,-1.442390692177740519e+00,1.208652579758322076e+00
9.110000000000000320e-01,-4.131306119278977951e-01,-2.912609902969180431e-01,1.093606824003323208e+00
9.120000000000000329e-01,-4.128912690703711585e-01,7.699467053501702907e-01,1.028808567290853571e+00
9.130000000000000338e-01,-4.116384285562993961e-01,1.735734322793299089e+00,9.027666675954040265e-01
9.140000000000000346e-01,-4.094285178216408028e-01,2.684087146523938650e+00,9.939389798658759823e-01
9.150000000000000355e-01,-4.062593829331518913e-01,3.654182630453883363e+00,9.462519879940134437e-01
9.160000000000000364e-01,-4.021177593819214025e-01,4.629064472007101472e+00,1.003511695112422775e+00
9.170000000000000373e-01,-3.969633186035213535e-01,5.679817084793001847e+00,1.097993530459376199e+00
9.180000000000000382e-01,-3.908029079035238440e-01,6.641004315202020614e+00,8.243809303586613346e-01
9.190000000000000391e-01,-3.838044928351203589e-01,7.355825821604883963e+00,6.052620824470618111e-01
9.200000000000000400e-01,-3.761661628261776524e-01,7.920834196280562622e+00,5.247546669042937317e-01
9.210000000000000409e-01,-3.679824995751392325e-01,8.446492305796319044e+00,5.265615521272191124e-01
9.220000000000000417e-01,-3.593052912774689078e-01,8.907924289544284946e+00,3.963024153687162432e-01
9.230000000000000426e-01,-3.502343632281195718e-01,9.233931809154428905e+00,2.557126238515716743e-01
9.240000000000000435e-01,-3.408925794360191386e-01,9.449635775046372643e+00,1.756953079323158029e-01
9.250000000000000444e-01,-3.313246362840311376e-01,9.686250528929678083e+00,2.975341998342950767e-01
9.260000000000000453e-01,-3.214328054754777564e-01,1.009741108817712174e+01,5.247869186605957914e-01
9.270000000000000462e-01,-3.110649822317705926e-01,1.063823539923717654e+01,5.568617034595173543e-01
9.280000000000000471e-01,-3.001937156897840908e-01,1.110429768473577816e+01,3.752628675376930012e-01
9.290000000000000480e-01,-2.889220901760224947e-01,1.143895334278740350e+01,2.940484485655541214e-01
9.300000000000000488e-01,-2.772729701549508374e-01,1.185928669935592339e+01,5.466182645714856569e-01
9.310000000000000497e-01,-2.651528307468513090e-01,1.238099211684318135e+01,4.967925704030302647e-01
9.320000000000000506e-01,-2.525898802476082561e-01,1.274490888164289615e+01,2.310409591964064369e-01
9.330000000000000515e-01,-2.397303028631182775e-01,1.297424588733707473e+01,2.276330521919471828e-01
9.340000000000000524e-01,-2.265954905201996439e-01,1.329537879850020765e+01,4.146327701343186511e-01
9.350000000000000533e-01,-2.130120566674383320e-01,1.387148890702242454e+01,7.375874469101115771e-01
9.360000000000000542e-01,-1.987638252872050981e-01,1.462497385344400236e+01,7.693824459330476095e-01
9.370000000000000551e-01,-1.838143296105154423e-01,1.527401749993531332e+01,5.287048470495743224e-01
9.380000000000000560e-01,-1.682614852657154381e-01,1.583167118966468578e+01,5.866025324091670434e-01
9.390000000000000568e-01,-1.521089991920669682e-01,1.647330095763225444e+01,6.966570035259773697e-01
9.400000000000000577e-01,-1.352582227684208660e-01,1.722825188965996546e+01,8.132448605294446686e-01
9.410000000000000586e-01,-1.176400933939491522e-01,1.800800685928346212e+01,7.462650787175486577e-01
9.420000000000000595e-01,-9.932994808033573930e-02,1.861228376794336725e+01,4.622887386022616063e-01
9.430000000000000604e-01,-8.042945370252899129e-02,1.918870498767012123e+01,6.905537008512463437e-01
9.440000000000000613e-01,-6.082543433910549135e-02,2.001933373917689352e+01,9.707038021622982349e-01
9.450000000000000622e-01,-4.038384835303982651e-02,2.086383823295443563e+01,7.183051853927859831e-01
9.460000000000000631e-01,-1.917396434498726265e-02,2.155592978315069175e+01,6.658779149997333668e-01
9.470000000000000639e-01,2.728384491285874326e-03,2.224876788939558026e+01,7.197982974900365427e-01
9.480000000000000648e-01,2.534418786179815433e-02,2.298283885162897278e+01,7.483436269767556048e-01
9.490000000000000657e-01,4.874109684975801160e-02,2.381097912429073915e+01,9.079369183467842497e-01
9.500000000000000666e-01,7.303631889101538932e-02,2.477946495822400763e+01,1.029034749519745606e+00
9.510000000000000675e-01,9.828294044085536529e-02,2.571377814145595053e+01,8.395916169441401955e-01
9.520000000000000684e-01,1.244318756025650785e-01,2.658409218196347723e+01,9.010364640709203066e-01
9.530000000000000693e-01,1.515144189996237567e-01,2.758099461215388715e+01,1.092768396309899526e+00
9.540000000000000702e-01,1.795610863729014406e-01,2.851234013440146597e+01,7.699226481852510240e-01
9.550000000000000711e-01,2.083471688068343763e-01,2.905982473346440642e+01,3.250465499406298697e-01
9.560000000000000719e-01,2.375399216498039756e-01,2.932568095247478013e+01,2.066658880801175435e-01
9.570000000000000728e-01,2.669554255057187686e-01,2.950532675935478721e+01,1.526257256799037343e-01
9.580000000000000737e-01,2.965450390626734878e-01,2.967390035455472841e+01,1.845214647199857616e-01
9.590000000000000746e-01,3.262788168144769574e-01,2.979365514905214951e+01,5.498812427484933707e-02
9.599999999999999645e-01,3.560980701197061782e-01,2.984485146140628586e+01,4.740450043342336883e-02
9.609999999999999654e-01,3.860058842872433060e-01,2.997077687366796184e+01,2.044463240899214718e-01
9.619999999999999662e-01,4.161086377511485357e-01,3.023473005414255255e+01,3.234600368592670527e-01
9.629999999999999671e-01,4.464928916394544922e-01,3.053377772246932409e+01,2.746352997942760332e-01
9.639999999999999680e-01,4.771199439656422236e-01,3.072032692990615033e+01,9.846311507937643981e-02
9.649999999999999689e-01,5.078737666977586329e-01,3.078731853432661936e+01,3.552009376155451648e-02
9.659999999999999698e-01,5.386686253581254302e-01,3.080239878640692197e+01,-5.359589600949288268e-03
9.669999999999999707e-01,5.693587231662253778e-01,3.057779682979316860e+01,-4.438443236265574576e-01
9.679999999999999716e-01,5.996014263354076945e-01,2.990760950857136180e+01,-8.965303188170632431e-01
9.689999999999999725e-01,6.290200220793349395e-01,2.892958197928324182e+01,-1.059524739759176715e+00
9.699999999999999734e-01,6.573721453324303798e-01,2.777466452690752163e+01,-1.250310164992263662e+00
9.709999999999999742e-01,6.844957146701677875e-01,2.647247414856733627e+01,-1.354070591688107061e+00
9.719999999999999751e-01,7.102557385535944734e-01,2.504757361828606577e+01,-1.495730468874433949e+00
9.729999999999999760e-01,7.344831310266269897e-01,2.340721132777896685e+01,-1.784994112139763889e+00
9.739999999999999769e-01,7.569441234788676365e-01,2.151477357670220059e+01,-1.999881390013761528e+00
9.749999999999999778e-01,7.773967964320428470e-01,1.939057232964838562e+01,-2.248521104093861300e+00
9.759999999999999787e-01,7.955881577471559662e-01,1.699215030057783693e+01,-2.548322954047228972e+00
9.769999999999999796e-01,8.113094540078057415e-01,1.445044222072155904e+01,-2.535093205665312599e+00
9.779999999999999805e-01,8.245437500660340868e-01,1.201814989573519377e+01,-2.329491444307414394e+00
9.789999999999999813e-01,8.353965892875578891e-01,9.687528547312327376e+00,-2.331751252538318386e+00
9.799999999999999822e-01,8.438963279457463162e-01,7.311948769064595233e+00,-2.419408303957140571e+00
9.809999999999999831e-01,8.500092896239559437e-01,4.913974587354763557e+00,-2.376540059462521004e+00
9.819999999999999840e-01,8.537108701826373602e-01,2.489186530007970521e+00,-2.473036055231064179e+00
9.829999999999999849e-01,8.550139439741287761e-01,1.169610529748055933e-01,-2.271414898835265372e+00
9.839999999999999858e-01,8.540749998223297057e-01,-1.994849356572974131e+00,-1.952205920260294381e+00
9.849999999999999867e-01,8.511601912771160627e-01,-3.834767733854124394e+00,-1.727630834302006146e+00
9.859999999999999876e-01,8.464999402444687293e-01,-5.485734331440540679e+00,-1.574302360870826423e+00
9.869999999999999885e-01,8.402491330953297810e-01,-7.015879966837552217e+00,-1.485988909923194878e+00
9.879999999999999893e-01,8.324810736509538067e-01,-8.520238921914394581e+00,-1.522729000230489849e+00
9.889999999999999902e-01,8.232429525191915509e-01,-9.956003341610074386e+00,-1.348799839160876868e+00
9.899999999999999911e-01,8.125997756817617823e-01,-1.133035033324942376e+01,-1.399894144117821870e+00
9.909999999999999920e-01,8.005443291362157598e-01,-1.278054275784269045e+01,-1.500490705068707964e+00
9.919999999999999929e-01,7.870585318383922502e-01,-1.419105183780431467e+01,-1.320527454854547589e+00
9.929999999999999938e-01,7.721686665840055142e-01,-1.558867867096912541e+01,-1.474726211475073878e+00
9.939999999999999947e-01,7.558164948847696518e-01,-1.711566472750257972e+01,-1.579245901591838308e+00
9.949999999999999956e-01,7.378850134408415640e-01,-1.874729816035367946e+01,-1.684020964110354068e+00
9.959999999999999964e-01,7.182692358154243450e-01,-2.048425709048058962e+01,-1.789896896143480465e+00
9.969999999999999973e-01,6.969174000807790703e-01,-2.221941437881000780e+01,-1.680417680515355894e+00
9.979999999999999982e-01,6.739023839597728660e-01,-2.381061786320251272e+01,-1.501989288269646838e+00
9.989999999999999991e-01,6.493388822485600675e-01,-2.531638555922296163e+01,-1.509546103771250980e+00
1.000000000000000000e+00,6.232377647980015256e-01,-2.688584934189415065e+01,-1.629381461571119960e+00
1.001000000000000112e+00,5.955621800492336693e-01,-2.846532015564157447e+01,-1.529560165923720572e+00
1.002000000000000002e+00,5.663750001478676799e-01,-2.990903964709044516e+01,-1.357878816974027902e+00
1.003000000000000114e+00,5.358059912181120099e-01,-3.122897821242080951e+01,-1.281998313686707913e+00
1.004000000000000004e+00,5.039427377514077433e-01,-3.249752872098769529e+01,-1.255102703447070756e+00
1.005000000000000115e+00,4.708320785629144800e-01,-3.372378965599884282e+01,-1.197419166575238503e+00
1.006000000000000005e+00,4.365099927736730834e-01,-3.492038192248400463e+01,-1.195765366395070917e+00
1.007000000000000117e+00,4.009841823107554437e-01,-3.613123900335130401e+01,-1.225948795339527830e+00
1.008000000000000007e+00,3.642132709557611703e-01,-3.741058370663714783e+01,-1.332740611232159811e+00
1.009000000000000119e+00,3.261854469650959931e-01,-3.864506427469323313e+01,-1.136220524880010796e+00
1.010000000000000009e+00,2.870482197720291007e-01,-3.962939011144055002e+01,-8.324311486146229733e-01
1.011000000000000121e+00,2.471902599768558972e-01,-4.008652947890586660e+01,-8.184758631601019019e-02
1.012000000000000011e+00,2.072650932437820337e-01,-3.976380398724185739e+01,7.272985696440428249e-01
1.013000000000000123e+00,1.679822145888164864e-01,-3.880195332268927899e+01,1.196402759461128174e+00
1.014000000000000012e+00,1.298044268045052130e-01,-3.755362224593322651e+01,1.300259394050991002e+00
1.015000000000000124e+00,9.292949529081090398e-02,-3.619624078145540835e+01,1.414503534904631099e+00
1.016000000000000014e+00,5.743622799957871089e-02,-3.479029380100897839e+01,1.397390425988228824e+00
1.017000000000000126e+00,2.339235243530162281e-02,-3.329745732754518883e+01,1.588282520939336084e+00
1.018000000000000016e+00,-9.043474578936299205e-03,-3.157419670093065989e+01,1.858238732289728912e+00
1.019000000000000128e+00,-3.964097218225983571e-02,-2.962079850571642226e+01,2.048557658138739246e+00
1.020000000000000018e+00,-6.820014397731839761e-02,-2.749754508440068435e+01,2.197949184492736574e+00
1.021000000000000130e+00,-9.456480883412521354e-02,-2.523178462921296017e+01,2.333571725882711778e+00
1.022000000000000020e+00,-1.186428187423890085e-01,-2.292423518731462906e+01,2.281527157913950443e+00
1.023000000000000131e+00,-1.404967186800286927e-01,-2.078356468796475198e+01,1.999813840785810815e+00
1.024000000000000021e+00,-1.603327431551005988e-01,-1.888848426217902698e+01,1.790347010785632076e+00
1.024999999999999911e+00,-1.783423890924741573e-01,-1.713080761256809126e+01,1.725006288436239377e+00
1.026000000000000023e+00,-1.946150010094071237e-01,-1.541441622129788236e+01,1.707776494104174869e+00
1.026999999999999913e+00,-2.091944548433703754e-01,-1.374449144662860611e+01,1.632073055234370518e+00
1.028000000000000025e+00,-2.221878272355292117e-01,-1.224225333768903035e+01,1.372403162644773911e+00
1.028999999999999915e+00,-2.338707523713483838e-01,-1.112359693394934723e+01,8.649096448345887644e-01
1.030000000000000027e+00,-2.446536680829339838e-01,-1.044223448922182129e+01,4.978152446204631154e-01
1.030999999999999917e+00,-2.548374007442862355e-01,-9.925230833482675763e+00,5.361920668578279425e-01
1.032000000000000028e+00,-2.644856402033693432e-01,-9.371248084683543311e+00,5.717734307404369609e-01
1.032999999999999918e+00,-2.736314316786386258e-01,-8.920334865855025441e+00,3.300530069165987790e-01
1.034000000000000030e+00,-2.824380013631423436e-01,-8.692804503152393281e+00,1.250077184886619897e-01
1.034999999999999920e+00,-2.910645747059177890e-01,-8.560342182398525068e+00,1.399169230190708824e-01
1.036000000000000032e+00,-2.995081566475139012e-01,-8.326821700793692216e+00,3.271240401905983752e-01
1.036999999999999922e+00,-3.076386692358612507e-01,-7.934203475900964975e+00,4.581124095948525543e-01
1.038000000000000034e+00,-3.153206864989860914e-01,-7.429831050348758126e+00,5.506324415095646962e-01
1.038999999999999924e+00,-3.223939823682957506e-01,-6.716760688270538182e+00,8.755082826468751911e-01
1.040000000000000036e+00,-3.285794299318282041e-01,-5.654134438794425677e+00,1.249744216305349820e+00
1.040999999999999925e+00,-3.335466395028692799e-01,-4.280284703287691173e+00,1.497955254708122741e+00
1.042000000000000037e+00,-3.370666553312437475e-01,-2.759746953461295504e+00,1.543120244944668595e+00
1.042999999999999927e+00,-3.390413292076766005e-01,-1.189600799404323839e+00,1.597172063169274292e+00
1.044000000000000039e+00,-3.393403165514830566e-01,5.916261117914012324e-01,1.965281759222175850e+00
1.044999999999999929e+00,-3.377024585409304502e-01,2.684089909313810640e+00,2.219645835822642965e+00
1.046000000000000041e+00,-3.338519972283526815e-01,5.016832715841742285e+00,2.445839777233221213e+00
1.046999999999999931e+00,-3.275427173265867964e-01,7.601727087689960527e+00,2.723948966463215271e+00
1.048000000000000043e+00,-3.185706947862821936e-01,1.034231799291930365e+01,2.757232843995470972e+00
1.048999999999999932e+00,-3.068313223482065921e-01,1.313642688323186114e+01,2.830984936629644011e+00
1.050000000000000044e+00,-2.921954838160060186e-01,1.613525018116930454e+01,3.166661659245239235e+00
1.050999999999999934e+00,-2.744609429777056797e-01,1.933383149543139368e+01,3.230500969278946144e+00
1.052000000000000046e+00,-2.535107669277318898e-01,2.256652060451610353e+01,3.234877248890473567e+00
1.052999999999999936e+00,-2.292958227750977185e-01,2.586336770075227420e+01,3.358816943581867775e+00
1.054000000000000048e+00,-2.017395562293663736e-01,2.924916539071042365e+01,3.412778436334424015e+00
1.054999999999999938e+00,-1.708032622730255579e-01,3.262342252197120018e+01,3.335735826187129049e+00
1.056000000000000050e+00,-1.365352588688564794e-01,3.591258428636694333e+01,3.242587702604357247e+00
1.056999999999999940e+00,-9.903325486457439930e-02,3.909142372219723427e+01,3.115091169056238840e+00
1.058000000000000052e+00,-5.843036461010405608e-02,4.211435678674345695e+01,2.930774960036206522e+00
1.058999999999999941e+00,-1.492027677372612451e-02,4.490581888601241900e+01,2.652149238501703366e+00
1.060000000000000053e+00,3.121468368692465606e-02,4.736410203528913598e+01,2.264417060051744812e+00
1.060999999999999943e+00,7.962784205391797154e-02,4.946221469869749399e+01,1.931808266764971194e+00
1.062000000000000055e+00,1.299818544119558938e-01,5.124581001737833930e+01,1.635382370596733637e+00
1.062999999999999945e+00,1.819373471646639484e-01,5.266517548803778226e+01,1.203348570722152289e+00
1.064000000000000057e+00,2.350266828012745890e-01,5.351349578518347982e+01,4.932920235692570543e-01
1.064999999999999947e+00,2.884986943573177864e-01,5.343052732690291151e+01,-6.592289401303794705e-01
1.066000000000000059e+00,3.413448993234534101e-01,5.226188260536837760e+01,-1.678060502938688359e+00
1.066999999999999948e+00,3.927074164020267766e-01,5.046315155177837397e+01,-1.919401604241318893e+00
1.068000000000000060e+00,4.422093924592273018e-01,4.854080056262269238e+01,-1.925300374070058496e+00
1.068999999999999950e+00,4.897738100010149420e-01,4.658803452095250464e+01,-1.980231709270316998e+00
1.070000000000000062e+00,5.353775354073428971e-01,4.461941629170342338e+01,-1.957004749227859719e+00
1.070999999999999952e+00,5.788700340571356628e-01,4.236558100788217729e+01,-2.550665818414632469e+00
1.072000000000000064e+00,6.198135979776244753e-01,3.952154683309530725e+01,-3.137402531159079189e+00
1.072999999999999954e+00,6.578105534921216968e-01,3.647236419589923173e+01,-2.960962743233057637e+00
1.074000000000000066e+00,6.926757642316678787e-01,3.325805728319311783e+01,-3.467651082179184385e+00
1.074999999999999956e+00,7.239292786997674201e-01,2.924897165300587076e+01,-4.550520178195331056e+00
1.076000000000000068e+00,7.506406792032407349e-01,2.417382935394089927e+01,-5.599764419934611936e+00
