time,disp,vel,accel
4.660000000000000142e+00,3.198853149196117821e-08,7.952539461941088739e-07,1.847830523456933140e-04
4.669999999999999929e+00,1.624120784381701738e-08,-3.944718675822940564e-06,-1.132777576749103296e-03
4.679999999999999716e+00,-2.310338976202340056e-08,-3.924200845345143104e-06,1.136881142844662924e-03
4.690000000000000391e+00,-4.982811172351682962e-08,-1.420743546953543106e-06,-6.361896831663428360e-04
4.700000000000000178e+00,-6.358829689931473418e-08,-1.331293488206037752e-06,6.540796949158439542e-04
4.709999999999999964e+00,-6.577367268930080634e-08,8.942183302088233204e-07,-2.089773312328716990e-04
4.719999999999999751e+00,-3.944478245170562108e-08,4.371559717310214048e-06,9.044456086531499394e-04
4.730000000000000426e+00,-3.534064896960841242e-09,2.810583793638742258e-06,-1.216640793387444019e-03
4.740000000000000213e+00,1.699014781635197376e-08,1.294258749023820908e-06,9.133757844644596613e-04
4.750000000000000000e+00,2.510241330553507885e-08,3.281943488128000302e-07,-1.106588664506663816e-03
4.759999999999999787e+00,1.578326939034922718e-08,-2.192023131849970126e-06,6.025451683741096971e-04
4.770000000000000462e+00,-8.785241934436440389e-09,-2.721679133107163361e-06,-7.084763686255482560e-04
4.780000000000000249e+00,-2.868774711093513809e-08,-1.258821902192576073e-06,1.001047814808465625e-03
4.790000000000000036e+00,-3.927917136887023778e-08,-8.594629493944439189e-07,-9.211760242488391606e-04
4.799999999999999822e+00,-4.903011413194972008e-08,-1.090725603221452752e-06,8.749234934834373804e-04
4.810000000000000497e+00,-4.787823073796474402e-08,1.321102282018447912e-06,-3.925579164354572274e-04
4.820000000000000284e+00,-2.195096767790736617e-08,3.864350329993027896e-06,9.012075260303731294e-04
4.830000000000000071e+00,3.580619454782745706e-09,1.241967096544993913e-06,-1.425684172719980007e-03
4.839999999999999858e+00,-3.088472248397446172e-08,-8.135035484296435706e-06,-4.497163434483057807e-04
4.850000000000000533e+00,-1.086037306790450032e-07,-7.408766154717672328e-06,5.949702093640586460e-04
4.860000000000000320e+00,-1.600940339546798413e-07,-2.889294500409296033e-06,3.089241214976167892e-04
4.870000000000000107e+00,-1.564390260612242069e-07,3.620296079100423118e-06,9.929939944043270680e-04
4.879999999999999893e+00,-1.053876025546159477e-07,6.589988622221228093e-06,-3.990554857801660322e-04
4.889999999999999680e+00,-3.042408116783589689e-08,8.402715655134781331e-06,7.616008923628768152e-04
4.900000000000000355e+00,4.535568866412670314e-08,6.753238311257739150e-06,-1.091496361138285251e-03
4.910000000000000142e+00,8.878139259459112101e-08,1.931902474835145219e-06,1.272291938537663432e-04
4.919999999999999929e+00,8.646510344511798770e-08,-2.395160304729771777e-06,-9.926417497667498237e-04
4.929999999999999716e+00,4.070562139995710151e-08,-6.756736104302404878e-06,1.203265898522230815e-04
4.940000000000000391e+00,-3.038558008724948573e-08,-7.461504193138913311e-06,-2.612802076195244565e-04
4.950000000000000178e+00,-8.484359915581559159e-08,-3.430099620574308126e-06,1.067561122132445507e-03
4.959999999999999964e+00,-9.324742424895353533e-08,1.749334601946719377e-06,-3.167427762824004053e-05
4.969999999999999751e+00,-4.495994564926824986e-08,7.908161117990337611e-06,1.263439580836963477e-03
4.980000000000000426e+00,6.390930267339020414e-08,1.386568854654135382e-05,-7.193409512676069567e-05
4.990000000000000213e+00,2.162121268230448530e-07,1.659487628338957732e-05,6.177716424964055028e-04
5.000000000000000000e+00,3.808784831594928723e-07,1.633839498390002358e-05,-6.690679023943161413e-04
5.009999999999999787e+00,5.371182948025601046e-07,1.490956734471342077e-05,3.833023745569959576e-04
5.020000000000000462e+00,6.876101300000875581e-07,1.518879969479206994e-05,-3.274559045412664751e-04
5.030000000000000249e+00,8.662198459134999970e-07,2.053314348789041783e-05,1.396324663160935890e-03
5.040000000000000036e+00,1.111702835274363391e-06,2.856345438428226262e-05,2.097375161174341515e-04
5.049999999999999822e+00,1.401036265310334404e-06,2.930323162291194173e-05,-6.178206839149800317e-05
5.060000000000000497e+00,1.628410868641142300e-06,1.617168904324963740e-05,-2.564526447540962754e-03
5.070000000000000284e+00,1.626134127144583659e-06,-1.662703734256136383e-05,-3.995218829621237193e-03
5.080000000000000071e+00,1.237275139088950868e-06,-6.114476026856519432e-05,-4.908325755579528472e-03
5.089999999999999858e+00,4.155852403801990722e-07,-1.031932194731851493e-04,-3.501366085344465549e-03
5.100000000000000533e+00,-8.439479948993087626e-07,-1.487134275827164368e-04,-5.602675536561790327e-03
5.110000000000000320e+00,-2.626151736244384879e-06,-2.077273206862988034e-04,-6.200103084154680831e-03
5.120000000000000107e+00,-4.925774647412077675e-06,-2.521972615472397694e-04,-2.693885088033504994e-03
5.129999999999999893e+00,-7.272896155102263126e-06,-2.172270399907973073e-04,9.687929399322003921e-03
5.139999999999999680e+00,-8.664777612629388814e-06,-6.114925151462784376e-05,2.152762829591189225e-02
5.150000000000000355e+00,-8.125306837308710552e-06,1.690434065787635096e-04,2.451090332276637668e-02
5.160000000000000142e+00,-5.320501709010474709e-06,3.919176190808836523e-04,2.006393917765764839e-02
5.169999999999999929e+00,-5.980441395549583643e-07,5.525738948102196235e-04,1.206731596820952851e-02
5.179999999999999716e+00,5.285757247272961334e-06,6.241863825553642213e-04,2.255181580819422271e-03
5.190000000000000391e+00,1.159032063252010968e-05,6.367262944940654205e-04,2.528008069208262376e-04
5.200000000000000178e+00,1.758674830237257145e-05,5.625592394764269890e-04,-1.508621181044855070e-02
5.209999999999999964e+00,2.141506740903658166e-05,2.031045818563751056e-04,-5.680471971356183120e-02
5.219999999999999751e+00,2.011993189048629147e-05,-4.621316855664331152e-04,-7.624253377099982076e-02
5.230000000000000426e+00,1.236570571454086126e-05,-1.088713549622652779e-03,-4.907383904024414933e-02
5.240000000000000213e+00,8.552304868968714710e-08,-1.367322983547582162e-03,-6.648047744741703013e-03
5.250000000000000000e+00,-1.246909745604929378e-05,-1.143601117400213849e-03,5.139242097421536926e-02
5.259999999999999787e+00,-2.020069628583749912e-05,-4.027186485574272071e-04,9.678407279434197985e-02
5.270000000000000462e+00,-1.913562181563212571e-05,6.157335425985018635e-04,1.069063654368438421e-01
5.280000000000000249e+00,-8.569499203838585951e-06,1.497490979760205884e-03,6.944512199549698894e-02
5.290000000000000036e+00,9.131779723595629118e-06,2.042764805726637184e-03,3.960964319778928489e-02
5.299999999999999822e+00,3.080621616449705810e-05,2.292122482453647948e-03,1.026189214761283330e-02
5.310000000000000497e+00,5.241893032781151104e-05,2.030420350209242476e-03,-6.260231859649387220e-02
5.320000000000000284e+00,6.827358652693502712e-05,1.140510889615460686e-03,-1.153795735222624963e-01
5.330000000000000071e+00,7.422005528833935429e-05,4.878286266540464086e-05,-1.029660318677487196e-01
5.339999999999999858e+00,6.842403203268524131e-05,-1.207987513796227128e-03,-1.483880434245776758e-01
5.350000000000000533e+00,4.855198475158691821e-05,-2.766421942423437277e-03,-1.632988423008643886e-01
5.360000000000000320e+00,1.613548555582034394e-05,-3.716877896729877794e-03,-2.679234856042372881e-02
5.370000000000000107e+00,-1.695816571694337135e-05,-2.901852357822865425e-03,1.897974563418262650e-01
5.379999999999999893e+00,-3.649077347539228733e-05,-1.004669193866917446e-03,1.896391764493632892e-01
5.389999999999999680e+00,-3.961094678190844268e-05,3.806345325636864303e-04,8.742156883675750167e-02
5.400000000000000355e+00,-3.062127642556687482e-05,1.417299538704627033e-03,1.199114323914306501e-01
5.410000000000000142e+00,-1.049282672002713818e-05,2.608390402403319361e-03,1.183067403483080149e-01
5.419999999999999929e+00,1.823511422745428850e-05,3.137197787092966747e-03,-1.254526341037864867e-02
5.429999999999999716e+00,4.658748409668863168e-05,2.533276186753901510e-03,-1.082390566574342738e-01
5.440000000000000391e+00,6.748730710601019093e-05,1.646688415110409906e-03,-6.907849767126406082e-02
5.450000000000000178e+00,7.921012231351024066e-05,6.978746263896001487e-04,-1.206842600728979531e-01
5.459999999999999964e+00,7.830543079839155120e-05,-8.788129294133380405e-04,-1.946532510876897160e-01
5.469999999999999751e+00,5.903934735791668321e-05,-2.974403758681635774e-03,-2.244649147659698030e-01
5.480000000000000426e+00,2.181998909160175911e-05,-4.469467894581349507e-03,-7.454791241397301649e-02
5.490000000000000213e+00,-2.345018448558602557e-05,-4.584566820856207647e-03,5.152812715900140228e-02
5.500000000000000000e+00,-6.447047818781667975e-05,-3.619491919589922294e-03,1.414868530942554048e-01
5.509999999999999787e+00,-9.312331216159272691e-05,-2.111074875165286704e-03,1.601965557906715465e-01
5.520000000000000462e+00,-1.042908483604003004e-04,-1.224323645962277843e-04,2.375319463231401751e-01
5.530000000000000249e+00,-9.154666339051651823e-05,2.671269358572984226e-03,3.212083983107021923e-01
5.540000000000000036e+00,-4.907261896298526367e-05,5.823539526933266958e-03,3.092456353613543540e-01
5.549999999999999822e+00,1.898480611009460960e-05,7.787945487682707696e-03,8.363555678853368258e-02
5.560000000000000497e+00,9.126994992220394912e-05,6.669083274739159503e-03,-3.074079993772436681e-01
5.570000000000000284e+00,1.332725736367119777e-04,1.731441468162446540e-03,-6.801203619380988830e-01
5.580000000000000071e+00,1.205275150559348527e-04,-4.280453184317871765e-03,-5.222585685579648196e-01
5.589999999999999858e+00,6.201325644978706935e-05,-7.422398536911685440e-03,-1.061305019607978739e-01
5.600000000000000533e+00,-9.475666420509051049e-06,-6.875386037147539209e-03,2.155330019136270092e-01
5.610000000000000320e+00,-6.499146170405296181e-05,-4.227773019561242157e-03,3.139896016036323179e-01
5.620000000000000107e+00,-9.090183183960006622e-05,-9.543010075481785093e-04,3.407048007989803562e-01
5.629999999999999893e+00,-8.227893610714291975e-05,2.678880154039607695e-03,3.859314315185768951e-01
5.639999999999999680e+00,-4.129256152257644656e-05,5.518394762873687215e-03,1.819714902482387764e-01
5.650000000000000355e+00,1.500322847603467006e-05,5.740763236848534998e-03,-1.374977954532692337e-01
5.660000000000000142e+00,6.251389670593265424e-05,3.761370409131060619e-03,-2.583807700902256421e-01
5.669999999999999929e+00,8.579094907226163388e-05,8.940400641347353086e-04,-3.150852989090394685e-01
5.679999999999999716e+00,7.743522073686316134e-05,-2.565185731214429925e-03,-3.767598601607935471e-01
5.690000000000000391e+00,3.513232290335340381e-05,-5.895393835487521689e-03,-2.892817606938247188e-01
5.700000000000000178e+00,-2.778811967925448161e-05,-6.688694681034054040e-03,1.306215915845179154e-01
5.709999999999999964e+00,-7.435874254600200329e-05,-2.625429892315451000e-03,6.820313661592027898e-01
5.719999999999999751e+00,-6.562046835895776243e-05,4.373084729724299388e-03,7.176715582487473988e-01
5.730000000000000426e+00,1.045803395060717798e-06,8.960169621079398447e-03,1.997454200222725795e-01
5.740000000000000213e+00,9.018551892351009684e-05,8.867773484610477416e-03,-2.182246473160565081e-01
5.750000000000000000e+00,1.614154008726038686e-04,5.378202905208276721e-03,-4.796894685643833256e-01
5.759999999999999787e+00,1.882529297334975191e-04,-1.069713302954619638e-05,-5.980905390831814383e-01
5.770000000000000462e+00,1.587720716314631618e-04,-5.885474487377325044e-03,-5.768649317863743242e-01
5.780000000000000249e+00,7.924973697023491909e-05,-1.001899244486832360e-02,-2.498386597118256169e-01
5.790000000000000036e+00,-2.016767719033454466e-05,-9.864490387245569009e-03,2.807390712363768692e-01
5.799999999999999822e+00,-9.653764509546431153e-05,-5.409503193780385369e-03,6.102583674566601779e-01
5.810000000000000497e+00,-1.224485937862558322e-04,2.273134556220815505e-04,5.171049624238330811e-01
5.820000000000000284e+00,-9.261618704747445567e-05,5.739167892134193656e-03,5.852659248785891943e-01
5.830000000000000071e+00,-1.009477216924059510e-05,1.076511508351258098e-02,4.199235133970879996e-01
5.839999999999999858e+00,9.969916846631988257e-05,1.119367304359951409e-02,-3.342119213797019039e-01
5.850000000000000533e+00,1.784947935474529165e-04,4.565451972627091598e-03,-9.914322928147825120e-01
5.860000000000000320e+00,1.775030356753632690e-04,-4.763803547045020875e-03,-8.744188111196400381e-01
5.870000000000000107e+00,1.000613928767764163e-04,-1.072452501267234966e-02,-3.177254820058257323e-01
5.879999999999999893e+00,-1.067119746445409999e-05,-1.142199305557375401e-02,1.782318734255454729e-01
5.889999999999999680e+00,-1.021042660871465489e-04,-6.864620668964737868e-03,7.332426038962580606e-01
5.900000000000000355e+00,-1.294648415320656632e-04,1.392505579980915335e-03,9.181826458928725732e-01
5.910000000000000142e+00,-7.868855064893531966e-05,8.762752596645152076e-03,5.558667574399753786e-01
5.919999999999999929e+00,2.093829215282085480e-05,1.116261596370608095e-02,-7.589408402778974327e-02
5.929999999999999716e+00,1.176252299962551542e-04,8.174771604980778095e-03,-5.216747877172707160e-01
5.940000000000000391e+00,1.670516909814015558e-04,1.710520592048502334e-03,-7.711754148691845057e-01
5.950000000000000178e+00,1.429373033342470607e-04,-6.533398121479401348e-03,-8.776083278363961959e-01
5.959999999999999964e+00,3.990414479688235248e-05,-1.407323358599353938e-02,-6.303587650664312925e-01
5.969999999999999751e+00,-1.134528338496214962e-04,-1.659816214330723030e-02,1.253730536036932186e-01
5.980000000000000426e+00,-2.478448789071989672e-04,-1.028024686820826206e-02,1.138210001416101402e+00
5.990000000000000213e+00,-2.843450863705906679e-04,2.980205375529921923e-03,1.513880447331535706e+00
6.000000000000000000e+00,-1.950405732226982876e-04,1.488069725404855478e-02,8.662179283721909151e-01
6.009999999999999787e+00,-2.360945221284979823e-05,1.940552694792114022e-02,3.874801040232656035e-02
6.020000000000000462e+00,1.575118178407091535e-04,1.681872706279064975e-02,-5.561079874284247104e-01
6.030000000000000249e+00,2.836419140959201631e-04,8.407292188251553472e-03,-1.126178987479395044e+00
6.040000000000000036e+00,3.079905024846679804e-04,-3.537574510501989566e-03,-1.262794352271313869e+00
6.049999999999999822e+00,2.201270099811072781e-04,-1.403512399021015003e-02,-8.367155436703184179e-01
6.060000000000000497e+00,5.582354550199386089e-05,-1.882556890561253374e-02,-1.213734394101582126e-01
6.070000000000000284e+00,-1.213690728517157586e-04,-1.661295476512938615e-02,5.638962675067871189e-01
6.080000000000000071e+00,-2.501507351037907004e-04,-9.143377685285603712e-03,9.300191484619695359e-01
6.089999999999999858e+00,-2.943040873309703156e-04,3.127072398496806571e-04,9.611978365650875045e-01
6.100000000000000533e+00,-2.450037865825153071e-04,9.547352909841320609e-03,8.857312974332405275e-01
6.110000000000000320e+00,-1.214329700759232889e-04,1.516681039147708444e-02,2.381601988939126002e-01
6.120000000000000107e+00,2.629019958862109969e-05,1.437782354143179488e-02,-3.959575689029701806e-01
6.129999999999999893e+00,1.404320170360751736e-04,8.450539948059021880e-03,-7.894991497715846407e-01
6.140000000000000568e+00,1.818462347910430735e-04,-1.676963970654414549e-04,-9.341481192533078737e-01
6.150000000000000355e+00,1.419164719935143829e-04,-7.818256162440296447e-03,-5.959638338216630693e-01
6.160000000000000142e+00,4.694462365069942505e-05,-1.117611350612269377e-02,-7.560763491481603538e-02
6.169999999999999929e+00,-5.835377765955019426e-05,-9.883566755927230413e-03,3.341169849539089576e-01
6.179999999999999716e+00,-1.350502430753631176e-04,-5.455726327235352682e-03,5.514511007844662416e-01
6.190000000000000391e+00,-1.610520699465702531e-04,2.553609529939255759e-04,5.907663552613895419e-01
6.200000000000000178e+00,-1.348706551615075258e-04,4.980922004018620113e-03,3.543458549435494209e-01
6.209999999999999964e+00,-7.493393184131362061e-05,7.006422660020160918e-03,5.075427625675876797e-02
6.219999999999999751e+00,-1.244212834098295098e-05,5.491938040045972642e-03,-3.536512002515963538e-01
6.230000000000000426e+00,2.087203002798088786e-05,1.170893633746794733e-03,-5.105576810082392836e-01
6.240000000000000213e+00,1.521547178022549284e-05,-2.302205283297873752e-03,-1.840621024006944273e-01
6.250000000000000000e+00,-9.611651013312815924e-06,-2.663219275409788381e-03,1.118593039783115639e-01
6.259999999999999787e+00,-2.596371737600570778e-05,-6.071939971287894887e-04,2.993457516778881278e-01
6.270000000000000462e+00,-1.687424314729478025e-05,2.425088842870974995e-03,3.071108163220648279e-01
6.280000000000000249e+00,2.014724727153597200e-05,4.979209240895175401e-03,2.037132632827753920e-01
6.290000000000000036e+00,7.469366446975132757e-05,5.930074198747895334e-03,-1.354027171223126658e-02
6.299999999999999822e+00,1.200236644666890270e-04,3.135925800639644337e-03,-5.452894079094190438e-01
6.310000000000000497e+00,1.182821396929232887e-04,-3.484230755392792207e-03,-7.787419032970683830e-01
6.320000000000000284e+00,5.469385333179337610e-05,-9.233426516833190267e-03,-3.710972489910111527e-01
6.330000000000000071e+00,-4.359974278512750726e-05,-1.042529270655098705e-02,1.327240110474519064e-01
6.339999999999999858e+00,-1.351235046046604248e-04,-7.879459657355598889e-03,3.764425987916264482e-01
6.350000000000000533e+00,-1.890017854800859240e-04,-2.896196517729501818e-03,6.202100291335930216e-01
6.360000000000000320e+00,-1.805481560735640323e-04,4.586922399033879945e-03,8.764137542190832963e-01
6.370000000000000107e+00,-9.655119850591986316e-05,1.221246911449495529e-02,6.486955888731316122e-01
6.379999999999999893e+00,4.644388316630902838e-05,1.638654721995082275e-02,1.861200322180414091e-01
6.390000000000000568e+00,1.989800224300139237e-04,1.412068063279015365e-02,-6.392933496501749246e-01
6.400000000000000355e+00,2.950521089142144190e-04,5.093736664049944990e-03,-1.166095444097867251e+00
6.410000000000000142e+00,2.905923042292980025e-04,-5.985697601033228288e-03,-1.049791408918767210e+00
6.419999999999999929e+00,1.903007046672578308e-04,-1.407262231137480779e-02,-5.675935331495480796e-01
6.429999999999999716e+00,3.549297888787402349e-05,-1.688892284450195166e-02,4.333426524119055046e-03
6.440000000000000391e+00,-1.187922342727795581e-04,-1.396811978762876535e-02,5.798271848505187620e-01
6.450000000000000178e+00,-2.188558288235460409e-04,-6.044599122524529911e-03,1.004876948170328355e+00
6.459999999999999964e+00,-2.295603660061510233e-04,3.903691686003533425e-03,9.847812135352842500e-01
6.469999999999999751e+00,-1.537082734489201772e-04,1.126672682544263560e-02,4.878258143525360246e-01
6.480000000000000426e+00,-3.223634899029204261e-05,1.302765806628299397e-02,-1.356395661844644884e-01
6.490000000000000213e+00,8.140684631347750908e-05,9.700980994470916746e-03,-5.296958481779516781e-01
6.500000000000000000e+00,1.454125090435505127e-04,3.100151551543684630e-03,-7.904700404074951336e-01
6.509999999999999787e+00,1.355742523700230050e-04,-5.067802886249186609e-03,-8.431208471510789337e-01
6.520000000000000462e+00,5.186313072714773614e-05,-1.167442144232586597e-02,-4.782028640642570494e-01
6.530000000000000249e+00,-7.186548704354559392e-05,-1.307130211181280026e-02,1.988267301668704690e-01
6.540000000000000036e+00,-1.788194439427276145e-04,-8.319489268023604403e-03,7.515358385909687300e-01
6.549999999999999822e+00,-2.252871161967727302e-04,-9.740451827854185174e-04,7.175529784566683222e-01
6.560000000000000497e+00,-2.063188202621926812e-04,4.767704369701428538e-03,4.307969320407010194e-01
6.570000000000000284e+00,-1.410572084308261075e-04,8.284617996571886842e-03,2.725857933333903915e-01
6.580000000000000071e+00,-5.458669805874123162e-05,9.009484077845087910e-03,-1.276125770787501779e-01
6.589999999999999858e+00,1.692194648186776077e-05,5.292244830276709999e-03,-6.158352724349254181e-01
6.600000000000000533e+00,3.698421596360890434e-05,-1.279790933928481693e-03,-6.985718804061127329e-01
6.610000000000000320e+00,-3.051232761229470380e-07,-6.178076914017889380e-03,-2.810853156117688600e-01
6.620000000000000107e+00,-6.324056009355979958e-05,-6.409010449469481306e-03,2.348986085214505026e-01
6.629999999999999893e+00,-1.103292513391155970e-04,-3.008727799641677629e-03,4.451579214441100385e-01
6.640000000000000568e+00,-1.181175635198080000e-04,1.451065363503197024e-03,4.468007111848649737e-01
6.650000000000000355e+00,-8.380456692704132222e-05,5.411533955050138421e-03,3.452930071245232657e-01
6.660000000000000142e+00,-1.923650177014662546e-05,7.502079076328801825e-03,7.281601713120955388e-02
6.669999999999999929e+00,5.133176323841776619e-05,6.611573925384076587e-03,-2.509170473201545182e-01
6.679999999999999716e+00,1.002923496022559391e-04,3.180543347383557769e-03,-4.352890682799492872e-01
6.690000000000000391e+00,1.113726325582603462e-04,-9.644867561826764475e-04,-3.937169524332975179e-01
6.700000000000000178e+00,8.467434135821900413e-05,-4.375171483825591318e-03,-2.884199930952855429e-01
6.709999999999999964e+00,3.004753817093131364e-05,-6.550189153631947106e-03,-1.465835408659854622e-01
6.719999999999999751e+00,-3.643891954259765730e-05,-6.747102389073847406e-03,1.072008937776054438e-01
6.730000000000000426e+00,-9.100156520377170261e-05,-4.165426743160961440e-03,4.091342354049714025e-01
6.740000000000000213e+00,-1.116269344808040222e-04,4.035288775449709375e-05,4.320216907781204707e-01
6.750000000000000000e+00,-9.220114228959698217e-05,3.844805550486911014e-03,3.288688417683622855e-01
6.759999999999999787e+00,-4.331266440927271106e-05,5.932890025577943968e-03,8.874805324984413879e-02
6.770000000000000462e+00,1.562550172952096377e-05,5.854743202180792000e-03,-1.043774179292744630e-01
6.780000000000000249e+00,6.537287862105016631e-05,4.094732176125047071e-03,-2.476247872818744256e-01
6.790000000000000036e+00,9.086450473580179505e-05,1.003593046825278570e-03,-3.706030385780791914e-01
6.799999999999999822e+00,8.501945513210159655e-05,-2.172602967565318271e-03,-2.646361643000401109e-01
6.810000000000000497e+00,5.224002135521736652e-05,-4.383283787811527790e-03,-1.774999997492018311e-01
6.820000000000000284e+00,1.613461428189822984e-06,-5.742028197593980823e-03,-9.424888220728855348e-02
6.830000000000000071e+00,-5.397087947775441690e-05,-5.374839983594868059e-03,1.676865250071114533e-01
6.839999999999999858e+00,-9.347360222546001571e-05,-2.525704565946251812e-03,4.021405585226117685e-01
6.850000000000000533e+00,-9.835570896779872335e-05,1.549283217478510284e-03,4.128569981623406715e-01
6.860000000000000320e+00,-6.814113083798389024e-05,4.493632408484456338e-03,1.760128400388485392e-01
6.870000000000000107e+00,-1.815982422196003122e-05,5.502628914720314977e-03,2.578646120832317479e-02
6.879999999999999893e+00,3.537122968752157669e-05,5.203581867176006008e-03,-8.559587071718466333e-02
6.890000000000000568e+00,7.752956350377696124e-05,3.228084896075071770e-03,-3.095035235030023646e-01
6.900000000000000355e+00,9.244758902399622205e-05,-2.444797920312198267e-04,-3.850094141182559548e-01
6.910000000000000142e+00,7.449973393531870807e-05,-3.345091225704283078e-03,-2.351128726163567162e-01
6.919999999999999929e+00,3.761945253808269749e-05,-4.030965053742919038e-03,9.793810700862959351e-02
6.929999999999999716e+00,6.665799795583678529e-06,-2.159765494756885756e-03,2.763018047885772432e-01
6.940000000000000391e+00,-4.438651848064467874e-06,-6.112483397274380212e-05,1.434263273682511164e-01
6.950000000000000178e+00,1.622647641092548574e-06,1.273384731804147029e-03,1.234755857871270290e-01
6.959999999999999964e+00,1.767917145390136393e-05,1.937920030757616166e-03,9.431474003566808761e-03
6.969999999999999751e+00,3.353379051012257028e-05,1.233003780486625293e-03,-1.504147240577650146e-01
6.980000000000000426e+00,3.802611583770773053e-05,-3.345387149695931879e-04,-1.630937750334787162e-01
6.990000000000000213e+00,2.806615026776666309e-05,-1.657454399018620274e-03,-1.014893617763267253e-01
7.000000000000000000e+00,8.888632624321296202e-06,-2.178049129670453238e-03,-2.629584354039815608e-03
7.009999999999999787e+00,-1.427344415961395679e-05,-2.454366227116598024e-03,-5.263383513518904433e-02
7.020000000000000462e+00,-4.199149943057508714e-05,-3.089244827075627708e-03,-7.434188485661685775e-02
7.030000000000000249e+00,-7.274597896885546622e-05,-3.061651080580448433e-03,7.986063415565292090e-02
7.040000000000000036e+00,-9.776634564512346999e-05,-1.942422254673151997e-03,1.439851310258064565e-01
7.049999999999999822e+00,-1.083063815577452004e-04,-1.655849278511941844e-04,2.113823343385851650e-01
7.060000000000000497e+00,-9.897576973394068309e-05,2.031707292612097530e-03,2.280761097540732196e-01
7.070000000000000284e+00,-6.919986839332086079e-05,3.923472975511867362e-03,1.502770268258806219e-01
7.080000000000000071e+00,-2.702323373942865244e-05,4.511853955266574741e-03,-3.260083087493925724e-02
7.089999999999999858e+00,1.155841016364635038e-05,3.204474825348424712e-03,-2.288749951086908041e-01
7.100000000000000533e+00,3.327643330450398302e-05,1.139129802823101410e-03,-1.841940093963737590e-01
7.110000000000000320e+00,3.755263443477836950e-05,-2.838895767682241694e-04,-1.004098665218913222e-01
7.120000000000000107e+00,2.915293872765209720e-05,-1.396049564657030236e-03,-1.220221310558699257e-01
7.129999999999999893e+00,1.013191473777977675e-05,-2.408155233317433880e-03,-8.039900267621077901e-02
7.140000000000000568e+00,-1.532172533001589242e-05,-2.682572780241700063e-03,2.551549329135757715e-02
7.150000000000000355e+00,-3.868603715660976796e-05,-1.990289585077075016e-03,1.129411457415673559e-01
7.160000000000000142e+00,-5.142660002151050322e-05,-5.578229879030721997e-04,1.735521736932332526e-01
7.169999999999999929e+00,-4.865602753171494803e-05,1.111937485862183293e-03,1.603999210598178460e-01
7.179999999999999716e+00,-3.065200221076354510e-05,2.488867578328097293e-03,1.149860974333649366e-01
7.190000000000000391e+00,-3.824790164088798380e-06,2.876574831006852104e-03,-3.744464689761392573e-02
7.200000000000000178e+00,1.873894114159856209e-05,1.636171430130620424e-03,-2.106360332776326116e-01
7.209999999999999964e+00,2.218150270139010070e-05,-9.476591181723126485e-04,-3.061300763829540861e-01
7.219999999999999751e+00,2.479045318422002154e-06,-2.992832358421306915e-03,-1.029045716668447463e-01
7.230000000000000426e+00,-2.933423759122946034e-05,-3.369824223508985622e-03,2.750619864930892167e-02
7.240000000000000213e+00,-5.922537448014025959e-05,-2.608403154273174120e-03,1.247780151978531427e-01
7.250000000000000000e+00,-7.575484999730442803e-05,-6.974919491596594592e-04,2.574042258248496751e-01
7.259999999999999787e+00,-7.016420518768977041e-05,1.815620911082590876e-03,2.452183462236003919e-01
7.270000000000000462e+00,-4.112215354399399026e-05,3.992789417656564775e-03,1.902153550911945823e-01
7.280000000000000249e+00,2.773049403404452009e-06,4.786251171823124352e-03,-3.152300425788279181e-02
7.290000000000000036e+00,4.253274939198187161e-05,3.165688825892360413e-03,-2.925894649282702042e-01
7.299999999999999822e+00,5.872972859198155316e-05,7.370701410757589736e-05,-3.258068974286867370e-01
7.310000000000000497e+00,4.766888261319529000e-05,-2.285876209864828694e-03,-1.461097473657941292e-01
7.320000000000000284e+00,2.154558963311452139e-05,-2.938782386151325351e-03,1.552851210849476304e-02
7.330000000000000071e+00,-3.648474215407928152e-06,-2.100030383553165049e-03,1.522218884111372073e-01
7.339999999999999858e+00,-1.734575614842195345e-05,-6.394260030496397643e-04,1.398989876895678219e-01
7.350000000000000533e+00,-1.604117506353826541e-05,9.003422200263773737e-04,1.680546569256355927e-01
7.360000000000000320e+00,3.204466301036513925e-06,2.948786052888578615e-03,2.416341096468047067e-01
7.370000000000000107e+00,3.957604472778754957e-05,4.325529632461628041e-03,3.371460626780548031e-02
7.379999999999999893e+00,7.979479767339115468e-05,3.718220956659093468e-03,-1.551763414283126585e-01
7.390000000000000568e+00,1.070117032551272374e-04,1.725160159688122856e-03,-2.434358179658813737e-01
7.400000000000000355e+00,1.125473168364622093e-04,-6.180374434211284747e-04,-2.252037026559688404e-01
7.410000000000000142e+00,9.359445426436604435e-05,-3.172535070998104296e-03,-2.856958228594263516e-01
7.419999999999999929e+00,4.576486644687380003e-05,-6.393382492500345599e-03,-3.584736614410216071e-01
7.429999999999999716e+00,-3.024570485862947719e-05,-8.808731768600312068e-03,-1.245961937789714091e-01
7.440000000000000391e+00,-1.160314483228354809e-04,-8.348416924240889547e-03,2.166591626508562185e-01
7.450000000000000178e+00,-1.824888150641700924e-04,-4.943056424026032528e-03,4.644129373921149218e-01
7.459999999999999964e+00,-2.084897678110921471e-04,-2.571341253583782002e-04,4.727715223414158952e-01
7.469999999999999751e+00,-1.897474946441611728e-04,4.005588758744573277e-03,3.797730544791743656e-01
