T_s,Sae_g
2.36734693877551,0.26147413793103447
2.4081632653061225,0.25704237288135595
2.4489795918367347,0.2527583333333333
2.489795918367347,0.24861475409836065
2.5306122448979593,0.2446048387096774
2.571428571428571,0.24072222222222225
2.6122448979591835,0.23696093750000002
2.6530612244897958,0.23331538461538462
2.693877551020408,0.22978030303030303
2.7346938775510203,0.22635074626865673
2.7755102040816326,0.2230220588235294
2.816326530612245,0.21978985507246376
2.857142857142857,0.21664999999999998
2.8979591836734695,0.21359859154929575
2.9387755102040813,0.21063194444444447
2.979591836734694,0.20774657534246574
3.020408163265306,0.2049391891891892
3.061224489795918,0.20220666666666667
3.1020408163265305,0.19954605263157896
3.142857142857143,0.19695454545454547
3.183673469387755,0.1944294871794872
3.224489795918367,0.19196835443037977
3.2653061224489797,0.18956874999999998
3.3061224489795915,0.18722839506172842
3.3469387755102042,0.1849451219512195
3.387755102040816,0.18271686746987953
3.4285714285714284,0.18054166666666668
3.4693877551020407,0.17841764705882354
3.510204081632653,0.17634302325581397
3.5510204081632653,0.17431609195402298
3.591836734693877,0.1723352272727273
3.63265306122449,0.1703988764044944
3.6734693877551017,0.16850555555555558
3.7142857142857144,0.16665384615384615
3.7551020408163263,0.16484239130434783
3.7959183673469385,0.1630698924731183
3.836734693877551,0.16133510638297874
3.877551020408163,0.15963684210526316
3.9183673469387754,0.15797395833333333
3.9591836734693877,0.15634536082474226
4.0,0.15475
