Model,Scale,Height_cm,Mass_kg,T1_model,T1_prototype,Spectral_Region,SDS,SD1,Vt_design_kN,Max_eta_bi,A1a_Torsion,B2_SoftStory,B3_Mass,Max_Drift_Ratio,Drift_OK,ex_cm,ey_cm
V9,1:50,153.0,1.07612462592,0.047926373081774755,0.33889063403799347,Yükselen,1.007673,0.513702,0.003464808198174166,1.454903137200525,True,True,False,0.0002118469133636352,True,-0.6715283715231308,-0.8953711620308411
