elem_id,n1,n2,x_mid,y_mid,z_mid,x1,y1,z1,x2,y2,z2,length,orientation,element_type,N_max,V_max,M_max,sigma_axial,sigma_bending,sigma_combined,tau_shear,utilization,shear_utilization
330,92,105,16000.0,12000.0,9000.0,16000.0,8000.0,9000.0,16000.0,16000.0,9000.0,8000.0,y-direction,beam_y,9.281834932942101e-11,0.04527642003317429,0.19547478030422444,2.578287481372806e-12,0.0054298550084506784,0.005429855011028966,0.001886517501382262,0.00036199033406859773,0.0007546070005529047
331,118,131,24000.0,4000.0,9000.0,24000.0,0.0,9000.0,24000.0,8000.0,9000.0,8000.0,y-direction,beam_y,6.284135572326433e-11,0.04528582525010619,0.19547465470612407,1.7455932145351202e-12,0.005429851519614557,0.005429851521360151,0.001886909385421091,0.00045248762678001255,0.0007547637541684365
332,131,144,24000.0,12000.0,9000.0,24000.0,8000.0,9000.0,24000.0,16000.0,9000.0,8000.0,y-direction,beam_y,6.188929254496989e-11,0.04528465776285887,0.19547464091465358,1.7191470151380525e-12,0.005429851136518155,0.005429851138237302,0.0018868607401191198,0.0004524875948531085,0.0007547442960476479
333,157,170,32000.0,4000.0,9000.0,32000.0,0.0,9000.0,32000.0,8000.0,9000.0,8000.0,y-direction,beam_y,4.2529640008099825e-06,0.005292525020012184,0.017440868090002656,1.181378889113884e-07,0.0004844685580556293,0.0004845866959445407,0.00022052187583384097,3.2305779729636045e-05,8.820875033353639e-05
334,170,183,32000.0,12000.0,9000.0,32000.0,8000.0,9000.0,32000.0,16000.0,9000.0,8000.0,y-direction,beam_y,4.25296257976054e-06,0.00529416379847008,0.017440861795293312,1.181378494377928e-07,0.000484468383202592,0.00048458652105202977,0.00022059015826958667,3.2305768070135315e-05,8.823606330783467e-05
335,196,209,40000.0,4000.0,9000.0,40000.0,0.0,9000.0,40000.0,8000.0,9000.0,8000.0,y-direction,beam_y,1.0379190274604218e-06,0.0006909287137978775,0.0043330268495998005,2.883108409612283e-08,0.00012036185693332779,0.00012039068801742391,2.8788696408244897e-05,1.0032557334785326e-05,1.1515478563297959e-05
336,209,222,40000.0,12000.0,9000.0,40000.0,8000.0,9000.0,40000.0,16000.0,9000.0,8000.0,y-direction,beam_y,1.0379190325099626e-06,0.0006905740812909547,0.004333026899321581,2.883108423638785e-08,0.00012036185831448837,0.00012039068939872476,2.8773920053789777e-05,1.003255744989373e-05,1.150956802151591e-05
337,2,15,0.0,4000.0,15000.0,0.0,0.0,15000.0,0.0,8000.0,15000.0,8000.0,y-direction,beam_y,6.12238802724145e-06,0.05603984312438905,0.024816393945170184,1.7006633409004027e-07,0.0006893442762547274,0.0006895143425888174,0.0023349934635162103,5.745952854906811e-05,0.0009339973854064841
338,15,28,0.0,12000.0,15000.0,0.0,8000.0,15000.0,0.0,16000.0,15000.0,8000.0,y-direction,beam_y,6.122384360560701e-06,0.05603167385184259,0.024816381509510432,1.7006623223779725e-07,0.0006893439308197343,0.000689513997051972,0.0023346530771601076,5.7459499754331003e-05,0.0009338612308640431
339,41,54,8000.0,4000.0,15000.0,8000.0,0.0,15000.0,8000.0,8000.0,15000.0,8000.0,y-direction,beam_y,3.0623066595374636e-05,0.041399334955402906,0.12266080652725941,8.506407387604066e-07,0.003407244625757206,0.0034080952664959662,0.0017249722898084543,0.00022720635109973108,0.0006899889159233817
340,54,67,8000.0,12000.0,15000.0,8000.0,8000.0,15000.0,8000.0,16000.0,15000.0,8000.0,y-direction,beam_y,3.062306926201763e-05,0.0413972373568426,0.12266082838417189,8.506408128338231e-07,0.0034072452328936633,0.003408095873706497,0.0017248848898684416,0.00022720639158043315,0.0006899539559473767
341,80,93,16000.0,4000.0,15000.0,16000.0,0.0,15000.0,16000.0,8000.0,15000.0,8000.0,y-direction,beam_y,3.8319200146297305e-10,0.03940895803345917,1.651297120622733,1.0644222262860362e-11,0.045869364461742584,0.045869364472386806,0.0016420399180607985,0.0038224470393655673,0.0006568159672243193
342,93,106,16000.0,12000.0,15000.0,16000.0,8000.0,15000.0,16000.0,16000.0,15000.0,8000.0,y-direction,beam_y,3.8338097829715425e-10,0.03947070056198683,1.6512971178437685,1.0649471619365396e-11,0.04586936438454913,0.045869364395198606,0.001644612523416118,0.003822447032933217,0.0006578450093664472
343,119,132,24000.0,4000.0,15000.0,24000.0,0.0,15000.0,24000.0,8000.0,15000.0,8000.0,y-direction,beam_y,3.943558700425509e-10,0.03940682004677276,1.6512971745728047,1.0954329723404192e-11,0.045869365960355686,0.045869365971310014,0.0016419508352821983,0.0030579577314206676,0.0006567803341128793
344,132,145,24000.0,12000.0,15000.0,24000.0,8000.0,15000.0,24000.0,16000.0,15000.0,8000.0,y-direction,beam_y,3.9454220765455795e-10,0.039468590430887504,1.6512971717641514,1.0959505768182166e-11,0.04586936588233754,0.04586936589329704,0.0016445246012869793,0.0030579577262198026,0.0006578098405147917
345,158,171,32000.0,4000.0,15000.0,32000.0,0.0,15000.0,32000.0,8000.0,15000.0,8000.0,y-direction,beam_y,3.0623034210522146e-05,0.04139294694756332,0.12266068390568576,8.506398391811708e-07,0.0034072412196023824,0.0034080918594415637,0.0017247061228151384,0.00028400765495346366,0.0006898824491260553
346,171,184,32000.0,12000.0,15000.0,32000.0,8000.0,15000.0,32000.0,16000.0,15000.0,8000.0,y-direction,beam_y,3.06230368750509e-05,0.041390848628819615,0.12266070576066106,8.506399131958584e-07,0.003407241826685029,0.003408092466598225,0.001724618692867484,0.00028400770554985207,0.0006898474771469935
347,197,210,40000.0,4000.0,15000.0,40000.0,0.0,15000.0,40000.0,8000.0,15000.0,8000.0,y-direction,beam_y,6.122391076130113e-06,0.05604629442475779,0.024816404880141814,1.7006641878139204e-07,0.0006893445800039393,0.0006895146464227207,0.0023352622676982415,4.596764309484805e-05,0.0009341049070792966
348,210,223,40000.0,12000.0,15000.0,40000.0,8000.0,15000.0,40000.0,16000.0,15000.0,8000.0,y-direction,beam_y,6.1223874102567474e-06,0.05603810895853043,0.024816392450179026,1.700663169515763e-07,0.0006893442347271952,0.0006895143010441468,0.002334921206605435,4.596762006960978e-05,0.0009339684826421739
349,3,16,0.0,4000.0,21000.0,0.0,0.0,21000.0,0.0,8000.0,21000.0,8000.0,y-direction,beam_y,1.1616947621922437e-06,0.07497885842785104,0.004895612038628995,3.226929894978455e-08,0.00013598922329524985,0.00013602149259419962,0.00312411910116046,9.068099506279974e-06,0.001249647640464184
350,16,29,0.0,12000.0,21000.0,0.0,8000.0,21000.0,0.0,16000.0,21000.0,8000.0,y-direction,beam_y,1.161697533779771e-06,0.07497548822688024,0.004895621067701095,3.226937593832697e-08,0.0001359894741028082,0.0001360217434787465,0.00312397867612001,9.068116231916434e-06,0.001249591470448004
351,42,55,8000.0,4000.0,21000.0,8000.0,0.0,21000.0,8000.0,8000.0,21000.0,8000.0,y-direction,beam_y,4.042851713445202e-06,0.18374992612812663,0.016471144630326603,1.1230143648458894e-07,0.0004575317952868501,0.0004576440967233347,0.007656246922005277,3.813700806027789e-05,0.003062498768802111
352,55,68,8000.0,12000.0,21000.0,8000.0,8000.0,21000.0,8000.0,16000.0,21000.0,8000.0,y-direction,beam_y,4.0428514384595316e-06,0.18375356713836483,0.01647115536828412,1.123014288460981e-07,0.00045753209356344776,0.00045764439499229386,0.007656398630765202,3.813703291602449e-05,0.003062559452306081
353,81,94,16000.0,4000.0,21000.0,16000.0,0.0,21000.0,16000.0,8000.0,21000.0,8000.0,y-direction,beam_y,7.711399122381502e-11,0.03395102017899887,0.20287642994513408,2.1420553117726392e-12,0.005635456387364835,0.005635456389506891,0.0014146258407916196,0.0003756970926337927,0.0005658503363166478
354,94,107,16000.0,12000.0,21000.0,16000.0,8000.0,21000.0,16000.0,16000.0,21000.0,8000.0,y-direction,beam_y,7.882193736249988e-11,0.0340214479461598,0.20287644023791254,2.189498260069441e-12,0.005635456673275348,0.005635456675464847,0.0014175603310899916,0.00037569711169765647,0.0005670241324359966
355,120,133,24000.0,4000.0,21000.0,24000.0,0.0,21000.0,24000.0,8000.0,21000.0,8000.0,y-direction,beam_y,7.683155714768852e-11,0.033947358796199485,0.20287642816069287,2.1342099207691255e-12,0.005635456337797024,0.005635456339931235,0.0014144732831749786,0.0004696213616609362,0.0005657893132699915
356,133,146,24000.0,12000.0,21000.0,24000.0,8000.0,21000.0,24000.0,16000.0,21000.0,8000.0,y-direction,beam_y,7.854122789641149e-11,0.03401778385083375,0.20287643845718573,2.1817007749003194e-12,0.0056354566238107145,0.0056354566259924155,0.001417407660451406,0.000469621385499368,0.0005669630641805624
357,159,172,32000.0,4000.0,21000.0,32000.0,0.0,21000.0,32000.0,8000.0,21000.0,8000.0,y-direction,beam_y,4.042851639235778e-06,0.18375035593585734,0.016471144192006584,1.1230143442321605e-07,0.000457531783111294,0.00045764408454571727,0.007656264830660723,3.0509605636381153e-05,0.0030625059322642893
358,172,185,32000.0,12000.0,21000.0,32000.0,8000.0,21000.0,32000.0,16000.0,21000.0,8000.0,y-direction,beam_y,4.042851363643744e-06,0.1837539958186123,0.016471154927189886,1.1230142676788177e-07,0.00045753208131083016,0.00045764438273759807,0.007656416492442179,3.0509625515839872e-05,0.0030625665969768717
359,198,211,40000.0,4000.0,21000.0,40000.0,0.0,21000.0,40000.0,8000.0,21000.0,8000.0,y-direction,beam_y,1.161694580706479e-06,0.0749788022168663,0.004895611174450075,3.2269293908513305e-08,0.00013598919929027988,0.00013602146858418838,0.003124116759036096,1.1335122382015699e-05,0.0012496467036144383
360,211,224,40000.0,12000.0,21000.0,40000.0,8000.0,21000.0,40000.0,16000.0,21000.0,8000.0,y-direction,beam_y,1.1616973522654112e-06,0.07497543188892257,0.0048956202035458415,3.226937089626142e-08,0.0001359894500984956,0.00013602171946939186,0.003123976328705107,1.133514328911599e-05,0.001249590531482043
361,4,17,0.0,4000.0,27000.0,0.0,0.0,27000.0,0.0,8000.0,27000.0,8000.0,y-direction,beam_y,8.742146946221922e-07,0.03849289331427415,0.005771609201859311,2.4283741517283115e-08,0.0001603224778294253,0.00016034676157094258,0.0016038705547614229,1.3362230130911882e-05,0.0006415482219045692
362,17,30,0.0,12000.0,27000.0,0.0,8000.0,27000.0,0.0,16000.0,27000.0,8000.0,y-direction,beam_y,8.742120631459544e-07,0.03848720493368796,0.00577159950271269,2.4283668420720955e-08,0.00016032220840868583,0.00016034649207710656,0.0016036335389036649,1.3362207673092214e-05,0.0006414534155614659
363,43,56,8000.0,4000.0,27000.0,8000.0,0.0,27000.0,8000.0,8000.0,27000.0,8000.0,y-direction,beam_y,1.4191321338911357e-06,0.037387544579840226,0.026815018128904307,3.942033705253155e-08,0.0007448616146917864,0.000744901035028839,0.0015578143574933427,6.207508625240324e-05,0.000623125742997337
364,56,69,8000.0,12000.0,27000.0,8000.0,8000.0,27000.0,8000.0,16000.0,27000.0,8000.0,y-direction,beam_y,1.419135897934732e-06,0.03738659131505019,0.026815021812242917,3.942044160929811e-08,0.0007448617170067477,0.000744901137448357,0.0015577746381270914,6.207509478736309e-05,0.0006231098552508366
365,82,95,16000.0,4000.0,27000.0,16000.0,0.0,27000.0,16000.0,8000.0,27000.0,8000.0,y-direction,beam_y,7.825880214695769e-11,0.032329524278534374,0.20300088616745662,2.173855615193269e-12,0.005638913504651573,0.005638913506825429,0.001347063511605599,0.0003759275671216952,0.0005388254046422396
366,95,108,16000.0,12000.0,27000.0,16000.0,8000.0,27000.0,16000.0,16000.0,27000.0,8000.0,y-direction,beam_y,7.658474529548265e-11,0.032391424548780176,0.20300088066595673,2.127354035985629e-12,0.005638913351832132,0.005638913353959486,0.0013496426895325073,0.0003759275569306324,0.0005398570758130029
367,121,134,24000.0,4000.0,27000.0,24000.0,0.0,27000.0,24000.0,8000.0,27000.0,8000.0,y-direction,beam_y,7.907226192566119e-11,0.03232909533824868,0.20300088740890476,2.1964517201572555e-12,0.005638913539136243,0.0056389135413326946,0.0013470456390936951,0.00046990946177772453,0.000538818255637478
368,134,147,24000.0,12000.0,27000.0,24000.0,8000.0,27000.0,24000.0,16000.0,27000.0,8000.0,y-direction,beam_y,7.739753028063178e-11,0.03239098810149068,0.20300088189952528,2.149931396684216e-12,0.005638913386097925,0.005638913388247856,0.0013496245042287783,0.0004699094490206547,0.0005398498016915114
369,160,173,32000.0,4000.0,27000.0,32000.0,0.0,27000.0,32000.0,8000.0,27000.0,8000.0,y-direction,beam_y,1.4191548023290397e-06,0.03738299651530087,0.02681510319709984,3.9420966731362216e-08,0.0007448639776972177,0.0007449033986639491,0.001557624854804203,4.9660226577596605e-05,0.0006230499419216811
370,173,186,32000.0,12000.0,27000.0,32000.0,8000.0,27000.0,32000.0,16000.0,27000.0,8000.0,y-direction,beam_y,1.4191585667439354e-06,0.03738203546433235,0.02681510688026336,3.942107129844265e-08,0.0007448640800073155,0.0007449035010786139,0.001557584811013848,4.966023340524093e-05,0.0006230339244055391
371,199,212,40000.0,4000.0,27000.0,40000.0,0.0,27000.0,40000.0,8000.0,27000.0,8000.0,y-direction,beam_y,8.742209399833474e-07,0.03849245574708685,0.005771636013902799,2.4283914999537428e-08,0.0001603232226084111,0.00016034750652341062,0.0016038523227952855,1.0689833768227374e-05,0.0006415409291181142
372,212,225,40000.0,12000.0,27000.0,40000.0,8000.0,27000.0,40000.0,16000.0,27000.0,8000.0,y-direction,beam_y,8.742183099279236e-07,0.038486754818468485,0.005771626321844541,2.428384194244232e-08,0.0001603229533845706,0.00016034723722651304,0.0016036147841028536,1.0689815815100869e-05,0.0006414459136411414
373,5,18,0.0,4000.0,33000.0,0.0,0.0,33000.0,0.0,8000.0,33000.0,8000.0,y-direction,beam_y,8.93393784982365e-06,0.00047897798460296015,0.03733069284768144,2.481649402728792e-07,0.0010369636902133733,0.0010372118551536462,1.995741602512334e-05,8.643432126280384e-05,7.982966410049336e-06
374,18,31,0.0,12000.0,33000.0,0.0,8000.0,33000.0,0.0,16000.0,33000.0,8000.0,y-direction,beam_y,8.93393550850134e-06,0.0004761089743326036,0.03733068528089555,2.4816487523614836e-07,0.0010369634800248763,0.0010372116449001124,1.983787393052515e-05,8.643430374167604e-05,7.93514957221006e-06
375,44,57,8000.0,4000.0,33000.0,8000.0,0.0,33000.0,8000.0,8000.0,33000.0,8000.0,y-direction,beam_y,3.628799853966818e-05,0.003609418672621059,0.14891394257025037,1.0079999594352272e-06,0.004136498404729177,0.0041375064046886125,0.00015039244469254413,0.00027583376031257414,6.015697787701765e-05
376,57,70,8000.0,12000.0,33000.0,8000.0,8000.0,33000.0,8000.0,16000.0,33000.0,8000.0,y-direction,beam_y,3.628799889164884e-05,0.003606244957631184,0.14891393405789,1.0079999692124678e-06,0.004136498168274722,0.004137506168243934,0.000150260206567966,0.0002758337445495956,6.01040826271864e-05
377,83,96,16000.0,4000.0,33000.0,16000.0,0.0,33000.0,16000.0,8000.0,33000.0,8000.0,y-direction,beam_y,3.895617292914988e-10,0.02950080003589451,1.6558900215758752,1.0821159146986078e-11,0.045996945043774315,0.04599694505459547,0.0012292000014956046,0.0038330787545496226,0.0004916800005982418
378,96,109,16000.0,12000.0,33000.0,16000.0,8000.0,33000.0,16000.0,16000.0,33000.0,8000.0,y-direction,beam_y,3.895575732826284e-10,0.02956106905954657,1.6558900202218123,1.0821043702295233e-11,0.04599694500616146,0.0459969450169825,0.0012317112108144405,0.0038330787514152084,0.0004926844843257762
379,122,135,24000.0,4000.0,33000.0,24000.0,0.0,33000.0,24000.0,8000.0,33000.0,8000.0,y-direction,beam_y,3.885562090411021e-10,0.029499612698231634,1.6558900177699967,1.0793228028919504e-11,0.045996944938055465,0.04599694494884869,0.0012291505290929847,0.003066462996589913,0.0004916602116371939
380,135,148,24000.0,12000.0,33000.0,24000.0,8000.0,33000.0,24000.0,16000.0,33000.0,8000.0,y-direction,beam_y,3.8855325748543557e-10,0.029559877232007224,1.6558900164233161,1.07931460412621e-11,0.045996944900647665,0.04599694491144081,0.0012316615513336343,0.003066462994096054,0.0004926646205334537
381,161,174,32000.0,4000.0,33000.0,32000.0,0.0,33000.0,32000.0,8000.0,33000.0,8000.0,y-direction,beam_y,3.6287998343470576e-05,0.0036092791802699517,0.14891394178909512,1.0079999539852938e-06,0.00413649838303042,0.004137506382984405,0.000150386632511248,0.0003447921985820337,6.0154653004499195e-05
382,174,187,32000.0,12000.0,33000.0,32000.0,8000.0,33000.0,32000.0,16000.0,33000.0,8000.0,y-direction,beam_y,3.628799869569172e-05,0.0036061058577663077,0.1489139332786444,1.0079999637692144e-06,0.004136498146629011,0.00413750614659278,0.00015025441074026282,0.0003447921788827316,6.010176429610513e-05
383,200,213,40000.0,4000.0,33000.0,40000.0,0.0,33000.0,40000.0,8000.0,33000.0,8000.0,y-direction,beam_y,8.933937901953761e-06,0.0004789595618161016,0.03733069312208661,2.481649417209378e-07,0.0010369636978357392,0.00103721186277746,1.9956648409004234e-05,6.914745751849734e-05,7.982659363601693e-06
384,213,226,40000.0,12000.0,33000.0,40000.0,8000.0,33000.0,40000.0,16000.0,33000.0,8000.0,y-direction,beam_y,8.933935560827652e-06,0.000476090724674319,0.037330685555987744,2.48164876689657e-07,0.0010369634876663263,0.0010372116525430158,1.9837113528096625e-05,6.914744350286773e-05,7.93484541123865e-06
385,6,19,0.0,4000.0,39000.0,0.0,0.0,39000.0,0.0,8000.0,39000.0,8000.0,y-direction,beam_y,7.805329874537117e-07,0.08180020732806828,0.005011943993706038,2.1681471873714216e-08,0.0001392206664918344,0.0001392423479637081,0.003408341972002845,1.1603528996975675e-05,0.001363336788801138
386,19,32,0.0,12000.0,39000.0,0.0,8000.0,39000.0,0.0,16000.0,39000.0,8000.0,y-direction,beam_y,7.805314692362331e-07,0.0817951709759277,0.0050119381439875125,2.1681429701006477e-08,0.0001392205039996531,0.00013924218542935412,0.0034081321239969875,1.1603515452446177e-05,0.001363252849598795
387,45,58,8000.0,4000.0,39000.0,8000.0,0.0,39000.0,8000.0,8000.0,39000.0,8000.0,y-direction,beam_y,1.397239760405812e-06,0.08751728873096304,0.026660021653285196,3.881221556682811e-08,0.0007405561570356998,0.0007405949692512666,0.00364655369712346,6.171624743760555e-05,0.001458621478849384
388,58,71,8000.0,12000.0,39000.0,8000.0,8000.0,39000.0,8000.0,16000.0,39000.0,8000.0,y-direction,beam_y,1.3972421468104483e-06,0.08751697106512353,0.02666002098826171,3.8812281855845786e-08,0.0007405561385628252,0.0007405949508446811,0.0036465404610468138,6.171624590372343e-05,0.0014586161844187256
389,84,97,16000.0,4000.0,39000.0,16000.0,0.0,39000.0,16000.0,8000.0,39000.0,8000.0,y-direction,beam_y,7.679740812033265e-11,0.02759252671349907,0.202993342239298,2.133261336675907e-12,0.005638703951091611,0.005638703953224872,0.0011496886130624613,0.00037591359688165816,0.00045987544522498454
390,97,110,16000.0,12000.0,39000.0,16000.0,8000.0,39000.0,16000.0,16000.0,39000.0,8000.0,y-direction,beam_y,7.845736489653365e-11,0.0276502571487853,0.20299334995883087,2.179371247125935e-12,0.005638704165523079,0.0056387041677024505,0.0011520940478660542,0.00037591361118016335,0.0004608376191464217
391,123,136,24000.0,4000.0,39000.0,24000.0,0.0,39000.0,24000.0,8000.0,39000.0,8000.0,y-direction,beam_y,7.72004306731633e-11,0.027590485091485373,0.20299334480266795,2.1444564075878694e-12,0.005638704022296332,0.005638704024440788,0.0011496035454785572,0.00046989200203673235,0.0004598414181914229
392,136,149,24000.0,12000.0,39000.0,24000.0,8000.0,39000.0,24000.0,16000.0,39000.0,8000.0,y-direction,beam_y,7.886079156360637e-11,0.027648211629717298,0.20299335252062514,2.1905775434335103e-12,0.005638704236684032,0.00563870423887461,0.0011520088179048874,0.0004698920199062175,0.00046080352716195496
393,162,175,32000.0,4000.0,39000.0,32000.0,0.0,39000.0,32000.0,8000.0,39000.0,8000.0,y-direction,beam_y,1.3972532387044791e-06,0.08751184995852712,0.026660071121689118,3.881258996401331e-08,0.0007405575311580311,0.0007405963437479951,0.0036463270816052967,4.9373089583199674e-05,0.0014585308326421186
394,175,188,32000.0,12000.0,39000.0,32000.0,8000.0,39000.0,32000.0,16000.0,39000.0,8000.0,y-direction,beam_y,1.3972556242139736e-06,0.0875115272260818,0.026660070452315717,3.8812656228165934e-08,0.0007405575125643255,0.0007405963252205537,0.003646313634420075,4.937308834803691e-05,0.00145852545376803
395,201,214,40000.0,4000.0,39000.0,40000.0,0.0,39000.0,40000.0,8000.0,39000.0,8000.0,y-direction,beam_y,7.80537164501902e-07,0.08179779130085199,0.005011961694837384,2.168158790283061e-08,0.00013922115818992733,0.00013924283977783015,0.0034082413042021663,9.282855985188677e-06,0.0013632965216808664
396,214,227,40000.0,12000.0,39000.0,40000.0,8000.0,39000.0,40000.0,16000.0,39000.0,8000.0,y-direction,beam_y,7.805356468968097e-07,0.0817927467058785,0.005011955848533218,2.1681545747133603e-08,0.00013922099579258938,0.00013924267733833652,0.0034080311127449373,9.2828451558891e-06,0.001363212445097975
397,7,20,0.0,4000.0,45000.0,0.0,0.0,45000.0,0.0,8000.0,45000.0,8000.0,y-direction,beam_y,1.0758961754337098e-06,0.0003750159382314433,0.004488305395710158,2.988600487315861e-08,0.00012467514988083773,0.0001247050358857109,1.5625664092976804e-05,8.313669059047393e-06,6.250265637190722e-06
398,20,33,0.0,12000.0,45000.0,0.0,8000.0,45000.0,0.0,16000.0,45000.0,8000.0,y-direction,beam_y,1.0758982940743855e-06,0.0003724517250832532,0.004488312151871967,2.988606372428849e-08,0.00012467533755199906,0.00012470522361572334,1.5518821878468883e-05,8.313681574381557e-06,6.207528751387553e-06
399,46,59,8000.0,4000.0,45000.0,8000.0,0.0,45000.0,8000.0,8000.0,45000.0,8000.0,y-direction,beam_y,4.413372636007112e-06,0.002871318554512392,0.018074544919647793,1.2259368433353088e-07,0.0005020706922124387,0.0005021932858967722,0.000119638273104683,4.184944049139769e-05,4.78553092418732e-05
400,59,72,8000.0,12000.0,45000.0,8000.0,8000.0,45000.0,8000.0,16000.0,45000.0,8000.0,y-direction,beam_y,4.413372424525719e-06,0.0028680129868181997,0.01807455307757643,1.2259367845904775e-07,0.0005020709188215675,0.0005021935125000265,0.00011950054111742499,4.184945937500221e-05,4.780021644697e-05
401,85,98,16000.0,4000.0,45000.0,16000.0,0.0,45000.0,16000.0,8000.0,45000.0,8000.0,y-direction,beam_y,7.85044696124948e-11,0.024513301103967378,0.20290871831007098,2.180679711458189e-12,0.005636353286390861,0.005636353288571541,0.0010213875459986407,0.0003757568859047694,0.0004085550183994563
402,98,111,16000.0,12000.0,45000.0,16000.0,8000.0,45000.0,16000.0,16000.0,45000.0,8000.0,y-direction,beam_y,7.684534861565617e-11,0.024569157190281576,0.20290871270205604,2.1345930171015603e-12,0.0056363531306126684,0.005636353132747261,0.001023714882928399,0.0003757568755164841,0.0004094859531713596
403,124,137,24000.0,4000.0,45000.0,24000.0,0.0,45000.0,24000.0,8000.0,45000.0,8000.0,y-direction,beam_y,7.880841023516494e-11,0.024513780791900378,0.2029087178767637,2.1891225065323593e-12,0.005636353274354548,0.00563635327654367,0.001021407532995849,0.00046969610637863916,0.00040856301319833964
404,137,150,24000.0,12000.0,45000.0,24000.0,8000.0,45000.0,24000.0,16000.0,45000.0,8000.0,y-direction,beam_y,7.714980547121609e-11,0.02456963421147,0.20290871226846952,2.1430501519782246e-12,0.005636353118568598,0.005636353120711648,0.00102373475881125,0.00046969609339263734,0.00040949390352450004
405,163,176,32000.0,4000.0,45000.0,32000.0,0.0,45000.0,32000.0,8000.0,45000.0,8000.0,y-direction,beam_y,4.413372710954919e-06,0.002871374468703544,0.01807454527632093,1.225936864154144e-07,0.0005020707021200258,0.0005021932958064413,0.00011964060286264767,3.347955305376275e-05,4.785624114505907e-05
406,176,189,32000.0,12000.0,45000.0,32000.0,8000.0,45000.0,32000.0,16000.0,45000.0,8000.0,y-direction,beam_y,4.413372499095687e-06,0.0028680695812904333,0.018074553432283133,1.2259368053043574e-07,0.0005020709286745314,0.0005021935223550619,0.00011950289922043472,3.3479568157004126e-05,4.780115968817389e-05
407,202,215,40000.0,4000.0,45000.0,40000.0,0.0,45000.0,40000.0,8000.0,45000.0,8000.0,y-direction,beam_y,1.0758961328499814e-06,0.00037502319417653807,0.004488305199113883,2.988600369027726e-08,0.00012467514441983008,0.00012470503042352036,1.562596642402242e-05,1.0392085868626696e-05,6.250386569608968e-06
408,215,228,40000.0,12000.0,45000.0,40000.0,8000.0,45000.0,40000.0,16000.0,45000.0,8000.0,y-direction,beam_y,1.0758982514205182e-06,0.0003724589675641182,0.004488311955094506,2.988606253945884e-08,0.0001246753320859585,0.00012470521814849798,1.5519123648504926e-05,1.0392101512374832e-05,6.20764945940197e-06
409,8,21,0.0,4000.0,51000.0,0.0,0.0,51000.0,0.0,8000.0,51000.0,8000.0,y-direction,beam_y,5.363894793464538e-06,0.02476702791806709,0.02174658173820667,1.4899707759623717e-07,0.0006040717149501852,0.0006042207120277814,0.0010319594965861288,5.0351726002315116e-05,0.00041278379863445155
410,21,34,0.0,12000.0,51000.0,0.0,8000.0,51000.0,0.0,16000.0,51000.0,8000.0,y-direction,beam_y,5.363893217926786e-06,0.024762975763151604,0.02174657515916051,1.489970338312996e-07,0.000604071532198903,0.0006042205292327343,0.0010317906567979835,5.0351710769394526e-05,0.0004127162627191934
411,47,60,8000.0,4000.0,51000.0,8000.0,0.0,51000.0,8000.0,8000.0,51000.0,8000.0,y-direction,beam_y,2.9307859313958724e-05,0.03335289856105521,0.12002860002207433,8.141072031655201e-07,0.0033341277783909534,0.003334941885594119,0.0013897041067106337,0.00022232945903960793,0.0005558816426842535
412,60,73,8000.0,12000.0,51000.0,8000.0,8000.0,51000.0,8000.0,16000.0,51000.0,8000.0,y-direction,beam_y,2.9307857222633418e-05,0.03335300465566381,0.12002860093902375,8.141071450731506e-07,0.003334127803861771,0.0033349419110068443,0.0013897085273193253,0.0002223294607337896,0.0005558834109277301
413,86,99,16000.0,4000.0,51000.0,16000.0,0.0,51000.0,16000.0,8000.0,51000.0,8000.0,y-direction,beam_y,3.890323473365598e-10,0.022667773818506237,1.6515386996706019,1.0806454092682215e-11,0.04587607499085005,0.045876075001656504,0.0009444905757710932,0.003823006250138042,0.00037779623030843726
414,99,112,16000.0,12000.0,51000.0,16000.0,8000.0,51000.0,16000.0,16000.0,51000.0,8000.0,y-direction,beam_y,3.8903052196337387e-10,0.022721642898097527,1.6515386986596707,1.0806403387871496e-11,0.04587607496276863,0.045876074973575036,0.0009467351207540636,0.0038230062477979197,0.00037869404830162545
415,125,138,24000.0,4000.0,51000.0,24000.0,0.0,51000.0,24000.0,8000.0,51000.0,8000.0,y-direction,beam_y,3.887317884254671e-10,0.022667112500645265,1.6515386987626457,1.0798105234040753e-11,0.04587607496562905,0.04587607497642716,0.0009444630208602194,0.0030584049984284773,0.00037778520834408775
416,138,151,24000.0,12000.0,51000.0,24000.0,8000.0,51000.0,24000.0,16000.0,51000.0,8000.0,y-direction,beam_y,3.88730789807612e-10,0.02272098061299689,1.6515386977551958,1.0798077494655889e-11,0.045876074937644326,0.045876074948442404,0.0009467075255415371,0.003058404996562827,0.0003786830102166149
417,164,177,32000.0,4000.0,51000.0,32000.0,0.0,51000.0,32000.0,8000.0,51000.0,8000.0,y-direction,beam_y,2.9307850717795063e-05,0.03334819654716446,0.12002856846059044,8.141069643831962e-07,0.003334126901683068,0.003334941008647451,0.001389508189465186,0.0002779117507206209,0.0005558032757860744
418,177,190,32000.0,12000.0,51000.0,32000.0,8000.0,51000.0,32000.0,16000.0,51000.0,8000.0,y-direction,beam_y,2.9307848626804712e-05,0.033348300068138007,0.12002856937944834,8.141069063001309e-07,0.0033341269272068983,0.0033349410341131985,0.0013895125028390836,0.0002779117528427665,0.0005558050011356334
