Model,Yükseklik,Eleman Sayısı,Toplam Kütle,T1,Spektral Bölge,SDS,SD1,Sae(T1),SaR(T1),Vt (Tasarım),ex,ey,A1a Burulma (nbi),B2 Yumuşak Kat,Göreli Öteleme
V9 (Twin Towers 1:50),153.0 cm,4248,1.0761 kg,0.0479 s (20.87 Hz),Yükselen (Ascending),1.008 g,0.514 g,0.687 g,0.260 g,0.002747 kN,0.000 cm (0.00%),0.000 cm (0.00%),1.455 - A1a DÜZENSİZ,B2 YUMUŞAK KAT MEVCUT,0.000168 - SAĞLANDI
