Analysis,Max_Ux_mm,Max_Uy_mm
RSX,14.245480401021863,0.0
RSY,0.0,37.23926741812246
TH_X,369.1539639320379,44.85997614024496
ENVELOPE,369.1539639320379,44.85997614024496
