Eksantrisite X,Eksantrisite Y,A1a Burulma,A1a eta_bi (max),A2 Cokuntu/Cikinti,B2 Yumusak Kat,B3 Kutle
0.000 cm (0.00%),0.000 cm (0.00%),A1a DUZENSIZ,1.454,DUZENSIZLIK YOK,B2 YUMUSAK KAT MEVCUT,B3 KUTLE DUZENSIZLIGI MEVCUT
