Analysis,Max_Ux_mm,Max_Uy_mm
RSX,0.00017675543124423966,0.0
RSY,0.0,19733.167453458867
TH_X,0.6878687665562061,0.0012601237961351506
TH_Y,0.6928434582911193,85.70507364061093
ENVELOPE,0.6928434582911193,19733.167453458867
