t_s,Ux_T1_cm,Ux_T2_cm,Uy_T1_cm,Uy_T2_cm
1.1000,-0.18898431,-0.18897434,0.00014054,0.00013405
1.1200,-0.16712454,-0.16711504,0.00022342,0.00021822
1.1400,-0.08431182,-0.08430580,0.00026009,0.00025736
1.1600,-0.00683004,-0.00682922,0.00025513,0.00025487
1.1800,0.02326258,0.02325632,0.00016896,0.00017011
1.2000,-0.00128100,-0.00128414,0.00004182,0.00004137
1.2200,-0.03928130,-0.03928378,-0.00008377,-0.00008460
1.2400,-0.03330857,-0.03330281,-0.00017999,-0.00018164
1.2600,0.03997579,0.03997940,-0.00021509,-0.00021358
1.2800,0.15994005,0.15993941,-0.00021968,-0.00021481
1.3000,0.26249096,0.26248086,-0.00021044,-0.00020201
1.3200,0.29279017,0.29277199,-0.00022715,-0.00021761
1.3400,0.23165635,0.23164066,-0.00025921,-0.00025191
1.3600,0.06710329,0.06709343,-0.00027605,-0.00027301
1.3800,-0.22340285,-0.22338919,-0.00015566,-0.00016372
1.4000,-0.46520242,-0.46517616,0.00017228,0.00015788
1.4200,-0.41280427,-0.41277659,0.00045593,0.00044198
1.4400,-0.11731857,-0.11730677,0.00067869,0.00067446
1.4600,0.23689149,0.23687231,0.00064764,0.00065618
1.4800,0.43828726,0.43826035,0.00032930,0.00034233
1.5000,0.38096055,0.38092450,-0.00019435,-0.00018026
1.5200,0.07937915,0.07937292,-0.00074111,-0.00073958
1.5400,-0.31971932,-0.31969741,-0.00090117,-0.00091111
1.5600,-0.46323660,-0.46319889,-0.00070748,-0.00072220
1.5800,-0.26177176,-0.26173525,-0.00021502,-0.00022499
1.6000,0.09301610,0.09301121,0.00043099,0.00043599
1.6200,0.31336587,0.31334422,0.00084466,0.00085336
1.6400,0.18390340,0.18386281,0.00100095,0.00100870
1.6600,-0.20122261,-0.20123422,0.00075644,0.00074884
1.6800,-0.49945205,-0.49942968,0.00039725,0.00038086
1.7000,-0.38648002,-0.38644565,-0.00013181,-0.00014379
1.7200,0.01413165,0.01416798,-0.00051695,-0.00051810
1.7400,0.35889074,0.35887963,-0.00068722,-0.00067290
1.7600,0.39566674,0.39564670,-0.00062789,-0.00061711
1.7800,0.13734920,0.13730696,-0.00037151,-0.00036484
1.8000,-0.16470842,-0.16471750,-0.00005821,-0.00006529
1.8200,-0.29956881,-0.29955347,0.00030370,0.00029446
1.8400,-0.19022428,-0.19019153,0.00054743,0.00054109
1.8600,0.05149562,0.05152421,0.00061302,0.00061398
1.8800,0.22326036,0.22324766,0.00044245,0.00045112
1.9000,0.18854906,0.18852512,0.00011095,0.00011550
1.9200,0.01178211,0.01174107,-0.00027391,-0.00027152
1.9400,-0.16200422,-0.16200472,-0.00056003,-0.00056724
1.9600,-0.21521646,-0.21519588,-0.00056996,-0.00057532
1.9800,-0.13515122,-0.13510783,-0.00037200,-0.00037724
2.0000,-0.03573400,-0.03570357,0.00006050,0.00005947
2.0200,0.06057120,0.06056239,0.00045767,0.00046030
2.0400,0.14101733,0.14098753,0.00063651,0.00063965
2.0600,0.13653493,0.13648413,0.00053011,0.00053679
2.0800,-0.04277580,-0.04278093,0.00023709,0.00023333
2.1000,-0.24658862,-0.24656819,-0.00000802,-0.00001404
2.1200,-0.22146898,-0.22142068,-0.00033589,-0.00034453
2.1400,-0.04477472,-0.04474500,-0.00043172,-0.00043279
2.1600,0.12404253,0.12403305,-0.00036686,-0.00036216
2.1800,0.20716738,0.20713907,-0.00015604,-0.00015054
2.2000,0.18980833,0.18976101,0.00000933,0.00001716
2.2200,0.09332267,0.09331507,0.00013523,0.00013630
2.2400,-0.01957820,-0.01957037,0.00016015,0.00016127
2.2600,-0.08013521,-0.08009651,0.00011803,0.00011361
2.2800,-0.04762630,-0.04760870,0.00002075,0.00002038
2.3000,0.06331499,0.06331067,-0.00008904,-0.00008789
2.3200,0.17126608,0.17123525,-0.00020014,-0.00019412
2.3400,0.17077397,0.17074036,-0.00027735,-0.00027157
2.3600,0.03599397,0.03599048,-0.00024372,-0.00024311
2.3800,-0.10527660,-0.10526003,-0.00013119,-0.00013377
2.4000,-0.12192291,-0.12188557,0.00001033,0.00000486
2.4200,0.02591449,0.02592446,0.00013375,0.00013564
2.4400,0.24239558,0.24238175,0.00013120,0.00013812
2.4600,0.31572422,0.31568347,0.00002821,0.00003916
2.4800,0.16924808,0.16921753,-0.00011690,-0.00011156
2.5000,-0.08099013,-0.08099199,-0.00025849,-0.00026091
2.5200,-0.29282055,-0.29278953,-0.00025746,-0.00026723
2.5400,-0.31761040,-0.31756826,-0.00010179,-0.00011200
2.5600,-0.13196392,-0.13194016,0.00013368,0.00012906
2.5800,0.14181832,0.14180675,0.00034734,0.00035201
2.6000,0.34692100,0.34688013,0.00035552,0.00036676
2.6200,0.37571446,0.37567277,0.00016461,0.00017655
2.6400,0.24455543,0.24453432,-0.00020999,-0.00020173
2.6600,0.03417674,0.03419122,-0.00056843,-0.00056761
2.6800,-0.18524220,-0.18520997,-0.00073043,-0.00073606
2.7000,-0.30405629,-0.30401889,-0.00050996,-0.00052052
2.7200,-0.20246255,-0.20245680,-0.00011157,-0.00011693
2.7400,-0.03797725,-0.03798784,0.00037677,0.00037422
2.7600,0.01864468,0.01861649,0.00082363,0.00082579
2.7800,-0.01580695,-0.01581582,0.00094355,0.00094193
2.8000,-0.07995760,-0.07995130,0.00075892,0.00075672
2.8200,-0.08624948,-0.08623176,0.00027722,0.00027431
2.8400,0.00052469,0.00054231,-0.00025699,-0.00025777
2.8600,0.14558554,0.14557613,-0.00074282,-0.00073658
2.8800,0.19682020,0.19680903,-0.00096583,-0.00096114
2.9000,0.11870577,0.11868306,-0.00080682,-0.00080097
2.9200,0.01249238,0.01249307,-0.00045225,-0.00045330
2.9400,-0.07326540,-0.07325436,0.00009002,0.00008804
2.9600,-0.05479553,-0.05478229,0.00053547,0.00053423
2.9800,-0.03374898,-0.03373825,0.00076956,0.00076734
3.0000,-0.12186628,-0.12187374,0.00083654,0.00083395
3.0200,-0.20220320,-0.20220875,0.00059721,0.00058997
3.0400,-0.26265506,-0.26265875,0.00024871,0.00024055
3.0600,-0.27980277,-0.27978821,-0.00003689,-0.00004618
3.0800,-0.11633767,-0.11631629,-0.00026152,-0.00026520
3.1000,0.15979918,0.15980978,-0.00040534,-0.00040018
3.1200,0.31759846,0.31759177,-0.00040492,-0.00039441
3.1400,0.22810088,0.22807608,-0.00031553,-0.00030734
3.1600,-0.08653326,-0.08654631,-0.00009171,-0.00009521
3.1800,-0.38645681,-0.38645523,0.00021103,0.00019924
3.2000,-0.40951403,-0.40948477,0.00047098,0.00045633
3.2200,-0.11577681,-0.11575271,0.00061616,0.00061313
3.2400,0.26831051,0.26831598,0.00048749,0.00049559
3.2600,0.45441279,0.45439084,0.00019053,0.00020541
3.2800,0.38788133,0.38783747,-0.00031195,-0.00029862
3.3000,0.14303052,0.14300605,-0.00076757,-0.00076431
3.3200,-0.09197734,-0.09198476,-0.00099107,-0.00099241
3.3400,-0.18803014,-0.18799406,-0.00087743,-0.00088525
3.3600,-0.16872667,-0.16869147,-0.00036441,-0.00036841
3.3800,-0.08199613,-0.08197050,0.00028677,0.00028326
3.4000,-0.00014700,-0.00015637,0.00087445,0.00087474
3.4200,0.03888804,0.03885223,0.00111677,0.00111821
3.4400,0.03477640,0.03474729,0.00094581,0.00094612
3.4600,0.00360308,0.00358792,0.00040784,0.00040916
3.4800,-0.06480986,-0.06478277,-0.00023891,-0.00024247
3.5000,-0.11171754,-0.11168695,-0.00072806,-0.00073017
3.5200,-0.06324897,-0.06322085,-0.00095283,-0.00095597
3.5400,0.02258582,0.02258059,-0.00078298,-0.00078139
3.5600,0.06465614,0.06463201,-0.00032914,-0.00032707
3.5800,0.02309581,0.02307419,0.00024856,0.00024919
3.6000,-0.08024583,-0.08025238,0.00072758,0.00072548
3.6200,-0.16278767,-0.16276490,0.00095897,0.00095267
3.6400,-0.12465459,-0.12463404,0.00084968,0.00084624
3.6600,0.04848624,0.04849702,0.00041006,0.00041063
3.6800,0.24353327,0.24351249,-0.00020406,-0.00019558
3.7000,0.34685067,0.34681876,-0.00079184,-0.00078097
3.7200,0.31371459,0.31368676,-0.00118143,-0.00117073
3.7400,0.12981286,0.12981032,-0.00120613,-0.00120193
3.7600,-0.13464405,-0.13461784,-0.00078206,-0.00078633
3.7800,-0.32045764,-0.32042331,-0.00005379,-0.00006399
3.8000,-0.33096581,-0.33094030,0.00074621,0.00073497
3.8200,-0.18794097,-0.18794615,0.00132699,0.00132123
3.8400,0.01953322,0.01951089,0.00146344,0.00146340
3.8600,0.19293126,0.19289918,0.00104217,0.00104896
3.8800,0.23972896,0.23971418,0.00020226,0.00020949
3.9000,0.15061175,0.15061570,-0.00072409,-0.00071869
3.9200,0.01316760,0.01318805,-0.00140634,-0.00140610
3.9400,-0.08519067,-0.08516980,-0.00156044,-0.00156302
3.9600,-0.10504666,-0.10503859,-0.00112447,-0.00112769
3.9800,-0.05620792,-0.05621084,-0.00025102,-0.00025305
4.0000,0.01423722,0.01422276,0.00068747,0.00068835
4.0200,0.03688666,0.03687815,0.00135530,0.00135589
4.0400,-0.00681522,-0.00682095,0.00150803,0.00150838
4.0600,-0.08749027,-0.08748394,0.00110936,0.00110574
4.0800,-0.13453408,-0.13452828,0.00035088,0.00034694
4.1000,-0.08240154,-0.08239599,-0.00050428,-0.00050738
4.1200,0.05778961,0.05779001,-0.00112471,-0.00112275
4.1400,0.22390209,0.22389561,-0.00136344,-0.00135592
4.1600,0.32438454,0.32437875,-0.00115715,-0.00114702
4.1800,0.30083961,0.30082752,-0.00063893,-0.00062833
4.2000,0.12841489,0.12841137,0.00001251,0.00001581
4.2200,-0.10706135,-0.10706402,0.00063430,0.00063136
4.2400,-0.22863360,-0.22862871,0.00097792,0.00096985
4.2600,-0.18984880,-0.18984369,0.00098716,0.00098093
4.2800,-0.06526003,-0.06525837,0.00067795,0.00067604
4.3000,0.04740440,0.04740643,0.00017069,0.00017194
4.3200,0.08192745,0.08192219,-0.00037352,-0.00037011
4.3400,0.02043869,0.02043956,-0.00076074,-0.00076046
4.3600,-0.09906994,-0.09906829,-0.00082327,-0.00082572
4.3800,-0.19676600,-0.19675249,-0.00053385,-0.00054077
4.4000,-0.18208743,-0.18207426,-0.00000058,-0.00000619
4.4200,-0.02954214,-0.02953498,0.00052131,0.00051992
4.4400,0.17983368,0.17982637,0.00082943,0.00083507
4.4600,0.33175787,0.33173308,0.00073276,0.00074371
4.4800,0.32497300,0.32494777,0.00027643,0.00028654
4.5000,0.14816123,0.14814270,-0.00034567,-0.00034028
4.5200,-0.08918140,-0.08917283,-0.00084832,-0.00085180
4.5400,-0.23513221,-0.23511016,-0.00101761,-0.00102453
4.5600,-0.23615631,-0.23612543,-0.00075571,-0.00076390
4.5800,-0.13246066,-0.13244477,-0.00013614,-0.00013990
4.6000,0.00452590,0.00452185,0.00054355,0.00054354
4.6200,0.08607814,0.08605814,0.00102765,0.00103036
4.6400,0.07873607,0.07871101,0.00110211,0.00110494
4.6600,0.00232575,0.00231774,0.00075861,0.00075814
4.6800,-0.08827350,-0.08826715,0.00015054,0.00014818
4.7000,-0.12391215,-0.12388879,-0.00046981,-0.00047435
4.7200,-0.08096995,-0.08095328,-0.00087341,-0.00087539
4.7400,-0.01575795,-0.01575041,-0.00091058,-0.00091131
4.7600,0.00501088,0.00500352,-0.00057215,-0.00057143
4.7800,-0.03423926,-0.03424876,-0.00000764,-0.00000884
4.8000,-0.09869491,-0.09869762,0.00057422,0.00057102
4.8200,-0.12765447,-0.12764870,0.00094926,0.00094503
4.8400,-0.07287860,-0.07286740,0.00098903,0.00098623
4.8600,0.05165626,0.05165629,0.00064274,0.00064476
4.8800,0.14189376,0.14188681,0.00005783,0.00006185
4.9000,0.14340849,0.14339169,-0.00054095,-0.00053555
4.9200,0.08236530,0.08235709,-0.00097522,-0.00097301
4.9400,-0.00045452,-0.00045183,-0.00104202,-0.00104168
4.9600,-0.04513273,-0.04511862,-0.00074713,-0.00074861
4.9800,-0.03235691,-0.03233996,-0.00017666,-0.00017799
5.0000,0.02141143,0.02141364,0.00042818,0.00042919
5.0200,0.08119010,0.08118048,0.00083722,0.00083917
5.0400,0.11456776,0.11454327,0.00089320,0.00089736
5.0600,0.10269168,0.10267418,0.00057093,0.00057367
5.0800,0.04616939,0.04616358,0.00002366,0.00002550
5.1000,-0.01901524,-0.01900319,-0.00053265,-0.00053342
5.1200,-0.05784788,-0.05782801,-0.00086816,-0.00086998
5.1400,-0.04994194,-0.04992877,-0.00086227,-0.00086367
5.1600,-0.00890918,-0.00890749,-0.00052975,-0.00053000
5.1800,-0.01186489,-0.01187649,0.00000338,0.00000340
5.2000,-0.10190458,-0.10191053,0.00058714,0.00058349
5.2200,-0.18634506,-0.18634527,0.00097465,0.00096909
5.2400,-0.18253915,-0.18252565,0.00103008,0.00102329
5.2600,-0.07637878,-0.07636994,0.00075045,0.00074847
5.2800,0.08588530,0.08588732,0.00019233,0.00019459
5.3000,0.20536157,0.20534915,-0.00042835,-0.00042128
5.3200,0.20523081,0.20521344,-0.00093304,-0.00092626
5.3400,0.08623101,0.08622441,-0.00109253,-0.00108987
5.3600,-0.05317920,-0.05317502,-0.00088238,-0.00088353
5.3800,-0.12275318,-0.12273164,-0.00034657,-0.00035151
5.4000,-0.06145244,-0.06144062,0.00030374,0.00030243
5.4200,0.10641814,0.10641889,0.00077945,0.00078195
5.4400,0.21821942,0.21819422,0.00090865,0.00091682
5.4600,0.09561993,0.09559776,0.00069172,0.00069401
5.4800,-0.17638558,-0.17639402,0.00030593,0.00030108
5.5000,-0.37544032,-0.37542279,-0.00019353,-0.00020610
5.5200,-0.39953663,-0.39949702,-0.00042789,-0.00044123
5.5400,-0.19512522,-0.19509938,-0.00045297,-0.00045819
5.5600,0.11887442,0.11888873,-0.00023392,-0.00023194
5.5800,0.39302748,0.39299323,0.00000378,0.00001873
5.6000,0.48721719,0.48718028,0.00009265,0.00010650
5.6200,0.30854416,0.30850360,0.00005902,0.00007062
5.6400,-0.01886417,-0.01886480,-0.00008467,-0.00008636
5.6600,-0.27771900,-0.27769113,-0.00020474,-0.00021351
5.6800,-0.32989056,-0.32985288,-0.00020421,-0.00021481
5.7000,-0.18573684,-0.18570847,-0.00005190,-0.00005865
5.7200,0.04669274,0.04668230,0.00016285,0.00016545
5.7400,0.22267459,0.22264891,0.00030155,0.00030765
5.7600,0.24973901,0.24970091,0.00029382,0.00030311
5.7800,0.12177928,0.12176666,0.00009889,0.00010227
5.8000,-0.12636242,-0.12634723,-0.00010803,-0.00011194
5.8200,-0.30801453,-0.30798047,-0.00020846,-0.00021833
5.8400,-0.25796753,-0.25793598,-0.00022087,-0.00022991
5.8600,-0.03293040,-0.03292893,-0.00008282,-0.00008312
5.8800,0.16225552,0.16223503,0.00006574,0.00007068
5.9000,0.16306107,0.16303365,0.00025791,0.00026349
5.9200,0.02961751,0.02960195,0.00028225,0.00028361
5.9400,-0.12087101,-0.12085642,0.00022459,0.00021950
5.9600,-0.13747660,-0.13745850,0.00008229,0.00007892
5.9800,0.01525155,0.01527325,-0.00012135,-0.00012242
6.0000,0.20630553,0.20629510,-0.00028307,-0.00027503
6.0200,0.28538734,0.28536552,-0.00041135,-0.00040283
6.0400,0.17526115,0.17523446,-0.00039986,-0.00039365
6.0600,-0.03513230,-0.03514062,-0.00029673,-0.00029788
6.0800,-0.17567408,-0.17565519,-0.00007548,-0.00008187
6.1000,-0.14500662,-0.14498572,0.00014614,0.00014222
6.1200,-0.00862494,-0.00860328,0.00034124,0.00033961
6.1400,0.12526895,0.12525572,0.00039808,0.00040378
6.1600,0.14526333,0.14524429,0.00028422,0.00028749
6.1800,0.02632797,0.02630061,0.00008950,0.00009173
6.2000,-0.12508672,-0.12508722,-0.00015210,-0.00015705
6.2200,-0.18859836,-0.18857759,-0.00027331,-0.00027929
6.2400,-0.09434441,-0.09431846,-0.00029773,-0.00030045
6.2600,0.06328213,0.06330067,-0.00019461,-0.00019319
6.2800,0.12586393,0.12585072,-0.00000985,-0.00000457
6.3000,0.04678860,0.04677031,0.00018589,0.00018651
6.3200,-0.11368282,-0.11370556,0.00030944,0.00030678
6.3400,-0.23878124,-0.23877332,0.00037747,0.00036848
6.3600,-0.18559375,-0.18557432,0.00033482,0.00032954
6.3800,0.04511840,0.04514296,0.00016008,0.00016057
6.4000,0.29461011,0.29460954,-0.00010000,-0.00008981
6.4200,0.38266611,0.38264083,-0.00040128,-0.00038896
6.4400,0.24146385,0.24143126,-0.00060012,-0.00059227
6.4600,-0.01943443,-0.01945539,-0.00064537,-0.00064552
6.4800,-0.23382248,-0.23380648,-0.00044163,-0.00045004
6.5000,-0.27694154,-0.27690952,-0.00004472,-0.00005299
6.5200,-0.12858156,-0.12854478,0.00040623,0.00040095
6.5400,0.12291501,0.12291542,0.00069288,0.00069772
6.5600,0.30492918,0.30489989,0.00066834,0.00067753
6.5800,0.27463128,0.27458455,0.00035055,0.00036013
6.6000,0.04445505,0.04442889,-0.00013163,-0.00013036
6.6200,-0.22447384,-0.22445862,-0.00052756,-0.00053501
6.6400,-0.32170941,-0.32166695,-0.00068430,-0.00069446
6.6600,-0.18084911,-0.18080301,-0.00053992,-0.00054637
6.6800,0.06447505,0.06448335,-0.00016766,-0.00016467
6.7000,0.20516183,0.20513831,0.00026900,0.00027505
6.7200,0.15284167,0.15279665,0.00059166,0.00059740
6.7400,-0.01688998,-0.01691589,0.00064939,0.00064821
6.7600,-0.16874945,-0.16874224,0.00047940,0.00047409
6.7800,-0.20519207,-0.20515778,0.00014993,0.00014325
6.8000,-0.13838054,-0.13834095,-0.00015904,-0.00016385
6.8200,-0.01826720,-0.01825680,-0.00035690,-0.00035678
6.8400,0.08853041,0.08851488,-0.00040715,-0.00040489
6.8600,0.12254128,0.12250469,-0.00030679,-0.00030199
6.8800,0.07154515,0.07152459,-0.00012705,-0.00012518
6.9000,-0.04421113,-0.04420571,0.00010002,0.00009900
6.9200,-0.16461724,-0.16458684,0.00030205,0.00029655
6.9400,-0.21554232,-0.21550890,0.00044276,0.00043558
6.9600,-0.14982863,-0.14981971,0.00045886,0.00045426
6.9800,-0.01128838,-0.01130320,0.00033596,0.00033511
7.0000,0.10474748,0.10471539,0.00011367,0.00011767
7.0200,0.13380707,0.13378926,-0.00016078,-0.00015680
7.0400,0.07044452,0.07044803,-0.00037934,-0.00037665
7.0600,-0.02616427,-0.02613997,-0.00047375,-0.00047480
7.0800,-0.08107976,-0.08105516,-0.00038701,-0.00038968
7.1000,-0.04951490,-0.04950960,-0.00016435,-0.00016592
7.1200,0.05046521,0.05045062,0.00010445,0.00010569
7.1400,0.16803825,0.16800945,0.00029390,0.00029951
7.1600,0.25215853,0.25213759,0.00029306,0.00030091
7.1800,0.23043050,0.23042248,0.00009312,0.00010102
7.2000,0.05018474,0.05019739,-0.00016711,-0.00016574
7.2200,-0.19197301,-0.19195284,-0.00032764,-0.00033356
7.2400,-0.31501409,-0.31499681,-0.00033298,-0.00034337
7.2600,-0.25357419,-0.25356805,-0.00014109,-0.00014943
7.2800,-0.05990045,-0.05990649,0.00016567,0.00016389
7.3000,0.15504121,0.15503138,0.00041175,0.00041661
7.3200,0.25340545,0.25339363,0.00046256,0.00047111
7.3400,0.16370626,0.16370133,0.00030131,0.00030651
7.3600,-0.05339195,-0.05339095,0.00002091,0.00001939
7.3800,-0.25113120,-0.25112195,-0.00023898,-0.00024727
7.4000,-0.29852426,-0.29851046,-0.00033970,-0.00034953
7.4200,-0.14345901,-0.14344780,-0.00025066,-0.00025527
7.4400,0.12208610,0.12208837,-0.00007133,-0.00006747
7.4600,0.30310131,0.30309039,0.00010704,0.00011713
7.4800,0.27262176,0.27260397,0.00018175,0.00019066
7.5000,0.06261689,0.06260316,0.00015039,0.00015237
7.5200,-0.17131548,-0.17131755,0.00003441,0.00002897
7.5400,-0.28734883,-0.28733274,-0.00004976,-0.00005959
7.5600,-0.20544702,-0.20542683,-0.00005037,-0.00005673
7.5800,0.02745197,0.02746611,-0.00002397,-0.00002348
7.6000,0.24195006,0.24194321,0.00001121,0.00001940
7.6200,0.29528831,0.29526506,-0.00001713,-0.00000741
7.6400,0.14849712,0.14847419,-0.00007841,-0.00007373
7.6600,-0.08739115,-0.08740034,-0.00013891,-0.00014143
7.6800,-0.23873726,-0.23872027,-0.00013561,-0.00014397
7.7000,-0.20577214,-0.20574719,-0.00004705,-0.00005331
7.7200,-0.03335481,-0.03333341,0.00008061,0.00007896
7.7400,0.15692736,0.15692340,0.00019255,0.00019804
7.7600,0.26298405,0.26295899,0.00017350,0.00018187
7.7800,0.22268111,0.22264990,0.00003429,0.00004149
7.8000,0.06660975,0.06659209,-0.00017218,-0.00016978
7.8200,-0.10612195,-0.10611010,-0.00032191,-0.00032576
7.8400,-0.19109803,-0.19107038,-0.00033066,-0.00033655
7.8600,-0.13190093,-0.13187204,-0.00018927,-0.00019405
7.8800,0.03519003,0.03519332,0.00002800,0.00002948
7.9000,0.19640329,0.19638257,0.00020834,0.00021439
7.9200,0.24894179,0.24890738,0.00025667,0.00026500
7.9400,0.15715081,0.15712744,0.00014426,0.00014943
7.9600,-0.04996102,-0.04995655,-0.00003353,-0.00003524
7.9800,-0.25268469,-0.25265714,-0.00015695,-0.00016490
8.0000,-0.31455004,-0.31451433,-0.00016362,-0.00017420
8.0200,-0.19443091,-0.19441382,-0.00002953,-0.00003563
8.0400,0.04030322,0.04029459,0.00014092,0.00014201
8.0600,0.23884196,0.23881209,0.00024438,0.00025249
8.0800,0.24998071,0.24995319,0.00021325,0.00022126
8.1000,0.08359497,0.08358821,0.00009269,0.00009548
8.1200,-0.10774364,-0.10772953,-0.00011674,-0.00011998
8.1400,-0.23876162,-0.23873214,-0.00023829,-0.00024663
8.1600,-0.23799693,-0.23797690,-0.00018746,-0.00019468
8.1800,-0.06248936,-0.06248582,-0.00005374,-0.00005627
8.2000,0.15760532,0.15758595,0.00009839,0.00010381
8.2200,0.25183206,0.25180691,0.00019007,0.00019833
8.2400,0.16322384,0.16321003,0.00017313,0.00017839
8.2600,-0.03136067,-0.03135704,0.00006399,0.00006315
8.2800,-0.18868864,-0.18866796,-0.00006921,-0.00007576
8.3000,-0.19342001,-0.19340161,-0.00013774,-0.00014387
8.3200,-0.02964731,-0.02964031,-0.00014261,-0.00014403
8.3400,0.19806615,0.19805151,-0.00011760,-0.00011071
8.3600,0.29237533,0.29235155,-0.00010899,-0.00009940
8.3800,0.12234262,0.12232805,-0.00004986,-0.00004576
8.4000,-0.18291580,-0.18291099,0.00003178,0.00002619
8.4200,-0.38434842,-0.38432152,0.00013842,0.00012529
8.4400,-0.33720570,-0.33717983,0.00027535,0.00026469
8.4600,-0.06540794,-0.06539488,0.00035070,0.00034805
8.4800,0.23922391,0.23920922,0.00030492,0.00031324
8.5000,0.33924483,0.33921572,0.00010390,0.00011495
8.5200,0.14768424,0.14766182,-0.00013087,-0.00012588
8.5400,-0.17424765,-0.17424771,-0.00032826,-0.00033369
8.5600,-0.37192006,-0.37189046,-0.00034640,-0.00035924
8.5800,-0.26533438,-0.26530398,-0.00019981,-0.00020801
8.6000,0.08971407,0.08973112,0.00001915,0.00002116
8.6200,0.43539502,0.43537243,0.00017218,0.00018727
8.6400,0.49587403,0.49583369,0.00015535,0.00017102
8.6600,0.20143557,0.20139909,0.00003324,0.00004027
8.6800,-0.21673829,-0.21674166,-0.00014076,-0.00014799
8.7000,-0.44614128,-0.44610732,-0.00022172,-0.00023670
8.7200,-0.33764870,-0.33760638,-0.00016714,-0.00017773
8.7400,-0.00888324,-0.00885390,0.00001186,0.00001081
8.7600,0.30500306,0.30498739,0.00019013,0.00020104
8.7800,0.40258621,0.40254536,0.00021904,0.00023154
8.8000,0.21064625,0.21060092,0.00011755,0.00012509
8.8200,-0.14082201,-0.14083234,-0.00005549,-0.00006029
8.8400,-0.41900636,-0.41897326,-0.00014598,-0.00015983
8.8600,-0.42137395,-0.42132176,-0.00009703,-0.00011057
8.8800,-0.13471851,-0.13467984,0.00004500,0.00004005
8.9000,0.23873246,0.23872239,0.00018795,0.00019627
8.9200,0.44914138,0.44909533,0.00019980,0.00021410
8.9400,0.35475043,0.35469460,0.00005806,0.00007026
8.9600,-0.00121783,-0.00123747,-0.00015281,-0.00015316
