t_s,Ux_T1_cm,Ux_T2_cm,Uy_T1_cm,Uy_T2_cm
0.9600,0.05219844,0.05219646,-0.00008876,-0.00008713
0.9800,0.05824646,0.05824444,-0.00010913,-0.00010730
1.0000,0.07459875,0.07459627,-0.00012077,-0.00011847
1.0200,0.09674427,0.09674063,-0.00012856,-0.00012544
1.0400,0.08779696,0.08779264,-0.00013189,-0.00012889
1.0600,0.01100459,0.01100351,-0.00009173,-0.00009138
1.0800,-0.08207192,-0.08206887,-0.00000434,-0.00000693
1.1000,-0.12354944,-0.12354388,0.00008236,0.00007839
1.1200,-0.11439192,-0.11438613,0.00015668,0.00015298
1.1400,-0.08672046,-0.08671636,0.00020395,0.00020122
1.1600,-0.06450898,-0.06450660,0.00021049,0.00020845
1.1800,-0.05331034,-0.05330935,0.00017628,0.00017461
1.2000,-0.04537069,-0.04537001,0.00011459,0.00011311
1.2200,-0.02526111,-0.02526043,0.00004340,0.00004253
1.2400,0.01820167,0.01820160,-0.00002919,-0.00002869
1.2600,0.08079916,0.08079708,-0.00009936,-0.00009687
1.2800,0.14590921,0.14590415,-0.00016682,-0.00016222
1.3000,0.19316528,0.19315746,-0.00022956,-0.00022343
1.3200,0.20937610,0.20936697,-0.00027898,-0.00027233
1.3400,0.19182456,0.19181582,-0.00030497,-0.00029874
1.3600,0.10634609,0.10634001,-0.00028833,-0.00028445
1.3800,-0.09772459,-0.09772112,-0.00015623,-0.00015938
1.4000,-0.29040903,-0.29039522,0.00010351,0.00009405
1.4200,-0.29427105,-0.29425646,0.00031948,0.00030997
1.4400,-0.14349342,-0.14348440,0.00042736,0.00042243
1.4600,0.04309838,0.04309670,0.00040244,0.00040384
1.4800,0.17840338,0.17839337,0.00022355,0.00022926
1.5000,0.21528337,0.21526999,-0.00004434,-0.00003725
1.5200,0.11860212,0.11859239,-0.00029002,-0.00028586
1.5400,-0.06564304,-0.06563973,-0.00035716,-0.00035958
1.5600,-0.15349969,-0.15348991,-0.00027119,-0.00027597
1.5800,-0.10114489,-0.10113476,-0.00012734,-0.00013081
1.6000,-0.01453884,-0.01453489,0.00005544,0.00005515
1.6200,0.00309893,0.00309737,0.00020098,0.00020136
1.6400,-0.09125394,-0.09125512,0.00029839,0.00029570
1.6600,-0.23336804,-0.23336276,0.00036290,0.00035523
1.6800,-0.24942188,-0.24941157,0.00037296,0.00036460
1.7000,-0.06721991,-0.06721434,0.00025166,0.00024945
1.7200,0.14035493,0.14035204,0.00004531,0.00004990
1.7400,0.18300230,0.18299426,-0.00013333,-0.00012714
1.7600,0.05929083,0.05928533,-0.00022489,-0.00022285
1.7800,-0.08510069,-0.08509944,-0.00021261,-0.00021549
1.8000,-0.11268522,-0.11267981,-0.00013256,-0.00013632
1.8200,-0.02276366,-0.02275919,-0.00003750,-0.00003833
1.8400,0.08427061,0.08427047,0.00003803,0.00004075
1.8600,0.12194964,0.12194463,0.00006440,0.00006852
1.8800,0.05323675,0.05323114,0.00005083,0.00005267
1.9000,-0.06998139,-0.06998200,0.00004841,0.00004608
1.9200,-0.13375847,-0.13375433,0.00005122,0.00004689
1.9400,-0.09831069,-0.09830437,0.00004974,0.00004641
1.9600,-0.00790702,-0.00790334,0.00004473,0.00004454
1.9800,0.04539862,0.04539778,0.00002335,0.00002506
2.0000,0.00269868,0.00269773,0.00002747,0.00002748
2.0200,-0.05526525,-0.05526533,0.00004749,0.00004571
2.0400,-0.03719409,-0.03719358,0.00003335,0.00003201
2.0600,0.01025294,0.01025173,-0.00000691,-0.00000619
2.0800,-0.03373074,-0.03372833,-0.00000026,-0.00000151
2.1000,-0.09520333,-0.09519766,0.00007219,0.00006905
2.1200,-0.04705912,-0.04705641,0.00007777,0.00007631
2.1400,0.02865977,0.02865833,0.00003793,0.00003885
2.1600,0.03525309,0.03525086,0.00002609,0.00002716
2.1800,0.02605239,0.02605014,0.00000568,0.00000658
2.2000,0.04249720,0.04249535,-0.00004786,-0.00004667
2.2200,0.07255337,0.07255080,-0.00009769,-0.00009535
2.2400,0.08943324,0.08943010,-0.00013775,-0.00013487
2.2600,0.07776352,0.07776092,-0.00014664,-0.00014418
2.2800,0.05503163,0.05502939,-0.00013154,-0.00012979
2.3000,0.04597921,0.04597755,-0.00010270,-0.00010133
2.3200,0.05198233,0.05198002,-0.00007609,-0.00007434
2.3400,0.03493264,0.03493093,-0.00004815,-0.00004699
2.3600,-0.01258304,-0.01258243,0.00000180,0.00000132
2.3800,-0.03151968,-0.03151804,0.00004345,0.00004235
2.4000,0.01637789,0.01637815,0.00004180,0.00004211
2.4200,0.11419536,0.11419150,-0.00001083,-0.00000731
2.4400,0.19785203,0.19784315,-0.00011549,-0.00010893
2.4600,0.17011804,0.17010929,-0.00021125,-0.00020574
2.4800,0.04554053,0.04553731,-0.00022041,-0.00021889
2.5000,-0.07315572,-0.07315332,-0.00016749,-0.00016971
2.5200,-0.13797374,-0.13796587,-0.00004721,-0.00005184
2.5400,-0.12430936,-0.12430157,0.00010293,0.00009893
2.5600,-0.04484727,-0.04484334,0.00020108,0.00019954
2.5800,0.04885605,0.04885397,0.00021395,0.00021543
2.6000,0.12199534,0.12198812,0.00012866,0.00013251
2.6200,0.16649423,0.16648469,-0.00003185,-0.00002658
2.6400,0.18265140,0.18264220,-0.00021471,-0.00020889
2.6600,0.15754381,0.15753689,-0.00035606,-0.00035074
2.6800,0.04662010,0.04661899,-0.00037966,-0.00037810
2.7000,-0.09066731,-0.09066062,-0.00023431,-0.00023736
2.7200,-0.13741009,-0.13740293,-0.00004116,-0.00004527
2.7400,-0.14790806,-0.14790084,0.00015441,0.00014961
2.7600,-0.17730873,-0.17730178,0.00035704,0.00035135
2.7800,-0.16465741,-0.16465197,0.00045987,0.00045458
2.8000,-0.08685935,-0.08685695,0.00041653,0.00041357
2.8200,0.01934498,0.01934320,0.00025947,0.00026000
2.8400,0.12090363,0.12089820,0.00003026,0.00003409
2.8600,0.17531173,0.17530353,-0.00021362,-0.00020773
2.8800,0.12197417,0.12196857,-0.00037040,-0.00036650
2.9000,0.01738364,0.01738372,-0.00036684,-0.00036629
2.9200,-0.03375550,-0.03375273,-0.00027261,-0.00027365
2.9400,-0.02137067,-0.02136662,-0.00011547,-0.00011650
2.9600,0.03795976,0.03795936,0.00003377,0.00003533
2.9800,0.02967829,0.02967520,0.00011578,0.00011697
3.0000,-0.10429694,-0.10429464,0.00022196,0.00021849
3.0200,-0.22103989,-0.22103398,0.00029009,0.00028337
3.0400,-0.27526923,-0.27525860,0.00030225,0.00029334
3.0600,-0.27090181,-0.27088784,0.00034509,0.00033597
3.0800,-0.11739327,-0.11738559,0.00031559,0.00031189
3.1000,0.10551281,0.10550977,0.00014803,0.00015136
3.1200,0.21086491,0.21085422,-0.00004439,-0.00003742
3.1400,0.13673069,0.13671992,-0.00020263,-0.00019777
3.1600,-0.06273405,-0.06273449,-0.00024404,-0.00024610
3.1800,-0.22507206,-0.22506196,-0.00014031,-0.00014762
3.2000,-0.21019150,-0.21017762,0.00002047,0.00001342
3.2200,-0.03701123,-0.03700411,0.00014690,0.00014567
3.2400,0.13148800,0.13148400,0.00017763,0.00018190
3.2600,0.18491317,0.18490291,0.00013308,0.00013894
3.2800,0.16414588,0.16413331,0.00000047,0.00000581
3.3000,0.12772047,0.12771166,-0.00017207,-0.00016818
3.3200,0.10761120,0.10760674,-0.00030601,-0.00030252
3.3400,0.08355173,0.08355107,-0.00036233,-0.00035949
3.3600,0.00498371,0.00498708,-0.00028995,-0.00028971
3.3800,-0.10271858,-0.10271238,-0.00010262,-0.00010582
3.4000,-0.16737253,-0.16736546,0.00011666,0.00011124
3.4200,-0.15165683,-0.15165118,0.00029462,0.00028958
3.4400,-0.06046594,-0.06046434,0.00036390,0.00036191
3.4600,0.03896764,0.03896452,0.00029467,0.00029605
3.4800,0.05837216,0.05836821,0.00015020,0.00015207
3.5000,0.01638560,0.01638375,0.00000194,0.00000248
3.5200,-0.01276185,-0.01276173,-0.00012952,-0.00012986
3.5400,-0.02614758,-0.02614559,-0.00019405,-0.00019488
3.5600,-0.04480296,-0.04479945,-0.00015643,-0.00015780
3.5800,-0.06443710,-0.06443313,-0.00005216,-0.00005412
3.6000,-0.08258218,-0.08257812,0.00007649,0.00007381
3.6200,-0.07996997,-0.07996681,0.00018705,0.00018438
3.6400,-0.02347542,-0.02347483,0.00022171,0.00022080
3.6600,0.07771643,0.07771252,0.00014945,0.00015187
3.6800,0.16291545,0.16290794,-0.00000142,0.00000372
3.7000,0.20091869,0.20090985,-0.00017273,-0.00016635
3.7200,0.19902928,0.19902026,-0.00032989,-0.00032335
3.7400,0.13201762,0.13201181,-0.00040849,-0.00040416
3.7600,0.00304387,0.00304432,-0.00034178,-0.00034160
3.7800,-0.11824459,-0.11823833,-0.00015955,-0.00016328
3.8000,-0.18107656,-0.18106716,0.00007371,0.00006790
3.8200,-0.18284690,-0.18283789,0.00029268,0.00028673
3.8400,-0.12390006,-0.12389449,0.00042438,0.00042027
3.8600,-0.01643681,-0.01643739,0.00040407,0.00040350
3.8800,0.08465871,0.08465291,0.00024283,0.00024549
3.9000,0.13540901,0.13540103,0.00001171,0.00001606
3.9200,0.13471022,0.13470327,-0.00021609,-0.00021171
3.9400,0.09137568,0.09137212,-0.00036439,-0.00036137
3.9600,0.01763787,0.01763887,-0.00037635,-0.00037574
3.9800,-0.05033915,-0.05033462,-0.00025509,-0.00025667
4.0000,-0.08460120,-0.08459580,-0.00006260,-0.00006529
4.0200,-0.08915998,-0.08915549,0.00013721,0.00013431
4.0400,-0.07532657,-0.07532439,0.00027913,0.00027677
4.0600,-0.05812910,-0.05812840,0.00032502,0.00032309
4.0800,-0.03511205,-0.03511225,0.00027704,0.00027585
4.1000,0.00666619,0.00666507,0.00014866,0.00014878
4.1200,0.06651204,0.06650967,-0.00001817,-0.00001615
4.1400,0.13250193,0.13249737,-0.00018328,-0.00017910
4.1600,0.18641860,0.18641194,-0.00031333,-0.00030742
4.1800,0.20218955,0.20218124,-0.00038663,-0.00037999
4.2000,0.14024579,0.14023944,-0.00037418,-0.00036962
4.2200,0.02679779,0.02679677,-0.00025341,-0.00025261
4.2400,-0.05022930,-0.05022670,-0.00008931,-0.00009088
4.2600,-0.07508557,-0.07508132,0.00006566,0.00006323
4.2800,-0.08634898,-0.08634461,0.00019990,0.00019712
4.3000,-0.08782284,-0.08781940,0.00027786,0.00027507
4.3200,-0.07214656,-0.07214473,0.00027253,0.00027021
4.3400,-0.05182855,-0.05182796,0.00020317,0.00020154
4.3600,-0.04656124,-0.04656071,0.00010668,0.00010528
4.3800,-0.05968758,-0.05968520,0.00002839,0.00002643
4.4000,-0.05523915,-0.05523588,-0.00001689,-0.00001870
4.4200,-0.00664320,-0.00664128,-0.00004728,-0.00004760
4.4400,0.07393516,0.07393354,-0.00007335,-0.00007108
4.4600,0.15317945,0.15317326,-0.00011478,-0.00010987
4.4800,0.18571950,0.18571062,-0.00016970,-0.00016368
4.5000,0.14255312,0.14254546,-0.00020632,-0.00020170
4.5200,0.05345716,0.05345407,-0.00019499,-0.00019327
4.5400,-0.02766996,-0.02766857,-0.00013980,-0.00014059
4.5600,-0.09045485,-0.09044962,-0.00003916,-0.00004207
4.5800,-0.13108793,-0.13108079,0.00009813,0.00009393
4.6000,-0.13058071,-0.13057441,0.00021679,0.00021259
4.6200,-0.09059584,-0.09059226,0.00027419,0.00027121
4.6400,-0.03131866,-0.03131865,0.00025271,0.00025169
4.6600,0.01802811,0.01802557,0.00015859,0.00015922
4.6800,0.03002860,0.03002598,0.00003461,0.00003559
4.7000,0.01265263,0.01265172,-0.00007070,-0.00007024
4.7200,-0.01463890,-0.01463793,-0.00013256,-0.00013293
4.7400,-0.05333359,-0.05333030,-0.00012150,-0.00012315
4.7600,-0.09623887,-0.09623387,-0.00003758,-0.00004060
4.7800,-0.12000801,-0.12000228,0.00008152,0.00007768
4.8000,-0.10914448,-0.10913976,0.00018689,0.00018337
4.8200,-0.06611061,-0.06610812,0.00023855,0.00023634
4.8400,0.00285675,0.00285613,0.00021233,0.00021234
4.8600,0.07088537,0.07088111,0.00010253,0.00010491
4.8800,0.08578685,0.08578217,-0.00003502,-0.00003230
4.9000,0.05575217,0.05574927,-0.00013866,-0.00013685
4.9200,0.02916639,0.02916553,-0.00019978,-0.00019884
4.9400,0.02239213,0.02239273,-0.00020023,-0.00019959
4.9600,0.03183047,0.03183068,-0.00014880,-0.00014777
4.9800,0.04302878,0.04302792,-0.00007694,-0.00007557
5.0000,0.04227285,0.04227097,-0.00000846,-0.00000713
5.0200,0.03645844,0.03645605,0.00003335,0.00003448
5.0400,0.03856002,0.03855753,0.00003471,0.00003590
5.0600,0.04615364,0.04615123,0.00000217,0.00000363
5.0800,0.04693170,0.04692984,-0.00004229,-0.00004079
5.1000,0.03602945,0.03602830,-0.00007745,-0.00007628
5.1200,0.01627658,0.01627628,-0.00008959,-0.00008906
5.1400,-0.00338310,-0.00338257,-0.00007198,-0.00007212
5.1600,-0.01712289,-0.01712229,-0.00003551,-0.00003590
5.1800,-0.06050537,-0.06050358,0.00001904,0.00001724
5.2000,-0.13861505,-0.13860936,0.00011892,0.00011443
5.2200,-0.17529683,-0.17528950,0.00021410,0.00020850
5.2400,-0.13300627,-0.13299987,0.00025385,0.00024943
5.2600,-0.03969988,-0.03969760,0.00023073,0.00022938
5.2800,0.05973008,0.05972733,0.00013569,0.00013760
5.3000,0.11979402,0.11978771,-0.00000825,-0.00000435
5.3200,0.11268353,0.11267705,-0.00014829,-0.00014462
5.3400,0.06011892,0.06011568,-0.00022958,-0.00022766
5.3600,0.01199817,0.01199830,-0.00023861,-0.00023821
5.3800,-0.00484919,-0.00484666,-0.00017908,-0.00017938
5.4000,0.02485395,0.02485542,-0.00008546,-0.00008477
5.4200,0.09023445,0.09023188,-0.00002126,-0.00001836
5.4400,0.10500856,0.10500200,-0.00000655,-0.00000277
5.4600,-0.01881790,-0.01881991,0.00003131,0.00003065
5.4800,-0.17739926,-0.17739401,0.00011874,0.00011320
5.5000,-0.24625187,-0.24624163,0.00018279,0.00017487
5.5200,-0.21929184,-0.21927964,0.00025228,0.00024501
5.5400,-0.11407266,-0.11406550,0.00028111,0.00027748
5.5600,0.02612211,0.02612247,0.00022629,0.00022690
5.5800,0.16190871,0.16190067,0.00008290,0.00008802
5.6000,0.25047263,0.25045877,-0.00013686,-0.00012865
5.6200,0.22570682,0.22569450,-0.00033572,-0.00032848
5.6400,0.11414402,0.11413849,-0.00041827,-0.00041452
5.6600,0.00132738,0.00132900,-0.00038486,-0.00038475
5.6800,-0.07885995,-0.07885309,-0.00023179,-0.00023435
5.7000,-0.11722431,-0.11721641,-0.00000361,-0.00000738
5.7200,-0.10337183,-0.10336613,0.00021044,0.00020704
5.7400,-0.04406253,-0.04406165,0.00032777,0.00032626
5.7600,0.03696928,0.03696549,0.00031074,0.00031185
5.7800,0.08584880,0.08584155,0.00016864,0.00017169
5.8000,0.03576724,0.03576376,0.00000501,0.00000607
5.8200,-0.05046574,-0.05046375,-0.00009533,-0.00009689
5.8400,-0.07385221,-0.07384706,-0.00014918,-0.00015162
5.8600,-0.04139694,-0.04139252,-0.00013808,-0.00013929
5.8800,-0.03505005,-0.03504738,-0.00006178,-0.00006279
5.9000,-0.06991137,-0.06990820,0.00007092,0.00006864
5.9200,-0.08041233,-0.08041041,0.00017218,0.00016961
5.9400,-0.03707508,-0.03707412,0.00020213,0.00020068
5.9600,0.05602476,0.05602215,0.00014808,0.00014979
5.9800,0.15626716,0.15626061,0.00000641,0.00001142
6.0000,0.18932857,0.18932007,-0.00016134,-0.00015517
6.0200,0.12773054,0.12772420,-0.00027714,-0.00027294
6.0400,0.01649635,0.01649507,-0.00029657,-0.00029599
6.0600,-0.06645855,-0.06645435,-0.00021187,-0.00021420
6.0800,-0.05325494,-0.05325007,-0.00007784,-0.00007963
6.1000,0.02641232,0.02641333,0.00002947,0.00003032
6.1200,0.07949619,0.07949327,0.00009607,0.00009861
6.1400,0.06718411,0.06717888,0.00010686,0.00010920
6.1600,-0.00319573,-0.00319871,0.00007549,0.00007542
6.1800,-0.08578716,-0.08578537,0.00004979,0.00004701
6.2000,-0.11643858,-0.11643294,0.00003880,0.00003497
6.2200,-0.06836801,-0.06836222,0.00003567,0.00003333
6.2400,0.02870520,0.02870646,0.00001752,0.00001849
6.2600,0.08773532,0.08773146,-0.00002084,-0.00001781
6.2800,0.03899530,0.03899138,-0.00003468,-0.00003335
6.3000,-0.06880220,-0.06880214,-0.00000539,-0.00000745
6.3200,-0.15452992,-0.15452464,0.00004608,0.00004110
6.3400,-0.16645804,-0.16644887,0.00012621,0.00012060
6.3600,-0.06713186,-0.06712590,0.00017048,0.00016823
6.3800,0.09502458,0.09502290,0.00012291,0.00012584
6.4000,0.21198653,0.21197666,-0.00000100,0.00000589
6.4200,0.21347002,0.21345760,-0.00015249,-0.00014554
6.4400,0.11914202,0.11913370,-0.00026320,-0.00025933
6.4600,0.00883150,0.00883036,-0.00029248,-0.00029220
6.4800,-0.05751724,-0.05751242,-0.00022958,-0.00023145
6.5000,-0.07042821,-0.07042120,-0.00009333,-0.00009567
6.5200,-0.03595243,-0.03594773,0.00005929,0.00005804
6.5400,0.03071324,0.03071230,0.00015164,0.00015260
6.5600,0.08329021,0.08328417,0.00015067,0.00015338
6.5800,0.07587803,0.07587113,0.00008386,0.00008639
6.6000,0.01039718,0.01039406,0.00000129,0.00000168
6.6200,-0.05914367,-0.05914096,-0.00005164,-0.00005362
6.6400,-0.07005438,-0.07004891,-0.00006729,-0.00006961
6.6600,-0.02225481,-0.02225092,-0.00005922,-0.00005992
6.6800,0.01533525,0.01533567,-0.00003030,-0.00002967
6.7000,-0.01033298,-0.01033362,0.00002576,0.00002549
6.7200,-0.06436639,-0.06436574,0.00009087,0.00008881
6.7400,-0.08098685,-0.08098473,0.00012682,0.00012414
6.7600,-0.04370413,-0.04370201,0.00012162,0.00012017
6.7800,0.00284770,0.00284825,0.00008053,0.00008073
6.8000,0.00403920,0.00403950,0.00003746,0.00003764
6.8200,-0.03189064,-0.03188972,0.00001365,0.00001268
6.8400,-0.05772274,-0.05772094,0.00000377,0.00000190
6.8600,-0.04790375,-0.04790178,0.00000591,0.00000432
6.8800,-0.01367382,-0.01367286,0.00001153,0.00001114
6.9000,0.00500994,0.00501005,0.00001723,0.00001748
6.9200,-0.02043952,-0.02043893,0.00003410,0.00003353
6.9400,-0.06833592,-0.06833360,0.00006405,0.00006187
6.9600,-0.09189296,-0.09188954,0.00009106,0.00008811
6.9800,-0.07708742,-0.07708404,0.00010398,0.00010147
7.0000,-0.04026607,-0.04026386,0.00010230,0.00010099
7.0200,0.00086814,0.00086843,0.00007781,0.00007784
7.0400,0.03196356,0.03196202,0.00003034,0.00003137
7.0600,0.04555832,0.04555577,-0.00002679,-0.00002534
7.0800,0.04644512,0.04644262,-0.00007765,-0.00007617
7.1000,0.04441925,0.04441739,-0.00011073,-0.00010934
7.1200,0.04857550,0.04857423,-0.00012050,-0.00011902
7.1400,0.07280120,0.07279946,-0.00011628,-0.00011408
7.1600,0.12236227,0.12235810,-0.00012370,-0.00011980
7.1800,0.14603466,0.14602790,-0.00014988,-0.00014501
7.2000,0.07384463,0.07384014,-0.00014088,-0.00013843
7.2200,-0.05574867,-0.05574746,-0.00006688,-0.00006864
7.2400,-0.13961546,-0.13960953,0.00003104,0.00002657
7.2600,-0.14736368,-0.14735593,0.00012773,0.00012290
7.2800,-0.09772140,-0.09771530,0.00020670,0.00020347
7.3000,-0.01248972,-0.01248852,0.00021679,0.00021640
7.3200,0.05744190,0.05743827,0.00014620,0.00014809
7.3400,0.06436195,0.06435662,0.00003786,0.00004002
7.3600,0.01308788,0.01308498,-0.00005840,-0.00005788
7.3800,-0.05655565,-0.05655384,-0.00010396,-0.00010573
7.4000,-0.09920794,-0.09920194,-0.00007927,-0.00008257
7.4200,-0.07345160,-0.07344548,-0.00001240,-0.00001483
7.4400,0.00647057,0.00647235,0.00003877,0.00003896
7.4600,0.07227334,0.07227021,0.00005684,0.00005919
7.4800,0.07852845,0.07852286,0.00004121,0.00004378
7.5000,0.04109889,0.04109464,0.00000412,0.00000545
7.5200,-0.00448135,-0.00448268,-0.00003977,-0.00003986
7.5400,-0.04222416,-0.04222158,-0.00005528,-0.00005671
7.5600,-0.04699471,-0.04699049,-0.00003418,-0.00003573
7.5800,-0.01054273,-0.01054027,-0.00000988,-0.00001024
7.6000,0.03442865,0.03442799,0.00000691,0.00000799
7.6200,0.05599375,0.05599023,0.00000770,0.00000956
7.6400,0.04267619,0.04267257,-0.00000562,-0.00000424
7.6600,0.01122875,0.01122704,-0.00001962,-0.00001929
7.6800,-0.00575679,-0.00575638,-0.00003102,-0.00003123
7.7000,-0.00112278,-0.00112164,-0.00003906,-0.00003907
7.7200,0.00339688,0.00339803,-0.00003216,-0.00003208
7.7400,0.00850084,0.00850125,-0.00001209,-0.00001187
7.7600,0.03268756,0.03268609,-0.00000764,-0.00000663
7.7800,0.06541266,0.06540931,-0.00002772,-0.00002565
7.8000,0.07937961,0.07937553,-0.00005836,-0.00005580
7.8200,0.06132720,0.06132403,-0.00008490,-0.00008287
7.8400,0.01849970,0.01849899,-0.00008867,-0.00008810
7.8600,-0.01546712,-0.01546576,-0.00006432,-0.00006486
7.8800,-0.01279738,-0.01279583,-0.00003186,-0.00003232
7.9000,0.01939330,0.01939344,-0.00000533,-0.00000479
7.9200,0.06007094,0.06006862,0.00000079,0.00000271
7.9400,0.07706452,0.07706027,-0.00002167,-0.00001906
7.9600,0.03295635,0.03295347,-0.00004100,-0.00003987
7.9800,-0.05407182,-0.05407062,-0.00002241,-0.00002408
8.0000,-0.12213939,-0.12213407,0.00002684,0.00002290
8.0200,-0.12845710,-0.12845009,0.00009120,0.00008697
8.0400,-0.06758112,-0.06757635,0.00013741,0.00013515
8.0600,0.01967505,0.01967464,0.00012990,0.00013065
8.0800,0.05831786,0.05831425,0.00007978,0.00008162
8.1000,0.04713357,0.04712974,0.00002035,0.00002185
8.1200,0.02896147,0.02895821,-0.00005968,-0.00005856
8.1400,-0.01825541,-0.01825503,-0.00010621,-0.00010682
8.1600,-0.07383865,-0.07383390,-0.00006785,-0.00007032
8.1800,-0.06219490,-0.06219023,-0.00001090,-0.00001286
8.2000,-0.00463535,-0.00463351,0.00002803,0.00002782
8.2200,0.03158552,0.03158404,0.00005970,0.00006075
8.2400,0.03295253,0.03294950,0.00006471,0.00006582
8.2600,0.01547172,0.01546928,0.00003932,0.00003979
8.2800,-0.00044723,-0.00044805,0.00000222,0.00000216
8.3000,0.00407479,0.00407531,-0.00003375,-0.00003370
8.3200,0.03729259,0.03729278,-0.00006522,-0.00006414
8.3400,0.08452953,0.08452706,-0.00010034,-0.00009751
8.3600,0.07691555,0.07691154,-0.00012461,-0.00012192
8.3800,-0.02706008,-0.02706035,-0.00007821,-0.00007904
8.4000,-0.14257317,-0.14256821,0.00002843,0.00002389
8.4200,-0.17221824,-0.17221029,0.00013360,0.00012795
8.4400,-0.10819033,-0.10818377,0.00020534,0.00020174
8.4600,0.00057779,0.00057924,0.00021001,0.00021000
8.4800,0.08230819,0.08230398,0.00013474,0.00013756
8.5000,0.06657636,0.06657071,0.00002509,0.00002736
8.5200,-0.03318165,-0.03318310,-0.00004508,-0.00004606
8.5400,-0.12321414,-0.12320970,-0.00005794,-0.00006195
8.5600,-0.12080293,-0.12079522,-0.00002284,-0.00002695
8.5800,-0.00938759,-0.00938334,0.00001140,0.00001095
8.6000,0.14359852,0.14359505,-0.00000304,0.00000151
8.6200,0.23050946,0.23049860,-0.00007250,-0.00006492
8.6400,0.17756552,0.17755404,-0.00015183,-0.00014595
8.6600,0.02039713,0.02039265,-0.00017401,-0.00017334
8.6800,-0.11059769,-0.11059337,-0.00012578,-0.00012945
8.7000,-0.11912087,-0.11911247,-0.00004145,-0.00004543
8.7200,-0.03351536,-0.03350970,0.00003886,0.00003777
8.7400,0.04713315,0.04713336,0.00009430,0.00009581
8.7600,0.07293564,0.07293116,0.00010628,0.00010868
8.7800,0.05079576,0.05078974,0.00006279,0.00006450
8.8000,-0.00434154,-0.00434469,0.00000248,0.00000236
8.8200,-0.06662462,-0.06662273,-0.00002979,-0.00003187
8.8400,-0.10470005,-0.10469357,-0.00001671,-0.00002014
8.8600,-0.08907393,-0.08906681,0.00002930,0.00002637
8.8800,-0.02231517,-0.02231203,0.00006355,0.00006281
8.9000,0.04895182,0.04894970,0.00006538,0.00006693
8.9200,0.08499000,0.08498427,0.00003196,0.00003472
8.9400,0.06949508,0.06948911,-0.00002761,-0.00002519
8.9600,-0.00591819,-0.00591967,-0.00006629,-0.00006648
8.9800,-0.08427436,-0.08426997,-0.00004515,-0.00004795
