t_s,Ux_T1_cm,Ux_T2_cm,Uy_T1_cm,Uy_T2_cm
1.1600,-0.01794989,-0.01794881,0.00025304,0.00025242
1.1800,0.00750223,0.00749770,0.00017416,0.00017470
1.2000,-0.01045467,-0.01045729,0.00005397,0.00005339
1.2200,-0.03531630,-0.03531757,-0.00006435,-0.00006528
1.2400,-0.01956631,-0.01956248,-0.00015739,-0.00015834
1.2600,0.05299101,0.05299356,-0.00020126,-0.00019954
1.2800,0.16016359,0.16016138,-0.00021759,-0.00021257
1.3000,0.24818807,0.24817846,-0.00022417,-0.00021626
1.3200,0.27217210,0.27215644,-0.00024458,-0.00023577
1.3400,0.21974806,0.21973393,-0.00027202,-0.00026497
1.3600,0.07406479,0.07405669,-0.00027645,-0.00027341
1.3800,-0.19689427,-0.19688365,-0.00014607,-0.00015294
1.4000,-0.43021995,-0.43019605,0.00017372,0.00016013
1.4200,-0.39221795,-0.39219404,0.00044690,0.00043391
1.4400,-0.12679136,-0.12677971,0.00064031,0.00063567
1.4600,0.19462594,0.19461129,0.00060685,0.00061387
1.4800,0.38720843,0.38718493,0.00030356,0.00031531
1.5000,0.35374006,0.35371008,-0.00017580,-0.00016323
1.5200,0.09656966,0.09656033,-0.00066380,-0.00066102
1.5400,-0.26022588,-0.26020768,-0.00080630,-0.00081486
1.5600,-0.39977698,-0.39974693,-0.00062343,-0.00063580
1.5800,-0.23549264,-0.23546139,-0.00020141,-0.00021036
1.6000,0.05798733,0.05798677,0.00035517,0.00035848
1.6200,0.23599346,0.23597614,0.00071494,0.00072189
1.6400,0.11988278,0.11985395,0.00085507,0.00085989
1.6600,-0.20541546,-0.20542554,0.00068827,0.00068125
1.6800,-0.43196502,-0.43194611,0.00040391,0.00038934
1.7000,-0.29864195,-0.29861639,-0.00002600,-0.00003515
1.7200,0.05740053,0.05742524,-0.00038495,-0.00038413
1.7400,0.31971648,0.31970862,-0.00056722,-0.00055521
1.7600,0.30052310,0.30050574,-0.00055960,-0.00055073
1.7800,0.05907653,0.05905059,-0.00036866,-0.00036586
1.8000,-0.16967610,-0.16968238,-0.00009862,-0.00010477
1.8200,-0.22361163,-0.22359815,0.00021045,0.00020303
1.8400,-0.09279931,-0.09277796,0.00043692,0.00043400
1.8600,0.10073504,0.10075047,0.00049641,0.00049936
1.8800,0.18750967,0.18749968,0.00035956,0.00036628
1.9000,0.09640978,0.09639088,0.00010430,0.00010691
1.9200,-0.06753862,-0.06756025,-0.00018631,-0.00018782
1.9400,-0.17236977,-0.17236779,-0.00038621,-0.00039255
1.9600,-0.14959966,-0.14958159,-0.00039098,-0.00039526
1.9800,-0.04578056,-0.04575458,-0.00024724,-0.00024884
2.0000,0.01586733,0.01588397,0.00004635,0.00004676
2.0200,0.03750581,0.03749811,0.00031489,0.00031653
2.0400,0.06289903,0.06287857,0.00041588,0.00041717
2.0600,0.05815428,0.05812615,0.00033118,0.00033424
2.0800,-0.06672534,-0.06672624,0.00015316,0.00014986
2.1000,-0.19660583,-0.19658717,0.00004164,0.00003605
2.1200,-0.13710672,-0.13707896,-0.00015229,-0.00015717
2.1400,0.01598010,0.01599508,-0.00023003,-0.00022966
2.1600,0.11387990,0.11386963,-0.00020585,-0.00020154
2.1800,0.13652281,0.13650369,-0.00011289,-0.00010913
2.2000,0.10861898,0.10859442,-0.00005367,-0.00004954
2.2200,0.05817943,0.05817556,-0.00000256,-0.00000135
2.2400,0.01561626,0.01562381,0.00000601,0.00000698
2.2600,-0.00232008,-0.00230176,0.00000570,0.00000505
2.2800,0.01977733,0.01978428,-0.00002736,-0.00002642
2.3000,0.07210606,0.07209972,-0.00006299,-0.00006102
2.3200,0.11797521,0.11795599,-0.00011532,-0.00011119
2.3400,0.09299351,0.09297761,-0.00015542,-0.00015248
2.3600,-0.00966210,-0.00966220,-0.00012136,-0.00012171
2.3800,-0.08699701,-0.08698383,-0.00004968,-0.00005246
2.4000,-0.05421364,-0.05419592,0.00002404,0.00002172
2.4200,0.09269883,0.09270072,0.00005635,0.00005952
2.4400,0.25735124,0.25733573,-0.00000687,0.00000137
2.4600,0.26952737,0.26950140,-0.00012628,-0.00011741
2.4800,0.09750243,0.09748665,-0.00021075,-0.00020747
2.5000,-0.12257940,-0.12257627,-0.00025183,-0.00025564
2.5200,-0.27145840,-0.27143399,-0.00014866,-0.00015791
2.5400,-0.24945765,-0.24943274,0.00005997,0.00005226
2.5600,-0.06790091,-0.06788703,0.00026788,0.00026506
2.5800,0.15255022,0.15253811,0.00038786,0.00039317
2.6000,0.29374713,0.29371988,0.00029512,0.00030435
2.6200,0.29630561,0.29627762,0.00003435,0.00004394
2.6400,0.19462406,0.19460991,-0.00033187,-0.00032550
2.6600,0.05071425,0.05072158,-0.00062527,-0.00062364
2.6800,-0.11268251,-0.11266349,-0.00069576,-0.00069925
2.7000,-0.22235391,-0.22232847,-0.00042219,-0.00042982
2.7200,-0.16816604,-0.16816003,-0.00001823,-0.00002277
2.7400,-0.07355233,-0.07355452,0.00042063,0.00041730
2.7600,-0.06102240,-0.06103675,0.00079430,0.00079342
2.7800,-0.08460556,-0.08460923,0.00087278,0.00086928
2.8000,-0.08896748,-0.08896453,0.00067422,0.00067151
2.8200,-0.03501971,-0.03501180,0.00023641,0.00023518
2.8400,0.07439302,0.07440024,-0.00025472,-0.00025276
2.8600,0.18585296,0.18584508,-0.00068665,-0.00067970
2.8800,0.17710825,0.17710068,-0.00088363,-0.00087876
2.9000,0.05722958,0.05721947,-0.00073157,-0.00072874
2.9200,-0.04567040,-0.04566843,-0.00039481,-0.00039687
2.9400,-0.08375851,-0.08374898,0.00009219,0.00008920
2.9600,-0.01626875,-0.01626371,0.00049229,0.00049256
2.9800,0.02596154,0.02596437,0.00066998,0.00067000
3.0000,-0.08172400,-0.08172865,0.00071260,0.00071069
3.0200,-0.20644365,-0.20644637,0.00050024,0.00049369
3.0400,-0.30084229,-0.30083587,0.00020484,0.00019469
3.0600,-0.32450674,-0.32449122,0.00001206,0.00000183
3.0800,-0.13843964,-0.13842065,-0.00013413,-0.00013888
3.1000,0.16689107,0.16689522,-0.00024376,-0.00023828
3.1200,0.34111803,0.34110594,-0.00027162,-0.00026027
3.1400,0.24974925,0.24972680,-0.00025980,-0.00025116
3.1600,-0.07493588,-0.07494607,-0.00013993,-0.00014265
3.1800,-0.38310763,-0.38309943,0.00007462,0.00006248
3.2000,-0.41199814,-0.41197050,0.00030129,0.00028709
3.2200,-0.12495053,-0.12492855,0.00046385,0.00046008
3.2400,0.24788932,0.24789039,0.00041879,0.00042656
3.2600,0.43104400,0.43102202,0.00022239,0.00023638
3.2800,0.37375791,0.37371997,-0.00017100,-0.00015834
3.3000,0.15315776,0.15313570,-0.00057311,-0.00056908
3.3200,-0.06005019,-0.06005408,-0.00080626,-0.00080728
3.3400,-0.15304535,-0.15301871,-0.00077066,-0.00077648
3.3600,-0.15175353,-0.15172366,-0.00039581,-0.00040009
3.3800,-0.09697410,-0.09695452,0.00013742,0.00013409
3.4000,-0.03478199,-0.03478638,0.00064097,0.00063981
3.4200,0.00549809,0.00547376,0.00089924,0.00089956
3.4400,0.02584206,0.02582001,0.00081854,0.00081897
3.4600,0.02308739,0.02307652,0.00042746,0.00042874
3.4800,-0.03042295,-0.03040830,-0.00007906,-0.00008063
3.5000,-0.08418936,-0.08416726,-0.00049180,-0.00049398
3.5200,-0.06208560,-0.06206745,-0.00071583,-0.00071811
3.5400,-0.00151805,-0.00151811,-0.00064606,-0.00064590
3.5600,0.02958605,0.02957236,-0.00032828,-0.00032708
3.5800,0.00265521,0.00264262,0.00010472,0.00010476
3.6000,-0.07200935,-0.07201201,0.00049692,0.00049475
3.6200,-0.13060055,-0.13058813,0.00071931,0.00071469
3.6400,-0.09079960,-0.09078618,0.00068300,0.00067999
3.6600,0.05740801,0.05741125,0.00037944,0.00038102
3.6800,0.21909231,0.21907851,-0.00009001,-0.00008296
3.7000,0.30269176,0.30266889,-0.00056112,-0.00055132
3.7200,0.28036609,0.28034608,-0.00091048,-0.00090113
3.7400,0.13167311,0.13166922,-0.00098573,-0.00098146
3.7600,-0.09471705,-0.09470237,-0.00069732,-0.00070017
3.7800,-0.26581564,-0.26579113,-0.00014638,-0.00015503
3.8000,-0.29638572,-0.29636585,0.00049451,0.00048480
3.8200,-0.19707079,-0.19706712,0.00099590,0.00098948
3.8400,-0.02915214,-0.02916288,0.00117278,0.00117157
3.8600,0.13481110,0.13479063,0.00090719,0.00091172
3.8800,0.20858946,0.20857427,0.00028963,0.00029612
3.9000,0.16633069,0.16632559,-0.00043700,-0.00043133
3.9200,0.06467436,0.06468227,-0.00101688,-0.00101488
3.9400,-0.03113953,-0.03112678,-0.00121895,-0.00121979
3.9600,-0.08361171,-0.08360092,-0.00096376,-0.00096643
3.9800,-0.07954251,-0.07953793,-0.00034244,-0.00034501
4.0000,-0.03705212,-0.03705604,0.00037754,0.00037648
4.0200,-0.00710541,-0.00711138,0.00094221,0.00094173
4.0400,-0.01433837,-0.01434547,0.00114673,0.00114652
4.0600,-0.05442312,-0.05442364,0.00093668,0.00093450
4.0800,-0.08370655,-0.08370438,0.00042582,0.00042328
4.1000,-0.04983416,-0.04982913,-0.00020919,-0.00021108
4.1200,0.04965497,0.04965767,-0.00072587,-0.00072427
4.1400,0.17828121,0.17827806,-0.00099580,-0.00098993
4.1600,0.27139965,0.27139273,-0.00095226,-0.00094366
4.1800,0.27497787,0.27496531,-0.00066059,-0.00065119
4.2000,0.14792643,0.14791905,-0.00022310,-0.00021869
4.2200,-0.05212013,-0.05212160,0.00026321,0.00026169
4.2400,-0.17365619,-0.17365046,0.00060174,0.00059590
4.2600,-0.16933816,-0.16933005,0.00072458,0.00071886
4.2800,-0.09383557,-0.09383164,0.00062593,0.00062308
4.3000,-0.01045582,-0.01045478,0.00034561,0.00034510
4.3200,0.03339703,0.03339203,-0.00002657,-0.00002512
4.3400,0.01330997,0.01330723,-0.00035822,-0.00035782
4.3600,-0.05993415,-0.05993294,-0.00051493,-0.00051653
4.3800,-0.13834545,-0.13833527,-0.00043354,-0.00043819
4.4000,-0.14304766,-0.14303521,-0.00015607,-0.00016063
4.4200,-0.03776628,-0.03775903,0.00016923,0.00016776
4.4400,0.12883243,0.12882762,0.00040723,0.00041124
4.4600,0.26941970,0.26940121,0.00041219,0.00042097
4.4800,0.29223019,0.29220862,0.00018400,0.00019332
4.5000,0.16738883,0.16737338,-0.00017156,-0.00016592
4.5200,-0.02879417,-0.02879147,-0.00047709,-0.00047824
4.5400,-0.17134229,-0.17132719,-0.00060039,-0.00060564
4.5600,-0.21028178,-0.21025976,-0.00045886,-0.00046591
4.5800,-0.16006294,-0.16004862,-0.00008142,-0.00008633
4.6000,-0.05844865,-0.05844722,0.00034599,0.00034403
4.6200,0.03014979,0.03013916,0.00065696,0.00065791
4.6400,0.06515877,0.06514310,0.00071107,0.00071331
4.6600,0.03873771,0.03872937,0.00049579,0.00049687
4.6800,-0.02745726,-0.02745574,0.00011163,0.00011090
4.7000,-0.07961580,-0.07960355,-0.00027827,-0.00028099
4.7200,-0.08153223,-0.08152034,-0.00053286,-0.00053525
4.7400,-0.05949304,-0.05948512,-0.00054670,-0.00054865
4.7600,-0.05036127,-0.05036130,-0.00032036,-0.00032168
4.7800,-0.06344008,-0.06344247,0.00004605,0.00004395
4.8000,-0.08215414,-0.08215567,0.00041037,0.00040778
4.8200,-0.07865380,-0.07865168,0.00062960,0.00062688
4.8400,-0.02669330,-0.02668990,0.00062554,0.00062452
4.8600,0.06141625,0.06141456,0.00037049,0.00037261
4.8800,0.10849984,0.10849529,-0.00001843,-0.00001519
4.9000,0.09105997,0.09105206,-0.00038689,-0.00038357
4.9200,0.04793862,0.04793524,-0.00063719,-0.00063586
4.9400,0.00767001,0.00767170,-0.00064972,-0.00064937
4.9600,-0.00202623,-0.00202040,-0.00044656,-0.00044658
4.9800,0.01554989,0.01555642,-0.00009766,-0.00009736
5.0000,0.04021985,0.04021922,0.00025321,0.00025466
5.0200,0.05891264,0.05890671,0.00047160,0.00047318
5.0400,0.06792209,0.06791020,0.00048029,0.00048261
5.0600,0.06392740,0.06391832,0.00027918,0.00028103
5.0800,0.04231865,0.04231549,-0.00003266,-0.00003123
5.1000,0.01316964,0.01317401,-0.00033027,-0.00032982
5.1200,-0.01170510,-0.01169657,-0.00049522,-0.00049562
5.1400,-0.02171597,-0.02170974,-0.00046707,-0.00046767
5.1600,-0.01688370,-0.01688238,-0.00026878,-0.00026916
5.1800,-0.04869381,-0.04869675,0.00003142,0.00003000
5.2000,-0.13933398,-0.13933266,0.00037900,0.00037441
5.2200,-0.19700657,-0.19700203,0.00061641,0.00061025
5.2400,-0.15991453,-0.15990510,0.00065946,0.00065376
5.2600,-0.03936694,-0.03936341,0.00050165,0.00050064
5.2800,0.10708429,0.10708188,0.00015931,0.00016249
5.3000,0.19441198,0.19440099,-0.00024265,-0.00023608
5.3200,0.16925432,0.16924255,-0.00058804,-0.00058249
5.3400,0.05373636,0.05373285,-0.00071777,-0.00071609
5.3600,-0.05773805,-0.05773352,-0.00060808,-0.00060970
5.3800,-0.09478753,-0.09477372,-0.00027994,-0.00028357
5.4000,-0.02203274,-0.02202561,0.00013295,0.00013250
5.4200,0.12632032,0.12631782,0.00043127,0.00043493
5.4400,0.20316650,0.20314804,0.00050628,0.00051360
5.4600,0.05780164,0.05778783,0.00039721,0.00039861
5.4800,-0.20346892,-0.20347059,0.00022584,0.00021991
5.5000,-0.36926131,-0.36924433,-0.00001360,-0.00002593
5.5200,-0.36115983,-0.36113026,-0.00007903,-0.00009098
5.5400,-0.15759982,-0.15758174,-0.00005998,-0.00006447
5.5600,0.12500620,0.12501232,0.00003166,0.00003457
5.5800,0.35669705,0.35667077,0.00005392,0.00006668
5.6000,0.43004118,0.43001055,-0.00007533,-0.00006229
5.6200,0.27336728,0.27333896,-0.00025388,-0.00024435
5.6400,-0.00515122,-0.00515202,-0.00039602,-0.00039654
5.6600,-0.21716203,-0.21714070,-0.00041058,-0.00041763
5.6800,-0.26390646,-0.26387757,-0.00023472,-0.00024325
5.7000,-0.15908229,-0.15906249,0.00007571,0.00007031
5.7200,0.01301899,0.01301476,0.00038512,0.00038580
5.7400,0.14959843,0.14957794,0.00053467,0.00053925
5.7600,0.18695045,0.18692455,0.00045306,0.00045932
5.7800,0.11073940,0.11072556,0.00015394,0.00015775
5.8000,-0.07494823,-0.07493856,-0.00017629,-0.00017906
5.8200,-0.22811923,-0.22809579,-0.00036408,-0.00037108
5.8400,-0.20305439,-0.20303007,-0.00041348,-0.00042057
5.8600,-0.04135453,-0.04134834,-0.00025361,-0.00025451
5.8800,0.09321360,0.09320150,-0.00001512,-0.00001200
5.9000,0.08327530,0.08326014,0.00028402,0.00028656
5.9200,-0.00700184,-0.00701488,0.00042656,0.00042693
5.9400,-0.08673468,-0.08672717,0.00041917,0.00041519
5.9600,-0.05928712,-0.05927954,0.00025616,0.00025507
5.9800,0.07990911,0.07991957,-0.00003888,-0.00003733
6.0000,0.21135078,0.21134306,-0.00033016,-0.00032254
6.0200,0.22578958,0.22577515,-0.00054838,-0.00054127
6.0400,0.09846080,0.09844705,-0.00057505,-0.00057168
6.0600,-0.07405722,-0.07405956,-0.00041582,-0.00041817
6.0800,-0.14654129,-0.14652780,-0.00010801,-0.00011319
6.1000,-0.07199848,-0.07198599,0.00020432,0.00020231
6.1200,0.05452627,0.05453503,0.00044256,0.00044372
6.1400,0.13292271,0.13291146,0.00048917,0.00049426
6.1600,0.09343365,0.09341879,0.00033599,0.00033840
6.1800,-0.04316043,-0.04317442,0.00008790,0.00008709
6.2000,-0.16237684,-0.16237303,-0.00017226,-0.00017793
6.2200,-0.16588641,-0.16586895,-0.00030876,-0.00031418
6.2400,-0.03349785,-0.03348053,-0.00032314,-0.00032401
6.2600,0.11636721,0.11637443,-0.00022110,-0.00021744
6.2800,0.13257658,0.13256589,-0.00003599,-0.00003121
6.3000,0.00595106,0.00593692,0.00016405,0.00016417
6.3200,-0.16725087,-0.16725997,0.00030108,0.00029582
6.3400,-0.26471178,-0.26470171,0.00039442,0.00038531
6.3600,-0.16693847,-0.16692152,0.00036893,0.00036368
6.3800,0.08799769,0.08801129,0.00020161,0.00020388
6.4000,0.32506775,0.32505933,-0.00007310,-0.00006208
6.4200,0.37560275,0.37557912,-0.00039183,-0.00037980
6.4400,0.20592562,0.20589991,-0.00060871,-0.00060178
6.4600,-0.05258905,-0.05259819,-0.00065248,-0.00065416
6.4800,-0.23519644,-0.23518029,-0.00044572,-0.00045360
6.5000,-0.24451915,-0.24449109,-0.00005064,-0.00005847
6.5200,-0.08806400,-0.08804022,0.00038632,0.00038300
6.5400,0.13826734,0.13826352,0.00065021,0.00065500
6.5600,0.27996183,0.27993509,0.00061680,0.00062562
6.5800,0.22749388,0.22745869,0.00031352,0.00032127
6.6000,0.01133355,0.01131750,-0.00011822,-0.00011794
6.6200,-0.21445046,-0.21443588,-0.00046146,-0.00046848
6.6400,-0.27377525,-0.27374106,-0.00058405,-0.00059293
6.6600,-0.13019204,-0.13016086,-0.00045332,-0.00045769
6.6800,0.07807216,0.07807655,-0.00014103,-0.00013810
6.7000,0.16955049,0.16953098,0.00021879,0.00022419
6.7200,0.09462641,0.09459655,0.00048144,0.00048481
6.7400,-0.05451906,-0.05453477,0.00053391,0.00053187
6.7600,-0.15663091,-0.15662341,0.00040205,0.00039694
6.7800,-0.15320852,-0.15318480,0.00014713,0.00014219
6.8000,-0.08392991,-0.08390529,-0.00009613,-0.00009900
6.8200,-0.00116858,-0.00116246,-0.00025507,-0.00025473
6.8400,0.05629291,0.05628178,-0.00030614,-0.00030451
6.8600,0.06452035,0.06449917,-0.00024166,-0.00023926
6.8800,0.02799778,0.02798595,-0.00010925,-0.00010839
6.9000,-0.04190528,-0.04190001,0.00006206,0.00006080
6.9200,-0.11871803,-0.11869915,0.00022612,0.00022231
6.9400,-0.15683413,-0.15681397,0.00034381,0.00033858
6.9600,-0.11924003,-0.11923420,0.00036646,0.00036272
6.9800,-0.03010963,-0.03011828,0.00027966,0.00027849
7.0000,0.04927222,0.04925530,0.00011753,0.00011933
7.0200,0.07892150,0.07891134,-0.00008406,-0.00008154
7.0400,0.05406729,0.05406964,-0.00025269,-0.00025086
7.0600,0.00583891,0.00585091,-0.00033513,-0.00033493
7.0800,-0.02287360,-0.02286145,-0.00029735,-0.00029819
7.1000,-0.00604194,-0.00604003,-0.00016385,-0.00016403
7.1200,0.04942624,0.04941780,0.00000678,0.00000815
7.1400,0.12336914,0.12335404,0.00013422,0.00013815
7.1600,0.19372888,0.19371557,0.00013982,0.00014601
7.1800,0.19772480,0.19771702,0.00001263,0.00001923
7.2000,0.06600444,0.06600733,-0.00013699,-0.00013489
7.2200,-0.13543426,-0.13542387,-0.00020393,-0.00020816
7.2400,-0.25381302,-0.25380016,-0.00017027,-0.00017857
7.2600,-0.22771467,-0.22770528,-0.00001702,-0.00002452
7.2800,-0.08813496,-0.08813251,0.00019847,0.00019567
7.3000,0.08964205,0.08963753,0.00034339,0.00034626
7.3200,0.19305473,0.19304459,0.00033137,0.00033775
7.3400,0.14816290,0.14815328,0.00017203,0.00017692
7.3600,-0.01226806,-0.01227129,-0.00005282,-0.00005313
7.3800,-0.17926767,-0.17926116,-0.00023096,-0.00023677
7.4000,-0.24252166,-0.24250712,-0.00026614,-0.00027418
7.4200,-0.14142964,-0.14141600,-0.00015237,-0.00015694
7.4400,0.06650785,0.06651143,0.00001080,0.00001289
7.4600,0.22523616,0.22522639,0.00014718,0.00015460
7.4800,0.22368929,0.22367130,0.00017953,0.00018691
7.5000,0.07728895,0.07727565,0.00011341,0.00011583
7.5200,-0.10154065,-0.10154291,-0.00001793,-0.00002105
7.5400,-0.20779059,-0.20777639,-0.00010869,-0.00011583
7.5600,-0.16977494,-0.16975684,-0.00010692,-0.00011222
7.5800,-0.00638244,-0.00637069,-0.00006032,-0.00006079
7.6000,0.16055096,0.16054587,0.00000840,0.00001376
7.6200,0.21958332,0.21956440,0.00003028,0.00003758
7.6400,0.13104359,0.13102548,0.00000696,0.00001108
7.6600,-0.03416787,-0.03417519,-0.00004022,-0.00004112
7.6800,-0.14976606,-0.14975458,-0.00007131,-0.00007653
7.7000,-0.14154099,-0.14152308,-0.00005639,-0.00006080
7.7200,-0.03842170,-0.03840712,-0.00000328,-0.00000481
7.7400,0.08634115,0.08633960,0.00006329,0.00006623
7.7600,0.17383232,0.17381583,0.00006486,0.00007046
7.7800,0.17596926,0.17594848,-0.00000365,0.00000199
7.8000,0.09277644,0.09276355,-0.00011292,-0.00010976
7.8200,-0.02477809,-0.02477322,-0.00019793,-0.00019890
7.8400,-0.10939183,-0.10937564,-0.00020214,-0.00020563
7.8600,-0.10448779,-0.10447053,-0.00011630,-0.00011988
7.8800,-0.00908881,-0.00908477,0.00001095,0.00001068
7.9000,0.11016923,0.11015826,0.00011733,0.00012078
7.9200,0.17888839,0.17886850,0.00013974,0.00014564
7.9400,0.14918619,0.14917038,0.00005983,0.00006479
7.9600,0.00973497,0.00973426,-0.00005497,-0.00005466
7.9800,-0.16452831,-0.16451375,-0.00011592,-0.00012111
8.0000,-0.25537139,-0.25534948,-0.00008951,-0.00009794
8.0200,-0.20232468,-0.20230941,0.00003401,0.00002741
8.0400,-0.03011762,-0.03011759,0.00017293,0.00017189
8.0600,0.15173341,0.15171868,0.00023953,0.00024462
8.0800,0.20252493,0.20250656,0.00019103,0.00019756
8.1000,0.10741766,0.10740811,0.00006717,0.00007073
8.1200,-0.02926028,-0.02925808,-0.00012963,-0.00013034
8.1400,-0.15684730,-0.15683192,-0.00024819,-0.00025366
8.1600,-0.20610881,-0.20609220,-0.00020107,-0.00020750
8.1800,-0.10149272,-0.10148318,-0.00007096,-0.00007448
8.2000,0.07413241,0.07412729,0.00008342,0.00008585
8.2200,0.17769386,0.17767844,0.00019592,0.00020188
8.2400,0.14798391,0.14796996,0.00020424,0.00020897
8.2600,0.02205785,0.02205227,0.00011304,0.00011387
8.2800,-0.10220723,-0.10219976,-0.00002542,-0.00002896
8.3000,-0.13170783,-0.13169482,-0.00013006,-0.00013438
8.3200,-0.03491778,-0.03490809,-0.00017666,-0.00017802
8.3400,0.12887446,0.12887132,-0.00018100,-0.00017659
8.3600,0.20502152,0.20500756,-0.00016238,-0.00015552
8.3800,0.07853226,0.07852065,-0.00006735,-0.00006475
8.4000,-0.15081872,-0.15081945,0.00006671,0.00006211
8.4200,-0.29568692,-0.29567157,0.00020002,0.00018998
8.4400,-0.25312330,-0.25310447,0.00032043,0.00031229
8.4600,-0.04705163,-0.04703994,0.00035086,0.00034909
8.4800,0.17667163,0.17666537,0.00025515,0.00026117
8.5000,0.23693732,0.23691813,0.00004311,0.00005096
8.5200,0.07926947,0.07925336,-0.00016379,-0.00016109
8.5400,-0.15878662,-0.15878802,-0.00029929,-0.00030430
8.5600,-0.28077353,-0.28075409,-0.00027460,-0.00028424
8.5800,-0.16414322,-0.16412160,-0.00012859,-0.00013378
8.6000,0.12578098,0.12579189,0.00004256,0.00004614
8.6200,0.37714725,0.37713085,0.00012908,0.00014183
8.6400,0.38256095,0.38253052,0.00007779,0.00009010
8.6600,0.11742722,0.11740150,-0.00003463,-0.00003061
8.6800,-0.20816717,-0.20816858,-0.00014839,-0.00015527
8.7000,-0.34712656,-0.34710168,-0.00017479,-0.00018640
8.7200,-0.22011965,-0.22008905,-0.00009844,-0.00010544
8.7400,0.04117443,0.04119299,0.00005140,0.00005241
8.7600,0.24970788,0.24969646,0.00017440,0.00018299
8.7800,0.28011006,0.28007984,0.00016819,0.00017716
8.8000,0.11024744,0.11021767,0.00006662,0.00007044
8.8200,-0.14673831,-0.14674382,-0.00005999,-0.00006472
8.8400,-0.32323575,-0.32321071,-0.00010852,-0.00011928
8.8600,-0.29207829,-0.29204144,-0.00004440,-0.00005381
8.8800,-0.06487016,-0.06484591,0.00006759,0.00006523
8.9000,0.19739659,0.19738851,0.00015773,0.00016431
8.9200,0.32338592,0.32335235,0.00013965,0.00015021
8.9400,0.23390842,0.23387207,0.00000978,0.00001765
